"title","mgg.type","type","star.type","city","state","description","publication","country","geocode.value","lon","lat","year"
"Women's Network",NA,"Publication",NA,"New York City","NY","Tel 597 7091 National newsletter for women extremely refreshing","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Rosie's",NA,"Bars","Bars, Clubs, Coffeehouses","Rochester","NY","Tel. 232 9876.","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"Albion Phototype Inc",NA,"Graphic Design",NA,"New York City","NY","Tel 247 5551 Type mechanical and design","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"New York City News",NA,"Publication",NA,"New York City","NY","Tel 964 7272 News, art, reviews, features etc","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Ithaca Women's Resource Center",NA,"Centers","Organizations","Ithaca","NY","Tel 272 6922 Primarily made of women between the ages of 17-35 Support groups for lesbians and social activities and spirituality","Gaia's Guide","United States","Ithaca, NY, United States",-76.5018807,42.4439614,1983
"Bi Support Group",NA,"Group",NA,"New York City","NY","Tel 967 9736 Support Group for bi-sexuals and their partners","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Joan Waitkevitcz",NA,"Centers",NA,"New York City","NY","Tel 475 6030","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Underground",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing Very gay and owned by a woman. When a lesbian's feeling sleazy it is a nice place to go.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Duplex",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing Piano Bar kinda gay","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Oswego Women's Center",NA,"Centers","Organizations","Oswego","NY","Tel. 341 4235","Gaia's Guide","United States","Oswego, NY, United States",-76.5104973,43.4553461,1983
"TC & Company",NA,"Bars","Bars, Clubs, Coffeehouses","West Hempstead","NY","Tel 486 9516 Very friendly women's bar","Gaia's Guide","United States","West Hempstead, NY, United States",-73.6501295,40.7048242,1983
"Red Star Cafe",NA,"Restaurant","Restaurants","Manhattan","NY","Tel 989 6063 Mostly men. Very pretty
place for lunch. ('Go there in full leather'.)","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"New Women's Times",NA,"Publication",NA,"Rochester","NY","Tel. 271 5523. Monthly feminist newspaper with events calendars (national and local), guide to woman-owned businesses, news and
reviews. Also classifieds. Subscription: S 15 per year.","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"Sandpiper",NA,"Bars","Bars, Clubs, Coffeehouses","Fire Island","NY","Tel 537 0499/1","Gaia's Guide","United States","Fire Island, NY, United States",-73.1459474,40.6475997,1983
"National Association of Lesbian and Gay Film Makers",NA,"Group",NA,"New York City","NY","No Phone Listing Room 674","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Washington Square Church",NA,"Religious Groups",NA,"New York City","NY","Tel 777 2528 United Methodist Church with an openly gay pastor","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Twenty Nine Palms",NA,"Bar/Restuarant","Bars, Clubs, Coffeehouses","Manhattan","NY","Tel 686 8299 An all-gay bar, somewhat cruisy, some dancing. It is best for gay women on Saturdays or after work.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Top of the Bay",NA,"Bar/Restuarant","Bars, Clubs, Coffeehouses","Fire Island","NY","Tel 597 6699 or 368 1518 Excellent sea food slightly older clientele","Gaia's Guide","United States","Fire Island, NY, United States",-73.1459474,40.6475997,1983
"Frank C David Inc",NA,"Funeral Director",NA,"New York City","NY","Tel 729 400 Run by women and they advertise in every gay publication known of","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Eve's Garden",NA,"Sex Shops",NA,"New York City","NY","Tel 247 5948 Hours Tue - Fri 1-7 and Sat 12 - 5","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"The Attic",NA,"Tea Dance","Bars, Clubs, Coffeehouses","East Hampton","NY","Tel 537 9611 Just before you get into town and actually located in a tiny hamlet called Wainscott","Gaia's Guide","United States","East Hampton, NY, United States",-71.9994067,41.083151,1983
"Alternatives Corner",NA,"Bookstores",NA,"West Hempstead","NY","Tel 483 2050 They sell Gaia's guide","Gaia's Guide","United States","West Hempstead, NY, United States",-73.6501295,40.7048242,1983
"Suite 601",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing Women only on Sundays
","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Womanspace/All the Queen's Women",NA,"Group","Organizations","Queens","NY","No Phone Listing Their publication is WOMANSPACE. Membership ·is $15.00 or $4.00 for the newsletter only.
Activities: socials, lesbian raps, workshops, Sunday brunches in a member's home.","Gaia's Guide","United States","Queens, NY, United States",-73.7948516,40.7282239,1983
"The Nevada",NA,"Bars",NA,"West Park","NY","Tel. 384 6893. Woman owned and operated. Men welcome, but
mostly women.' Sunday Tea Dances. Closed Mondays thru Wednesdays.","Gaia's Guide","United States","West Park, NY, United States",-73.9602803,41.7926988,1983
"New Lining",NA,"Bars","Bars, Clubs, Coffeehouses","Floral Park","NY","Tel 364 99641 Reported to be extremely friendly to newcomers","Gaia's Guide","United States","Floral Park, NY, United States",-73.7048532,40.7237133,1983
"Gotham Psychotherapy Associates",NA,"Centers",NA,"New York City","NY","Tel 940 0033","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Scarlet Letters",NA,"Secretarial Typing Services",NA,"New York City","NY","Tel 966 3580 Their offices are wheel chair accessible","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Institute for Human Identity",NA,"Centers",NA,"New York City","NY","Tel 799 9432 Interviews for either group of individual therapy","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Emma Buffalo Women's Bookstore",NA,"Bookstores",NA,"Buffalo","NY","Tel 885 2285 Women's books and items coffee and tea is served
Feminist Bookstore","Gaia's Guide","United States","Buffalo, NY, United States",-78.8783689,42.8864468,1983
"A Woman's Place",NA,"Centers","For Review/Unclear","Athol","NY","Tel 367 9297 A women's retreat, cultural center and co-operative camp","Gaia's Guide","United States","Athol, NY, United States",NA,NA,1983
"Ribbon Grass Natural Foods Restaurant",NA,"Restaurant","Restaurants","Albany","NY","Tel 465 0248 Albany's only vegetarian restaurant women-owned","Gaia's Guide","United States","Albany, NY, United States",-73.7562317,42.6525793,1983
"Kay's Book Studio",NA,"Bookstores",NA,"Binghamton","NY","Tel 722 4032 Specialists in women's studies, crafts books, selected children's books, poetry, and human sexuality. Feminist bookstore","Gaia's Guide","United States","Binghamton, NY, United States",-75.9179738,42.0986867,1983
"Kosher Pizza and Felafel",NA,"Restaurant","Restaurants","Albany","NY","Tel 465 5638 'Run by a Chassidic Jewish sect called the Chabad Lubavitch-dykes frequent and sometimes work there","Gaia's Guide","United States","Albany, NY, United States",-73.7562317,42.6525793,1983
"Commitee of Lesbian/Gay Male Socialists",NA,"Group",NA,"New York City","NY","Tel 988 3012 (Ask for Robert)","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"The Common Ground",NA,"Bars","Bars, Clubs, Coffeehouses","Ithaca","NY","Tel 273 1505 Membership club but guest memership is available","Gaia's Guide","United States","Ithaca, NY, United States",-76.5018807,42.4439614,1983
"Gay and Lesbian Blind",NA,"Group",NA,"New York City","NY","Tel 924 1631 (Raoul) 520 1529 (Rosalind) 362 8729 (Michael)","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"New York Native",NA,"Publication",NA,"New York City","NY","Tel 925 8021 Mostly men's paper but they do go out of their way to include articles by and interests to lesbians.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Gay and Lesbian Emergency Fund",NA,"Centers",NA,"New York City","NY","Tel 777 2528 Aid for major disasters in the gay lesbian community of New York","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Marie's Crisis",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","Tel 243 9323 Opens at pm closes at 4am piano bar","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Women's Studies",NA,"Radio Program",NA,"New York City","NY","Tel 279 0707 WBAI 99.5 FM radio Wednesdays at 11am","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Empire Diner",NA,"Restaurant","Restaurants","Manhattan","NY","No Phone Listing Open 24 hours a day. gay atmosphere. Diner. They have a 'happy hour' from 4-7pm when drinks are half price","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Archives",NA,"Archives",NA,"New York City","NY","Tel 847 7232 Gathering and presenting news of lesbian lives and activities so that future generations of lesbians will have ready access to materials relevant to them","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Industrial Hair",NA,"Hairdressing",NA,"New York City","NY","Tel 228 6808","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"The Women's Center",NA,"Centers","Organizations","New York City","NY","Tel 741 9114 Lesbian activities","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"The Cultured Elephant",NA,"Restaurant","Restaurants","Fire Island","NY","No Phone Listing","Gaia's Guide","United States","Fire Island, NY, United States",-73.1459474,40.6475997,1983
"Three Lives and Company",NA,"Bookstores",NA,"Manhattan","NY","Tel 741 2069 Alternative
bookstore specializing in women's titles. They sell GAIA'S GUIDE. Poetry and other readingspecial happenings. Terrific women's and gay section, as well as lots of classics. Run by 3
talented women.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Womanbooks",NA,"Bookstores",NA,"Manhattan","NY","Tel 873 4121 Tues-Sat 10am-7pm; Sunnoon-6pm.
Women's bookstore: books, pamphlets, periodicals, posters, records, non-sexist children's
books; reading and relaxing area. Lesbian booklist with 300 titles free for SASE, Volleyball
team. Huge beautiful place, one of the best and most knowledgeably stocked in the country, will
specially order. Has readings and meet-the-authors nights, for which you should arrive on time
to get a seat.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Jims",NA,"Bars","Bars, Clubs, Coffeehouses","Rochester","NY","Tel. 546 6590. Large dance floor/drag shows/two bars/Weds is 2 or 1 night. Clientele: gay women and men plus others. But recommended, anyhow.","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"Brooklyn Women's Martial Arts",NA,"Martial Arts",NA,"New York City","NY","Tel 788 1775 Serious Supportive classes in self-defense are taught by women for girls and women of all ages. Classes 7 days a week, childcare provided, sliding scale. Women of all races, ages, and sexual orientation are welcome, regardless of athletic ability.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Bronx Women Against Rape",NA,"Information Services",NA,"Bronx","NY","Tel 568 4511 day 920 7101 night hotline","Gaia's Guide","United States","Bronx, NY, United States",-73.8648268,40.8447819,1983
"Womanews",NA,"Publication",NA,"New York City","NY","Tel 989 7963 New York's City's feminist newspaper","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Conservative Gay Alliance",NA,"Group",NA,"New York City","NY","Tel 929 3632","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Jean's Patio",NA,"Restaurant","Restaurants","Manhattan","NY","No Phone Listing Cheap place where you can go and drink coffee.
Very gay, cafe type atmosphere.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Cissy's",NA,"Bars",NA,"Syracuse","NY","Tel. 471 9392. This really is a men's bar except the restaurant part
on Friday nights. It's quite mixed and recommended for gay women as well as men.","Gaia's Guide","United States","Syracuse, NY, United States",-76.1474244,43.0481221,1983
"Gayellow Pages",NA,"Publication",NA,"New York City","NY","Tel 929 7720 directory of women's bars, businesses, organizations and services","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"WBAI 99.5 FM",NA,"Radio Program",NA,"New York City","NY","Tel 279 0707 Call for details of programs as times vary. Lesbian programs, gay programs, and women's programs.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Women's Liberation Center of Nassau County Inc",NA,"Centers","Organizations","East Meadow","NY","Tel 579 8712 Consciousness raising","Gaia's Guide","United States","East Meadow, NY, United States",-73.5590157,40.7139898,1983
"Mean Alice's",NA,"Bar/Restuarant","Bars, Clubs, Coffeehouses","Buffalo","NY","Tel 856 3298 Loud Disco","Gaia's Guide","United States","Buffalo, NY, United States",-78.8783689,42.8864468,1983
"Ryan's Someplace Else",NA,"Bars",NA,"Syracuse","NY","Tel. 471 9499. Disco bar.
Drag shows. 2 for 1 on Thursday nights and cocktail hours (every 3rd drink is free). Open
4pm-8pm daily. Juice bar Fri and Sat nights, open till 4am on Fri and 4.30am on Sat. Open
11am-2am daily. Clientele: gay men and about 10% gay women.","Gaia's Guide","United States","Syracuse, NY, United States",-76.1474244,43.0481221,1983
"7th Floor",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing. Women only, Fri and Sat from 10pm","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"3rd World Lesbian and Gay Men's Alliance",NA,"Group",NA,"New York City","NY","Tel 242 1212","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
