"geocode.value","lon","lat","geoAddress"
"Bernalillo, NM, United States",-106.5511369,35.30004,"bernalillo, nm, usa"
"Bellmawr, NJ, United States",-75.0946182,39.8676134,"bellmawr, nj, usa"
"Metarie, LA, United States",-90.1528519,29.9840922,"metairie, la, usa"
"Talequah, OK, United States",-94.969956,35.91537,"tahlequah, ok 74464, usa"
", VT, United States",-72.5778415,44.5588028,"vermont, usa"
"Stanton, KY, United States",-83.8582525,37.8456373,"stanton, ky 40380, usa"
"Weatherby Lake, MO, United States",-94.6960699,39.2377801,"weatherby lake, mo 64152, usa"
"Topsham, ME, United States",-69.9759459,43.9275435,"topsham, me 04086, usa"
"Graham, TX, United States",-98.589502,33.1070597,"graham, tx 76450, usa"
"Westpark, NY, United States",-73.9602803,41.7926988,"west park, ny, usa"
"Coney Island, NY, United States",-73.9707016,40.5755438,"coney island, brooklyn, ny, usa"
"Long Beach, NY, United States",-73.657908,40.5884373,"long beach, ny, usa"
"Seldon, NY, United States",-73.0356625,40.8664873,"selden, ny, usa"
"Gloucester, MA, United States",-70.6619888,42.6159285,"gloucester, ma, usa"
"Vieques, Puerto Rico, United States",-65.4400985,18.1262854,"vieques, puerto rico"
"Corona Del Mar, CA, United States",-117.8730142,33.5978595,"corona del mar, newport beach, ca, usa"
"Branford, CT, United States",-72.8141185,41.2799027,"branford, ct, usa"
"Park Hills, MO, United States",-90.5181804,37.854218,"park hills, mo, usa"
"Norwich, VT, United States",-72.307869,43.7153482,"norwich, vt, usa"
"Lebanon, NH, United States",-72.2517569,43.6422934,"lebanon, nh, usa"
"Sunny Valley, OR, United States",-123.3756188,42.6390067,"sunny valley, or 97497, usa"
"Milldale, CT, United States",-72.8990595,41.5669981,"milldale, southington, ct, usa"
"Niles, OH, United States",-80.765358,41.1828353,"niles, oh, usa"
"Bethany Beach, DE, United States",-75.0551806,38.5395564,"bethany beach, de, usa"
"Saratoga, CA, United States",-122.0184265,37.2717475,"saratoga, ca, usa"
"Huntsville, MO, United States",-92.5451834,39.440589,"huntsville, mo 65259, usa"
"Ronan, MT, United States",-114.1015013,47.5288233,"ronan, mt 59864, usa"
"North Stonington, CT, United States",-71.8811827,41.4409323,"north stonington, ct, usa"
"Presque Isle, ME, United States",-68.0158615,46.681153,"presque isle, me, usa"
"Flushing, NY, United States",-73.833079,40.7674987,"flushing, queens, ny, usa"
"Alpine, NY, United States",-76.7242532,42.313305,"alpine, ny 14805, usa"
"Weston, MA, United States",-71.3031132,42.3667625,"weston, ma 02493, usa"
"Bethlehem, NJ, United States",-75.0034782,40.6700352,"bethlehem township, nj, usa"
"Grand Haven, MI, United States",-86.2283864,43.0630734,"grand haven, mi, usa"
"Wakefield, MA, United States",-71.0750488,42.5018307,"wakefield, ma 01880, usa"
"E Jordan, MI, United States",-85.0568864,45.0614193,"jordan township, mi, usa"
"Pottsville, PA, United States",-76.195499,40.6856456,"pottsville, pa 17901, usa"
"Morelos, , Mexico",-99.1013498,18.6813049,"morelos, mexico"
"Donna, TX, United States",-98.05195,26.1703525,"donna, tx 78537, usa"
"North Hampton, NH, United States",-70.8351792,42.9737623,"north hampton, nh, usa"
"East Alamosa, CO, United States",-105.8700214,37.4694491,"alamosa, co 81101, usa"
"Abington, PA, United States",-75.1195107,40.1240795,"abington township, pa, usa"
"Christiansted, VI, United States",-64.7031977,17.7466397,"christiansted, st croix 00820, usvi"
"Plantsville, CT, United States",-72.8903645,41.5824016,"plantsville, southington, ct, usa"
"Old Orchard Beach, ME, United States",-70.3772911,43.5177659,"old orchard beach, me, usa"
"Miracle Mile, CA, United States",-118.3491169,34.059534,"miracle mile, los angeles, ca, usa"
"Opelika, AL, United States",-85.3782795,32.6454116,"opelika, al, usa"
", , United States",-95.712891,37.09024,"united states"
"Parkerburg, WV, United States",-81.5615135,39.2667418,"parkersburg, wv, usa"
"Red Bank, NJ, United States",-74.0643065,40.3470543,"red bank, nj, usa"
"Sayreville, NJ, United States",-74.360846,40.4594021,"sayreville, nj, usa"
"Beverly Shores, IN, United States",-86.9775319,41.6925381,"beverly shores, in, usa"
"Lincoln City, OR, United States",-124.0159354,44.9620902,"lincoln city, or, usa"
"Days Creek, OR, United States",-123.1729844,42.9723883,"days creek, or, usa"
"Marne, MI, United States",-85.8278002,43.0355531,"marne, mi 49435, usa"
"Irvington, NJ, United States",-74.2286435,40.7263249,"irvington, nj 07111, usa"
"Pleasanton, IL, United States",-89.3985283,40.6331249,"illinois, usa"
"Janesville, WI, United States",-89.0187222,42.6827885,"janesville, wi, usa"
"Shippenville, PA, United States",-79.4594904,41.2503395,"shippenville, pa 16254, usa"
"North Bellmore, NY, United States",-73.5334597,40.69149,"north bellmore, ny, usa"
"Madison, NH, United States",-71.1484028,43.8992395,"madison, nh, usa"
"Wrightsville Beach, NC, United States",-77.7963709,34.2085036,"wrightsville beach, nc, usa"
"Glendale, CO, United States",-104.9335904,39.7049873,"glendale, co 80246, usa"
"Englewood, NJ, United States",-73.9726381,40.8928771,"englewood, nj 07631, usa"
"E. Lansing, MI, United States",-84.5555347,42.732535,"lansing, mi, usa"
"Schenley, PA, United States",-79.6617143,40.6845096,"schenley, pa 15682, usa"
"Monte Rio, CA, United States",-123.0088886,38.4654695,"monte rio, ca, usa"
"Guadalajara, , Mexico",-103.3496092,20.6596988,"guadalajara, jalisco, mexico"
"Show Low, AZ, United States",-110.0298327,34.2542084,"show low, az 85901, usa"
"Caldwell, TX, United States",-96.6930303,30.5313152,"caldwell, tx 77836, usa"
"Doyleston, PA, United States",-75.1298939,40.3101063,"doylestown, pa 18901, usa"
"Doyalstown, PA, United States",-75.1298939,40.3101063,"doylestown, pa 18901, usa"
"Hegins, PA, United States",-76.4977208,40.6515135,"hegins, pa 17938, usa"
"Watertown, MA, United States",-71.1828321,42.3709299,"watertown, ma, usa"
"Frederiksted, St. Croix, VI, United States",-64.8815352,17.7124746,"frederiksted, st croix 00840, usvi"
"Makawao, Maui, HI, United States",-156.3103368,20.853869,"makawao, hi, usa"
"Westhaven, CT, United States",-112.0510533,41.2029998,"west haven, ut, usa"
"Middleburg, FL, United States",-81.8603778,30.0688512,"middleburg, fl 32068, usa"
"Millville, NJ, United States",-75.0393438,39.4020596,"millville, nj 08332, usa"
"Bastrop, TX, United States",-97.3152701,30.1104947,"bastrop, tx 78602, usa"
"Marino Del Rey, CA, United States",-118.4517449,33.9802893,"marina del rey, ca 90292, usa"
"Stateline, NV, United States",-119.9399029,38.9624079,"stateline, nv, usa"
"Willis, TX, United States",-95.4799418,30.4249276,"willis, tx, usa"
"Pomeroy, WA, United States",-117.6026896,46.4748738,"pomeroy, wa 99347, usa"
"Berwin, IL, United States",-87.7936685,41.8505874,"berwyn, il 60402, usa"
"South River, NJ, United States",-74.3859831,40.446495,"south river, nj, usa"
"Homestead, PA, United States",-79.9119948,40.4059025,"homestead, pa 15120, usa"
"Oanoke Rapids, NC, United States",-77.6541464,36.4615395,"roanoke rapids, nc 27870, usa"
"Poipu, HI, United States",-159.4681793,21.8833158,"poipu, koloa, hi 96756, usa"
"Poipu, Kauai, HI, United States",-159.4681793,21.8833158,"poipu, koloa, hi 96756, usa"
"Coos Bay--North Bend, OR, United States",-124.2242803,43.4065012,"north bend, or 97459, usa"
"Surfside, FL, United States",-80.1256007,25.8784284,"surfside, fl, usa"
"Sea Cliff, NY, United States",-73.6448505,40.8489887,"sea cliff, ny, usa"
"Pozo, CA, United States",-120.374901,35.303051,"pozo, ca 93453, usa"
"Prairie Creek, AR, United States",-94.0618685,36.3420189,"prairie creek, ar 72756, usa"
"Prattville, AL, United States",-86.4596966,32.4640245,"prattville, al, usa"
"Highland Park, NY, United States",-78.67444,43.19611,"highland park, ny 14094, usa"
"Hamden, CT, United States",-72.9026064,41.3838782,"hamden, ct, usa"
"Williamstown, MA, United States",-73.2036898,42.7120196,"williamstown, ma 01267, usa"
"Ft. Huachuca, AZ, United States",-110.3499216,31.5552157,"fort huachuca, sierra vista, az, usa"
"FT. Huachuca, AZ, United States",-110.3499216,31.5552157,"fort huachuca, sierra vista, az, usa"
"Zebulon, KY, United States",-82.4665383,37.5334335,"zebulon, ky 41557, usa"
"Milford, MA, United States",-71.5163049,42.1398577,"milford, ma, usa"
"Sunland, CA, United States",-118.3082747,34.2596475,"sunland, los angeles, ca 91040, usa"
"Beachwood, OH, United States",-81.5087322,41.4644979,"beachwood, oh 44122, usa"
"Jackson, CA, United States",-120.7741018,38.3488023,"jackson, ca 95642, usa"
"Golden, CO, United States",-105.2210997,39.755543,"golden, co, usa"
"Radium Springs, NM, United States",-106.9106762,32.4928349,"radium springs, nm 88007, usa"
"Rahway, NJ, United States",-74.2776468,40.6081591,"rahway, nj 07065, usa"
"Shawnee-on-the-Delaware, PA, United States",-75.1107332,41.0123174,"shawnee on delaware, pa 18302, usa"
"Shawnee-On-The-Delaware, PA, United States",-75.1107332,41.0123174,"shawnee on delaware, pa 18302, usa"
"West Nyack, NY, United States",-73.9729162,41.096485,"west nyack, ny 10994, usa"
"Grand Forks, NC, United States",-97.0328547,47.9252568,"grand forks, nd, usa"
"Paris, , France",2.3522219,48.856614,"paris, france"
"Centre Harbor, NH, United States",-71.4615581,43.708853,"center harbor, nh, usa"
"Lackawanna, NY, United States",-78.8233664,42.8256141,"lackawanna, ny, usa"
"Emeryville, CA, United States",-122.2892278,37.8395028,"emeryville, ca, usa"
"Sparkill, NY, United States",-73.9282607,41.0299672,"sparkill, ny, usa"
"Tupper Lake, NY, United States",-74.4640575,44.2239488,"tupper lake, ny 12986, usa"
"Humble, TX, United States",-95.2621553,29.9988312,"humble, tx, usa"
"Carbondale, PA, United States",-75.5018508,41.5736935,"carbondale, pa 18407, usa"
"Palatine, IL, United States",-88.03424,42.1103041,"palatine, il, usa"
"Compton, CA, United States",-118.2200712,33.8958492,"compton, ca, usa"
"Winslow, AZ, United States",-110.6973571,35.0241873,"winslow, az 86047, usa"
"Hilton Head, GA, United States",-80.752608,32.216316,"hilton head island, sc, usa"
"Colrain, MA, United States",-72.6967587,42.6731396,"colrain, ma, usa"
"Colrain, ME, United States",-72.6967587,42.6731396,"colrain, ma, usa"
"El Segundo, CA, United States",-118.4164652,33.9191799,"el segundo, ca 90245, usa"
"Edgemont, PA, United States",-75.4504764,39.9748321,"edgmont, pa 19073, usa"
"Rockaway, NY, United States",-73.7977928,40.592658,"rockaway peninsula, queens, ny, usa"
"Dalhart, TX, United States",-102.5132497,36.0594772,"dalhart, tx 79022, usa"
"Greenwood Park, CA, United States",-119.4179324,36.778261,"california, usa"
"Rio Nido, CA, United States",-122.9769427,38.5210237,"rio nido, ca 95446, usa"
"Boone, IA, United States",-93.8802273,42.0597047,"boone, ia 50036, usa"
"Hamilton, KS, United States",-96.1641647,37.9794705,"hamilton, ks 66853, usa"
"Jefferson, IA, United States",-94.3774232,42.0172457,"jefferson, ia 50129, usa"
"Marblehead, OH, United States",-82.7354623,41.5403281,"marblehead, lakeside marblehead, oh 43440, usa"
"Sepulveda, CA, United States",-118.4849365,34.235822,"north hills, los angeles, ca, usa"
"Grapevine Lake, TX, United States",-97.0874964,32.9847426,"grapevine lake, texas, usa"
"Bismarck, NC, United States",-100.7876931,46.8054947,"bismarck, nd, usa"
"Watonga, OK, United States",-98.413128,35.8447654,"watonga, ok 73772, usa"
"Marion, IN, United States",-85.6591442,40.5583739,"marion, in, usa"
"Rosedale, MN, United States",-95.8914953,47.2782272,"rosedale township, mn 56557, usa"
"Abbeyville, LA, United States",-92.1342921,29.9746502,"abbeville, la 70510, usa"
"Nashville, IL, United States",-89.3806398,38.3436612,"nashville, il 62263, usa"
"Windsor, NJ, United States",-74.5814407,40.2420779,"windsor, nj, usa"
"Longview, WA, United States",-122.9381672,46.1381676,"longview, wa, usa"
"Portsmouth, MA, United States",-70.7625532,43.0717552,"portsmouth, nh 03801, usa"
"Quantico, VA, United States",-77.2900787,38.5229229,"quantico, va 22134, usa"
"Telluride, CO, United States",-107.8122852,37.9374939,"telluride, co 81435, usa"
"South Beach, NY, United States",-74.0668076,40.5903824,"south beach, staten island, ny 10305, usa"
"St. Simon's Isle, FL, United States",-81.5157535,27.6648274,"florida, usa"
"Sandwich, MA, United States",-70.4939317,41.7589615,"sandwich, ma, usa"
"Manitowac, WI, United States",-87.657584,44.0886059,"manitowoc, wi 54220, usa"
"Rome, NY, United States",-75.4557303,43.2128473,"rome, ny, usa"
"Metuchen, NJ, United States",-74.3632049,40.5431598,"metuchen, nj 08840, usa"
"Intervale, NH, United States",-71.1400712,44.0742357,"intervale, nh 03860, usa"
"Schiller Park, IL, United States",-87.8708965,41.9558637,"schiller park, il, usa"
"McColl, ID, United States",-116.1171311,44.906183,"mccall, id 83638, usa"
"College Corner, OH, United States",-84.8144004,39.5675514,"college corner, oh 45003, usa"
"Stonington, ME, United States",-68.6666926,44.156192,"stonington, me 04681, usa"
"Amelia Island, FL, United States",-81.460856,30.6265697,"amelia island, florida 32034, usa"
"Toms River, NJ, United States",-74.1979458,39.9537358,"toms river, nj, usa"
"Stoy, IL, United States",-87.833085,38.9975424,"stoy, il, usa"
"Neptune, NJ, United States",-74.0386271,40.2091219,"neptune township, nj, usa"
"Kilauea-Maui, HI, United States",-159.4073395,22.2120504,"kilauea, hi 96754, usa"
"Kilauea, Kauai, HI, United States",-159.4073395,22.2120504,"kilauea, hi 96754, usa"
"Selma, AL, United States",-87.0211007,32.4073589,"selma, al, usa"
"Romulus, NY, United States",-76.834038,42.7525461,"romulus, ny 14541, usa"
"Berwyn, IL, United States",-87.7936685,41.8505874,"berwyn, il 60402, usa"
"Edwardsville, PA, United States",-75.9163085,41.2695257,"edwardsville, pa, usa"
"Shaker Heights, OH, United States",-81.5370671,41.4739419,"shaker heights, oh, usa"
"Broadway, VA, United States",-78.7989124,38.6131746,"broadway, va 22815, usa"
"Gatlinburg, TN, United States",-83.5101638,35.714259,"gatlinburg, tn 37738, usa"
"Ottawa, IL, United States",-88.8425769,41.3455892,"ottawa, il 61350, usa"
"Liberty, TN, United States",-85.9677659,36.0067276,"liberty, tn 37095, usa"
"Guernewood Park, CA, United States",-123.011551,38.495083,"guernewood park, ca 95446, usa"
"Larkspur, CA, United States",-122.5352539,37.9340915,"larkspur, ca, usa"
"Galena, KS, United States",-94.6396714,37.0758952,"galena, ks 66739, usa"
"Plymouth, MA, United States",-70.6672621,41.9584457,"plymouth, ma, usa"
"Grand haven, MI, United States",-86.2283864,43.0630734,"grand haven, mi, usa"
"Barberton, OH, United States",-81.6051221,41.012833,"barberton, oh 44203, usa"
"Merrillville, IN, United States",-87.3328139,41.4828144,"merrillville, in, usa"
"Copper Hill, VA, United States",-80.1342066,37.0818022,"copper hill, va 24079, usa"
"Kingston, NY, United States",-73.9973608,41.9270367,"kingston, ny 12401, usa"
"Little Neck, NY, United States",-73.7433727,40.7640151,"douglaston, queens, ny, usa"
"Dillon, SC, United States",-79.3711579,34.4165505,"dillon, sc 29536, usa"
"Tukwila, WA, United States",-122.2726248,47.4748399,"tukwila, wa, usa"
"Haslett, MI, United States",-84.4010848,42.7469789,"haslett, meridian charter township, mi, usa"
"Bay Ridge, NY, United States",-74.0298767,40.6263732,"bay ridge, brooklyn, ny, usa"
"Monticello, KY, United States",-84.8491126,36.8297937,"monticello, ky 42633, usa"
"Chittenango, NY, United States",-75.86658,43.0450671,"chittenango, ny 13037, usa"
"Springfield, VA, United States",-77.1872036,38.7892801,"springfield, va, usa"
"Tysons Corner, VA, United States",-77.2310925,38.9187222,"tysons, va, usa"
"Glenford, OH, United States",-82.317094,39.8881223,"glenford, oh 43739, usa"
"Dickenson, ND, United States",-102.7896242,46.8791756,"dickinson, nd 58601, usa"
"Livingston, TX, United States",-94.9330202,30.7110216,"livingston, tx 77351, usa"
"Wyandotte, MI, United States",-83.1499239,42.2142064,"wyandotte, mi, usa"
"Olean, NY, United States",-78.429927,42.083639,"olean, ny 14760, usa"
"Highland, CA, United States",-117.2015791,34.1211873,"highland, ca, usa"
"Carle Place, NY, United States",-73.6104058,40.7526008,"carle place, ny, usa"
"Decanso, CA, United States",-116.6158525,32.8528287,"descanso, ca 91916, usa"
"Descanso, CA, United States",-116.6158525,32.8528287,"descanso, ca 91916, usa"
"Glen Oaks, NY, United States",-73.7118223,40.7471504,"glen oaks, queens, ny 11004, usa"
"El Dorado, AK, United States",-92.6655716,33.207471,"el dorado, ar 71730, usa"
"Pownal, VT, United States",-73.2269461,42.792313,"pownal, vt, usa"
"San Carlos, CA, United States",-122.2605222,37.5071591,"san carlos, ca, usa"
"Leroy, IN, United States",-87.2721167,41.3614372,"leroy, in 46307, usa"
"Fayatteville, AR, United States",-94.1605839,36.0626579,"fayetteville, ar, usa"
"Brooke, VA, United States",-77.3820879,38.3874004,"brooke, va 22554, usa"
"Rockbridge, OH, United States",-82.5222594,39.5798084,"rockbridge, oh 43149, usa"
"Selingsgrove, PA, United States",-76.8621935,40.7989735,"selinsgrove, pa 17870, usa"
"Martinsville, WV, United States",-80.8575993,39.6445214,"new martinsville, wv 26155, usa"
"Mansfield, MO, United States",-92.5807231,37.1067189,"mansfield, mo 65704, usa"
"Fall River, MA, United States",-71.1550451,41.7014912,"fall river, ma, usa"
"Redlands, CA, United States",-117.1825381,34.0555693,"redlands, ca, usa"
"Norfolk, NE, United States",-97.4168171,42.0327168,"norfolk, ne 68701, usa"
"Plainfield, NH, United States",-72.2600655,43.5489556,"plainfield, nh, usa"
"Wiliston, VT, United States",-73.099194,44.4454432,"williston, vt, usa"
