title,type,address,unclear.address,city,state,description,stars,star.type,mentions.race,mentions.disability,notes
Karla's,Bar/Restuarant,5 West Mechanic St,,New Hope,PA,"Tel. 862 2612. Breakfast lunch/dinner. Cocktails. Daily
9.30am. Tea Dance Tuesdays 4pm. Late Nite Breakfast Fri/Sat 1-4am. 'After the bars close,
many people go there for breakfast.' Your host: Rolf 'Yetta'.",MGM**,"Bars, Clubs, Coffeehouses",,,
Amelia's ,Bars,7 Bank St ,,Lebanon,NH,Tel 448 2264 Women's club ,****,"Bars, Clubs, Coffeehouses",,,
New Hampshire Lambda of Greater Nashua,Group,10 Piermont St ,,Nashua,NH,Tel 889 1416 ,**,Organizations,,,
Tri Flag Press,Printers,10 Piermont St ,,Nashua,NH,Tel 889 1416 The Idea Printer a woman-owned operated business,,,,,
Crystal Gardens,Bars,1554 Jefferson Avenue South,,Tacoma,WA,Tel. 627-9387. Dance bar open at 5pm.,**,"Bars, Clubs, Coffeehouses",,,
Polar Bear,Bars,11-14 Commerce St,checked,Tacoma,WA,Tel 272 1433,**,"Bars, Clubs, Coffeehouses",,,
Pete's Tavern,Bars,1315 Commerce St,,Tacoma,WA,Tel 827 9209,**,"Bars, Clubs, Coffeehouses",,,
The Voodoo,Bars,326 Central Ave ,,Albany,NY,"No Phone Listed Very nice disco, clientele mixed gays (across the street from the Eightballs)",**?,"Bars, Clubs, Coffeehouses",,,
Gertrudestein Book Collective,Bookstores,262 Central Ave,,Albany,NY,Tel 465 2718 For men and women,,,,,
Capital District Gay Community Center,Centers,332 Hudson Ave ,,Albany,NY,Tel 462 6138 Their publication is 'Alive' mostly gay men but they are really trying to reach out to the lesbian community ,***(**),Organizations,,,PO Box 131 12201
Ribbon Grass Natural Foods Restaurant,Restaurant,33 Central Ave,,Albany,NY,Tel 465 0248 Albany's only vegetarian restaurant women-owned ,*,Restaurants,,,
Kosher Pizza and Felafel,Restaurant,483 Washington Ave,,Albany,NY,Tel 465 5638 'Run by a Chassidic Jewish sect called the Chabad Lubavitch-dykes frequent and sometimes work there,*,Restaurants,,,
Eightballs Lounge,Bars,369 Central Ave,,Albany,NY,"Tel 445 9824 Disco
",MGM**,"Bars, Clubs, Coffeehouses",,,
Boulevard Bookstore,Bookstores,12 Northern Blvd,,Albany,NY,Tel 436 8848 Located between State St and Central Ave at the entrance to Washington Park general bookstore with feminist and gay sections,,,,,
Mama Mott's,Restaurant,143 South New York Ave,,Atlantic City,NJ,Tel 345 8218 Gay waitresses,*,Restaurants,,,
Rendezvous,Bars,1375 New York Ave ,,Atlantic City,NJ,Tel 344 9297 Men's Cruise Bar but OK for gay women ,MGM**,"Bars, Clubs, Coffeehouses",,,
Saratoga,Bars,205 South New York,,Atlantic City,NJ,Tel 344 9878 Big Disco great dancing laser shows good lights gay women and men ,**,"Bars, Clubs, Coffeehouses",checked,,
Lyle's Place,Restaurant,120 South New York Ave,,Atlantic City,NJ,Tel 345 0955 ,*,Restaurants,,,
Davenport Hotel,Hotel/Motel,116 South Carolina Ave,,Atlantic City,NJ,"Tel 348 8248 Near the beach, boardwalk and gay bars",,,,,
Chester Inn ,Hotel/Motel,132 South New York Ave,,Atlantic City,NJ,No Phone Listed Mostly gay men ,,,,,
Top of the Rail/Brass Rail/Studio 6,Bars,12 South Mt Vernon Ave,,Atlantic City,NJ,Tel 345 9835 An all gay super bar,**(**),"Bars, Clubs, Coffeehouses",,,"The Key West Hotel includes three bars: the Pussy Cat Bar, Tree House, Over the Rainbow"
King Street Garden and Gun Club,Bars,14 Mayne,,Charlestown,SC,"Tel. 577 0800. Wildest club.
Dynamite on Saturday night. Between 1000-2000 people come here.' Clientele: black, white,
straight, gay.",*,"Bars, Clubs, Coffeehouses",,,
Adventure Inn,Bars,613 Capital,,Charlestown,WV,Tel. 342 9466.,**,"Bars, Clubs, Coffeehouses",,,
Grande Palace,Bars,617 Brooke St,,Charlestown,WV,Tel. 342 9532,**,"Bars, Clubs, Coffeehouses",,,
Streetcar,Bars,336 King St,,Charlestown,SC,Tel. 722 2181. Better for women in the afternoons. Closed Sun.,MGM**,"Bars, Clubs, Coffeehouses",,,
Les Jardins,Bars,36 North Market St,,Charlestown,SC,"Tel. 723 9362. Private club. Disco. Non-members
must call in advance to be admitted. Clientele includes about 30% gay women. Opens
1 Oam-2am Tuesday thru Sunday",**,"Bars, Clubs, Coffeehouses",,,
Empire Lounge,Bars,1915 East Lee St,,Charlestown,WV,Tel. 342 9162. Disco,**,"Bars, Clubs, Coffeehouses",,,
Double Decker,Bars,181 Walnut St,,Charlestown,WV,Tel. 292 9318,**,"Bars, Clubs, Coffeehouses",,,
Long Branch,Bars,808 Morris St,,Charlestown,WV,Tel. 342 9969.,***,"Bars, Clubs, Coffeehouses",,,
Chics,Bars,21 Ferry Street,,South River,NJ,No Phone Listing was Alley Cat then Night Moves,**?,"Bars, Clubs, Coffeehouses",,,
Baker's Bar,Bars,24 Public Square,checked,Lima,OH,Tel. 227-9498.,**?,"Bars, Clubs, Coffeehouses",,,
The Glines,Theater/Art ,28 Willow St ,,Brooklyn,NY,No Phone Listing,,,,,
Women's Center of Brooklyn College,Centers,2416 James Hall Brooklyn ,,Brooklyn,NY,Tel 780 5777 No small operation. Quite a bit going on. Very well organized. Very helpful. ,****,Organizations,,,
Stonewall,Bars,28-30 North 10th St,,Allentown,PA,"Tel. 432 0706. 'Has two bars and a really great dance floor plus fantastic music. It's mostly gay men but on weekends there are a lot of gay
women. ",**,"Bars, Clubs, Coffeehouses",,,
Candida,Bars,247 N 12th St,,Allentown,PA,Tel. 4343071.,**,"Bars, Clubs, Coffeehouses",,,
Blairs,Bars,30 Marion St      ,,Plattsburgh,NY,"Tel. 561 9071. Pool tables and juke box. Clientele: both gay women
and men, and there are separate nights for each. Recommended.",**(**),"Bars, Clubs, Coffeehouses",,,
Alan Gold's,Bar/Restuarant,35 Patten Parkway,,Chatanooga,TN,"Tel. 756 6868.' Very attractive decor, good disco music.
Dress is casual and the clientele is more gay men than women and a few straight couples.'
Recommended. Hours: Weds-Sat 8pm-3am and Sundays 5pm-3am. More recent comment:
'Also serves food on the second floor. Good mixture of gay men and women and it's one of the
nicest bars I've been to anywhere.'",**,"Bars, Clubs, Coffeehouses",,,
Lil's Tavern,Bars,235 Grand Street ,,Paterson,NJ,Tel 684 9294 Beer and cocktails,***,"Bars, Clubs, Coffeehouses",,,
Bea's Inn,Bars,65 Mill St,,Paterson,NJ,Tel 523 9680,***,"Bars, Clubs, Coffeehouses",,,
Market Street Spot,Bookstores,46 Cainci Street ,,Paterson,NJ,Tel 523 4596 General bookstore,,,,,
JT's Pub ,Bars,295 Union Ave ,,Paterson,NJ,Tel 595 98998 Dance Bar mostly gay women at night ,****,"Bars, Clubs, Coffeehouses",,,
Disco Cave,Bars,389 Madison Ave,,Paterson,NJ,"Tel 279 2555 Dancing, drag show, jukebox dancing, DJ tapes
",MGM**,"Bars, Clubs, Coffeehouses",,,
Blythwood,Bars,50 North Jay,,Schenectady,NY,"Tel. 382 9755. Juke box/pool table/pac man, but very few
women.",MGM**,"Bars, Clubs, Coffeehouses",,,
Rah-Rah,Bars,51 S Day St ,,Orange,NJ,Tel 676 1399 Not a safe neighborhood,MGM**,"Bars, Clubs, Coffeehouses",,,
O'Henrys,Bar/Restuarant,59 Haywood Street,,Asheville,NC,"Tel. 254-1891. Restaurant/bar combined. Games room
downstairs. Open 7 days a week 11 am-1 am. No cover charge. Clientele 50% women.",,,,,
Paralelle ,Bars,75 North Rt 9W,checked,Nyack,NY,"Tel. 268 9800. Very friendly place. Pool
tables. Woman owned and operated. Open 7pm-late/closed Mon and Thurs. Recommended.
",****,"Bars, Clubs, Coffeehouses",,,
Club Continental ,Bars,76 W Central St,,Manchester,NH,Tel 623 8313 The most popular gay bar in Manchester,**,"Bars, Clubs, Coffeehouses",,,
Press Club Daily Planet,Bars,Amherst St ,checked,Manchester,NH,No Phone Listed Mostly Women,***,"Bars, Clubs, Coffeehouses",,,
Front Runner ,Bars,Pine St,checked,Manchester,NH,No Phone Listed,MGM**,"Bars, Clubs, Coffeehouses",,,
Vegas Club,Bars,Hanover St,checked,Manchester,NH,No Phone Listed,**,"Bars, Clubs, Coffeehouses",,,
Club Merrimac,Bars,201 Merrimac St,,Manchester,NH,Tel 623 9362,***,"Bars, Clubs, Coffeehouses",,,
The Marc,Bar/Restuarant,76 Walnut St,,Johnstown,PA,Tel. 539 7214. 50/50 gay women/gay men.,**,"Bars, Clubs, Coffeehouses",,,
The Brown Derby,Bar/Restuarant,96 Main Street,,Poughkeepsie,NY,"Tel. 452 9165. Disco bar with restaurant. Food
served till 2am most evenings. Sizeable disco bar. At the moment the clientele is mostly
lesbians, but might become more integrated as far as the sexes go. Highly recommended. ",***,"Bars, Clubs, Coffeehouses",,,
Caruselle (The Nevada) ,Bars,Route 9 W ,checked,Poughkeepsie,NY,"Tel. 384 6893. New ownership, March
1983, but still all gay and often mostly women. Recommended. ",***,"Bars, Clubs, Coffeehouses",,,
The Broadway,Bars,4840 Piedmont Rd,,Huntington,WV,,****,"Bars, Clubs, Coffeehouses",,,
South Seas,Bars,105 4th Ave,,Huntington,WV,"Tel. 6969318. Disco with games and women's pool nights.
A private club willing to admit non-members who have valid ID and a copy of GAIA'S GUIDE.
Open 5pm-3.30am, Saturday 2.30am. Very, very highly recommended.",**(**),"Bars, Clubs, Coffeehouses",,,
Driftwood Lounge,Bars,11217thAve,,Huntington,WV,Tel 696 9411,MGM**,"Bars, Clubs, Coffeehouses",,,
Golden Arrow,Bars,134 East Pittsburgh St,,Greensburg,PA,Tel. 834 9757. Quiet bar older group.,MGM**,"Bars, Clubs, Coffeehouses",,,
Safari Lounge,Bars,108 West Pittsburgh St,,Greensburg,PA,Tel. 837 9948. Dance bar. Clientele: 30% gay women.,**,"Bars, Clubs, Coffeehouses",,,
Key West Hotel ,Hotel/Motel,109 2nd Ave ,,Asbury Park ,NJ,Tel 988 7979 Hotel right on the ocean owned by three women ,,,,,
Odyssey Club,Bars,427 Cookman Ave ,,Asbury Park ,NJ,Tel 775 9849,MGM**,"Bars, Clubs, Coffeehouses",,,
M&K Club,Bars,611 Hech Street,,Asbury Park ,NJ,Tel 775 9694 Almost all gay all the time now ,**,"Bars, Clubs, Coffeehouses",,,
The Owl N Pussy Cat Bar,Bars,109 2nd Ave ,,Asbury Park ,NJ,"Tel 988 7979 At the key west hotel, now located in all gay super complex",****,"Bars, Clubs, Coffeehouses",,,
Blue Note,Bars,707 Bangs Ave ,,Asbury Park ,NJ,Tel 775 9510 Older crowd,**,"Bars, Clubs, Coffeehouses",,,
Archies,Bars,312 Cookman Ave ,,Asbury Park ,NJ,Tel 775 9741 Beer garden neighborhood gay bar atmosphere,MGM**,"Bars, Clubs, Coffeehouses",,,
Mischief Mime CO,Theater/Art ,306 East State St ,,Ithaca,NY,"Tel 273 2171 Original Feminist Theater presents witty, intelligent, enjoyable theater by women for everyone. ",,,,,PO Box 725 14850
Smedley's Bookshop,Bookstores,119 East Buffalo St ,,Ithaca,NY,Tel 273 2325 Women operated they sell Gaia's guide ,,,,,
Ithaca Women's Resource Center,Centers,112 The Commons ,,Ithaca,NY,Tel 272 6922 Primarily made of women between the ages of 17-35 Support groups for lesbians and social activities and spirituality ,****(*),Organizations,,,Above the Iron Shop
The Common Ground,Bars,134 West State St ,,Ithaca,NY,Tel 273 1505 Membership club but guest memership is available,**,"Bars, Clubs, Coffeehouses",,,
Town House Lounge No 1,Bars,114 Railraod St ,,Hattiesburg,MS,Tel 545 2023 ,**,"Bars, Clubs, Coffeehouses",,,
Sunset Boulevard,Bars,1430 North Main,,San Antonio,TX,Tel. 225 6654. Open 3pm daily.,**,"Bars, Clubs, Coffeehouses",,,
Faces,Bars,119 El Mio,,San Antonio,TX,"Tel. 341 4302. 'We have disco with computerized light show and
the most beautiful bar you've ever seen.' Special shows featuring great women entertainers.
Also lots of games. Open 4pm-2am daily. A terrific women's bar. 'FACES is a people's bar
where the customer is always number one, and variety is the spice of life.' Just say that GAIA
sent you.",****,"Bars, Clubs, Coffeehouses",,,
Our Place,Bars,115 General Kruger,,San Antonio,TX,Tel. (512) 340-1758.,****,"Bars, Clubs, Coffeehouses",,,
L.J.'s Restaurant,Bars,3503 West A,,San Antonio,TX,Tel. (512) 341-9359.,****,"Bars, Clubs, Coffeehouses",,,
Scaramouche,Bars,5210 Renwick Drive,,Toledo,OH,"Tel. 537-0795. At Reynolds near Hill Ave. Disco- mostly gay women on weekends. A very nice place. Recommended as your best
bet in Toledo.",***,"Bars, Clubs, Coffeehouses",,,
Dignity at St Francis Church,Religious Groups,501 Cherry Street ,,Toledo,OH,Tel. 865-8267. Gay catholics/women's group. The pastor is a lesbian.,,,,,
The Open Closet,Bars,3330 Secor Road,,Toledo,OH,"Tel. 537-6697. Disco and lounge bar. DJ Thurs/Fri/Sat/
Sun. Clientele: 75% gay men, 25% gay women at least. Happy hour: 5pm-8pm. Thurs: Happy
Hour all night. Other drink specials too. Opening hours: 2.30pm-1.00am. Fri, Sat open till 4am.
Recommended.",MGM**,"Bars, Clubs, Coffeehouses",,,
Fantasy Bookstore,Bookstores,117 North Erie,,Toledo,OH,"Tel. 248-9204. Open 11am-12 midnight; Sundays
and holidays 12 noon-12 midnight.",,,,,
Caesar's ,Show Bar,133 North Erie,,Toledo,OH,"Tel. 241-5140. More gay during the week, the weekend shows,
which are excellent, attract straight crowds too. Disco dance bar and show bar. The shows are
Fri, Sat, and Sun at 9pm, 11pm and 1am. Recommended. $2.00covercharge.",**,"Bars, Clubs, Coffeehouses",,,
Scenic Bar,Bars,702 Monroe,,Toledo,OH,"Tel. 248-9717. New dance floor, juke box, pool tables. Clientele
varies. sometimes as much as 75% gay women, but sometimes less. Hours 1 pm-2.30am,
seven days a week. Recommended.",***,"Bars, Clubs, Coffeehouses",,,
Casa Lido,Bar/Restuarant,120 South Warren St ,,Trenton,NJ,Tel 394 8158 Dance bar ,MGM**,"Bars, Clubs, Coffeehouses",,,
Rainbow Club,Bars,677 South Broad St ,,Trenton,NJ,Tel 393 3430 Bad neighborhood straight owned,***,"Bars, Clubs, Coffeehouses",,,
Trixie's,Bars,121 South Washington,,Green Bay,WI,"Tel. 435 4064 Open 3pm-1am/2am. May move in June
1983.",***,"Bars, Clubs, Coffeehouses",,,
David's ,Bars,160 North 4th Street,,Steubenville,OH,"Tel. 283-9274. Disco/show-bar. Happy hour specials. 'The
friendly bar of the 80s'. Open Tues/Weds/Thur/Sun 7pm-2.30am. Fri 11.30am-2.30am and
Sat 7pm-2.30am. Be sure and say hi from GAIA.",**,,,,
Mine Hill Tavern,Bars,181 Randolph Avenue ,,Dover,NJ,Tel 328 9611 Very isolated place,***,"Bars, Clubs, Coffeehouses",,,
Southern Vermont Women's Health Center,,187 N Main St ,,Rutland,VT,Tel. 775 1946,,,,,
Stone Castle,Bars,200 N Pleasantburg Drive,,Greenville,SC,"Tel. 235 9949. This bar has a large disco dance
floor, main bar and tables and chairs next to the fireplace and TV lounge, pool tables and video
games. Very cosy private club. Out of towners must show out of state ID. Food is served.
Open Bpm-2am 7 days a week.",**,"Bars, Clubs, Coffeehouses",,,
Kon Tiki Club,Bars,214 23rd St,,Galveston,TX,"Tel. 763 9031. Disco, DJ bar, plus pool tables, video games.
Quiet piano bar upstairs. Clientele: all gay and 50% women. Open 4.30pm-2.00am seven
days a week.",**,"Bars, Clubs, Coffeehouses",,,
Roberts La Fitte,Bars,213 Kempner,,Galveston,TX,"Tel. 765 6896 Open 10am-2am Mon-Sat, Noon-2am
Sundays. Shows every Sunday at 8.30pm.",**,"Bars, Clubs, Coffeehouses",,,
Mary II,Bars,2502 Q St ,,Galveston,TX,"Tel. 763 9435 relaxed bar, right on the beach. Winter, local gay people,
summer, lots of tourists. Jukebox, electronic games, pool table, 100 yards from Gulf Stream.
",**,"Bars, Clubs, Coffeehouses",,,
B Street Restaurant and Deli,Restaurant,215 First Street Langley,,Whidbey Island,WA,"Tel. 321-1391. Good
food plus coffee/tea/expresso/desserts. Live entertainment and local art on display. 'I have
been in business here for 5 years. I am a gay man and make quite sure that ALL are welcome
and comfortable here.' Be sure and say hi from GAIA. Real nice people .",*,Restaurants,,,
Le Bistro In Exil ,Bars,225 Harrison Ave ,,Biloxi ,MS,Tel 388 9662 Pool table and video games,***,"Bars, Clubs, Coffeehouses",,,
Numbers Cruise Bar and Game Room,Bars,2918 Pass Road,,Biloxi ,MS,Tel 374 9874 Beer Bar,MGM**,"Bars, Clubs, Coffeehouses",,,
Players,Bars,430 E 8th Ave,,Pittsburgh,PA,Tel. 461 9231.,*****,"Bars, Clubs, Coffeehouses",,,
Shawn's,Bars,1209 5th Ave,,Pittsburgh,PA,"Tel. 566 9194. A real old timer, but caution: this
bar Is located in the worst part of Pittsburgh.",***,"Bars, Clubs, Coffeehouses",,,
The Inner Circle,Restaurant,1241 Penn Ave ,,Pittsburgh,PA,"Tel. 3911593.
Very small but good food and a small bar. Clientele all gay women and men. Across the street
from BUYERS' MART. Highly recommended. Pittsburgh's No 1 gay restaurant.",**,Restaurants,,,
Pegasus,Bars,818 Liberty Ave Downtown,,Pittsburgh,PA,No Phone Listing. Cocktail hour 4pm-8pm. Disco 9pm-2am. Mon-Sat 4pm-2am. Closed Sundays. Cover charge. Drag shows.,MGM**,"Bars, Clubs, Coffeehouses",,,
Gay Community Center,Centers,231 Oakland Ave,,Pittsburgh,PA,Tel. 661 4129 Hotline,***,Organizations,,,
Out Publishing Company,,500 South Aiken Avenue,,Pittsburgh,PA,"Tel. 621 6577.
Monthly gay news magazine.",,,,,
Oakland Women's Center,Centers,3802 Forbes Ave Oakland,,Pittsburgh,PA,"Tel. 624 5956. political and
social activities plus counseling and referrals",****(*),Organizations,,,
Travelers,Bars,6525 Hamilton Ave,,Pittsburgh,PA,"Tel. 361 9620. Clientele gay women and men, took over from the old TILDEN.",**,"Bars, Clubs, Coffeehouses",,,
Metropolitan Community Church,,4401 Fifth Ave,,Pittsburgh,PA,Tel. 681 0765. Sundays services 7:30pm.,,,,,PO Box 8106815217
Epic Book Shop,Bookstores,232 Xenia Ave,,Yellow Springs,OH,"Tel. 767-7997. New and used women's section. The
only source of feminist books in this area. Open 1 Oam-6pm Mon-Sat, 12 noon-6pm Sun.",,,,,
The Copa,Bars,304 Orleans,,Beaumont,TX, Tel. 832 4206.,**,"Bars, Clubs, Coffeehouses",,,
Maggie's Disco,Show Bar,1005 N Fillmore St,,Amarillo,TX,Tel. 372 5081. Show bar and disco with community benefit nights and games,**,"Bars, Clubs, Coffeehouses",,,PO Box 2523 79105
Take Five II,Bars,323 West 10th St,,Amarillo,TX,"Tel. 372 9240. Two pool tables. Wednesday night is the
'Women's pool tournament. Gay women, gay men 50-50. Recommended.",**(**),"Bars, Clubs, Coffeehouses",,,
Roanoke Valley Trouble Center Inc,Centers,360 Washington Ave,,Roanoke,VI,"Tel. 563 0311.
Switchboard, counseling and referrals. A social service center for gay women/men and
others. Includes Trust House, which is an overnight place.",,,,,
Sister Spirit ,Bookstores,411 24th St ,,Billings,MT,Tel 652-4325 Feminist Bookstore,,,,,
The Congress Restaurant,Bar/Restuarant,411 Main Mall East,,Oswego,NY,"Tel. 486 9068. Open everyday until 4am.
'Fine food and beverages/dancing. Same ownership since 1949",**,Restaurants,,,
Oswego Women's Center,Centers,Hewitt Union Building,checked,Oswego,NY,Tel. 341 4235,*,Organizations,,,
Backwoods West,Bars,520 South Cannon St Pool table.,,Spokane,WA,No Phone Listing.,MGM**,"Bars, Clubs, Coffeehouses",,,
Mr. Z's ,Bar/Restuarant,415 W Sprague Avenue,,Spokane,WA,"No Phone Listing. Cocktail bar and restaurant. Juke box/piano bar. Patio opens
up in April. Avery friendly place. Clientele: at least 50% gay women.",**,"Bars, Clubs, Coffeehouses",checked,,
First Emperor's Disco,Bars,425 West First Avenue,,Spokane,WA,"Tel. 747-9270. Disco and
show-bar, community benefits, women's entertainment nights, games and snacks. More
men than women during the week but weekends more women. Open 12 noon-2am daily and
very highly recommended.",**,"Bars, Clubs, Coffeehouses",,,
