Name of Site/Org,Site Type,Address,Unclear Address?,City,State,Description (copy & paste),Stars,Star Type,Mentions Race?,Mentions Disability?,Notes to review (if any)
The Well of Happiness,Feminist Bookstore,13121 Gulf Blvd,,Madeira Beach,FL,"33708 Tel. 393-3375. Fiction/non-fiction/records/T-shirts/jewelry/stationary/cards/peer counselling/bulletin board and 'SALON' at the Bookstore- pot-luck suppers, speakers, etc. Hours: 4-9pm Sunday to Friday. 12 noon to 9pm Saturday.",,,,,
Club Madeira,Bars,13143 Golf Blvd,,St Petersburg,FL,"(Madeira Beach)Tel. 393-9013 or 894-5665. 'Right on the water and caters primarily to lesbians. They serve beer and wine from 2pm to 2am seven days a week and caters primarily to lesbians. They serve beer and wine from 2pm to 2am seven days a week and frequently have live entertainment. '(By the way, the drinking age in Florida is 19).",****,"Bars, Clubs, Coffeehouses",,,
Club Madeira,Bars,13143 Gulf Blvd,,Madeira Beach,FL,"(was the OTHER END LOUNGE, INC): 13143 Gulf Boulevard; 33708. Tel. 392-8124. A beach bar right across from the beach on the Gulf of Mexico. The clientele is mostly women and very friendly- there's lots to do here and many new faces to meet- the only bar of its kind in the area. Dancing, snacks, pool, and other games, community benefit nights, special women's entertainment nights. Dockside lounge and (projected) sun deck. Beer and wine. Open during the day Monday thru Saturday 10am-2am. Sunday 1pm-2-am. Very highly recommended.
",,,,,
TJ's Upper Deck ,Restaurant,13591/2 Main St,,Fort Lauderdale,FL,"Tel. 366-4556. Light Meals- emphasis on restaurant Small dance bar and quiet bar. Clientele: Gay men, some straights and very few gay women. Closed Sundays. Gay evenings only. ",,,,,
Oxwood Inn,Bars,13713 Oxnard at Woodman,checked,Van Nuys,CA,(Van Nuys) 997-9666. Entrance in the rear (private parking).,****,"Bars, Clubs, Coffeehouses",,,
Bread & Roses,Feminist Bookstore,13812 Ventura Blvd.,,Sherman Oaks,CA,"91423. Tel. 986-5376. Bread and Roses carries materials of interest to women of all social, racial, ethnic and economic backgrounds. Hours Monday-Friday 10 to 6. Saturday-10 to 5.",,,,,
Highlands Resort,Hotels/Motels/Guest Houses/ETC,14000 Woodland Dr,,Guerneville,CA,"Tel. 869-0333. Hot-tub/lounge area/rustic cabins/inn-like atmosphere, beautiful swimming pool.",,,,,
River Village,Bars/Restaurants,14880 River Road,,Guerneville,CA,Tel. 869-9066. Gay& straight,,,,,
The Deck,Bars,14901 E Jefferson Ave,,Detroit,MI,"Pleasant, congenial neighborhood-type bar. Open 12 noon. ",**(MGM),"Bars, Clubs, Coffeehouses",,,
The Willows,Hotels/Motels/Guest Houses/ETC,15905 River Road,,Guerneville,CA,Tel.869-~279. The main house over looks the river and the lawn goes right down to the river. Canoeing/kitchen privileges. Very friendly & highly recommended.,,,,,
Rainbow Cattle Company,Bars,16220 Main St,,Guerneville,CA,Tel. 869-0206.,**(MGM),"Bars, Clubs, Coffeehouses",,,
Drums,Hotels/Motels/Guest Houses/ETC,16590 River Road,,Guerneville,CA,Tel. 869-0656. Swimming pool/bar/dancing. Clientele: gay women and men. Recommended.,,,,,
The Drum,Bars,16590 River Road ,,Guerneville,CA,Tel. 869-0656. Big disco in DRUMS RESORT. Shared with FIFE'S and open to the public. Clientele: gay & straight.,*,"Bars, Clubs, Coffeehouses",,,
Gigi's ,Bars,16920 W Warren,,Detroit,MI,"Tel. 584 6525. 3 blocks east of Southfield and there is a disco. Upper deck for men, lower deck for women. Upper deck open from 2pm-2am. Bar for women opens at 8pm on Monday, Friday and Saturday. Friday night is the 'Gay Go-Go Gi~s·",**(**),"Bars, Clubs, Coffeehouses",,,
Tiffany's ,Bars,17346 Woodward Ave,,Detroit,MI,Mailing address PO Box 48303 17346 Woodward Ave (nr 6 Mile) Tel 956 8326. 2pm-2:30am.,**,"Bars, Clubs, Coffeehouses",,,
Metropolitan Community Synagogue (ETZ Chaim),Religious Groups,19094 W Dixie Highway,,Miami,FL,(Miami) 33180 Tel. 931-9318 and 756-6600. For Gay/Jewish women: Shabbat: 8.30pm (sharp) each Friday evening with a social hour to follow. The 8th lnternat10nalConference of Gay and Lesbian Jews will be held August 4-7 1983 in Miami. Contact the synagogue for conference material.,,,,,
Amigas,Bars,19326 Conant,,Detroit,MI,"Tel. 891 9795. Disco. Woman DJ on weekends. Open 7pm-2am (located three blocks North of 7 Mile Drive). 'Older crowd, role playing and the neighborhood is BAD.'",****,"Bars, Clubs, Coffeehouses",,,
Chosen Books,Bookstores,19400 Alcoy,,Detroit,MI,48203. Alternative bookstore with gay and lesbian titles. They sell GAIA'S GUIDE.,,,,,
The Savoy,Bars,20469 Silverado,,San Jose,CA,(Cupertino)Tel. 446-0948. Video games/live entertainment nights. Open 7 days a week 2pm-2am. Sunday brunch.,***,"Bars, Clubs, Coffeehouses",,,
Driftwood Lounge,Bars,22170 Mission Blvd,,Hayward,CA,Tel. 581-2050.Disco/light sh<Ml/mist machine/pool table/video games. Open everyday2pm-2am.,****,"Bars, Clubs, Coffeehouses",,,
The Turf Club,Bars,22517 Mission Blvd,,Hayward,CA,Tel.881-9877. Lately it's more women than men. Pool table/hard liquor bar/pin-ball/disco.Open7days 10am-2am.,***,"Bars, Clubs, Coffeehouses",,,
Big Mama's,Bars,22615 Mission Blvd,,Hayward,CA,Tel.881-9310. Hard liquor bar/disco/pool table/video games.Open7 days a week 10am-2am,**(MGM),"Bars, Clubs, Coffeehouses",,,
Stagedoor,Bars,26790 E 5th Ave,,San Bernardino,CA,"(Highland)Tel. 862-9884. Small, intimate cocktail bar. Pool table, no dancing. Open 4pm-2am.",**(MGM),"Bars, Clubs, Coffeehouses",,,
Gateway Village Restaurant,Restaurant,40251 Highway 41,,Oakhurst,CA,93644 Tel.683-8222. Specializing in Italian and American food. Beer and wine. Owned by 4 women to whom you should say 'hi' fromGAIA.,,,,,
Mucky's,Bars,60001 Washington Blvd.,,Culver City,CA,(Culver City),**,"Bars, Clubs, Coffeehouses",,,
Gay Community Center,Center,2410243 W Chase St,,Baltimore,MD,"PO Box74 21203. Center Tel. 837 5445. Counseling Tel.5238592. Switchboard Tel.8378888. Clinic Tel.8372050. Clinic, counseling service, switchboard, gay paper, bookstore, library, game room, lounge, multi- purpose room. coffeehouse, gallery and meeting rooms.",***(**),Organizations,checked,,
Society For Senior Gay and Lesbian Citizens (SSGLC),Center,Angeles Plaza 255 S Hill Street Room410,checked,Los Angeles,CA,"(Downtown Los Angeles) Tel.621-3180 or 708-1978.Referral and information center. Luncheons, dinners, lectures, courses on self-defense and economic survival, card parties, field trips, rap groups one very thing from religion to what it's like to be a homosexual at 75'.24 hour hotline. Housing, nursing care, recreational facilities.",***(**),Organizations,,,
Bookland of Bath,Bookstores,Bath Shopping Center,checked,Bar Harbor,ME,04530 Tel. 442-7447. They no longer have specific sections for women's titles because they're crowded but do carry quite a few anyway. Hours Mon-Sat 9:30-6pm. ,,,,,
Feminist Tarot Reading/Flash Silvermoon,Occult/Astrology,Box 1H Rt 2 Melrose,checked,Gainesville,FL,"32666 Tel. 475-2432. Flash Silvermoon is an experienced and ethical psychic. General readings and specific questions on all matters. In person, also mail or phone, Send $15.00 money order for tarot reading, $30.00 for astrological chart and birthdate/time/place. Discretion is assured as well as accuracy. ",,,,,
Gay Professional Women's Association,Professional Association,Box 308,checked,Boston,MA,"Boston U Station 02215. A large organization of lesbians in the professions. They meet regularly (meetings half lecture/presentation, half social) and have brenches on Worchester and Lexington. ",**,Organizations,,,
National Organization of Women,Organization,Box 622,checked,Little Rock,AR,Tel. 227-0003. Strong lesbian participation.,,Organizations,,,
Dignity ,Religious Groups,Box 161765,checked,Sacramento,CA,Tel. 448-3777. See MOM .. GUESS WHAT' for current details. Gay women and men/Catholics.,,,,,
Finocchio's,Showbar,Broadway,checked,San Francisco,CA,"Broadway. '4 shows a night, they're all different and they're all good. Audiences invited to stay for as many shows as they wish without paying any further admission charge. An extremely entertaining and friendly place. The cover charge was $5.00.'",*,"Bars, Clubs, Coffeehouses",,,
Lobster Pot,Restaurant,Commercial St,checked,Provincetown,MA,One block from the wharf and seems like the same menu as the old CLAMBAKE. It is fabulous! Clientele:mixed. Bar staff: gay and lesbian.,*,Restaurants,,,
Part II,Bars,Damascus Rd,checked,Augusta,GA,"OpenedMarch,1983- more details, please. ",***,"Bars, Clubs, Coffeehouses",,,
Everywoman's Center,Women's Center,Fowler St,checked,Tampa,FL,Tel. 974-2654. At the University of Southern Florida Referral service.,****,Organizations,,,
Alex's Hole In The Wall,Restaurant,Front St,checked,Maui Island,HI,La Haina Tel. 661-3199. All gay waiters/gay owned and excellent Italian food.,*,Restaurants,,,
David's ,Gay Boutique,Front St,checked,Maui Island,HI,"Paraphenaha/gay cards, gay owned.",,,,,
Heliotrope Village,Bars/Restaurants,Heliotrope Dr Melrose Ave,checked,Silverlake,CA,(Silverlake).Disco-show-bar- restaurant.,***(MGM),"Bars, Clubs, Coffeehouses",,,
Alternative Press Center,Feminist Bookstore,Kirk and Gorsech Ave,checked,Baltimore,MD,"Kirk and Gorsech Aves Tel. 243-2471. Largely lesbian bookstore/library/events center, info center. ",,,,,
Women's Center,Women's Center,M E Woolley Student Center Mt Holyoke College,checked,South Hadley,MA,Tel. 538 2178. Lesbian Alliance meets there. ,****(*),Organizations,,,
"Wilde Stein Club, Senior Skull Room",Group,"Memorial Union, University of Maine",checked,Ogunquit,ME,04470 Tel. 581 1288. A non-profit group supporting the local gay community as well as the student community. ,*,Organizations,,,
The Weekly News (TWN),Publication,NE 79th St,checked,Miami,FL,(Suite 20) Miami Tel. 757-6333. Available in bars and bookstores or $20.00 annual subscription. ,,,,,
Fire House,Bars,North Shore Shopping Center,checked,Tampa,FL,"Tel. ? More gay men than women, but never any hassle. ",**(MGM),"Bars, Clubs, Coffeehouses",,,
Metropolitan Community Church of the Ozarks,Religious Groups,P.O. Box 92,checked,Fayetteville,AR,Meetings at: the Church at Kenway & Plainview Tel. ~278 & 443-3717. Sunday services at 11am & 7.30pm. Also coffeehouse for gay women & men and other activities during the week.,,,,,
Olive's Oil's,Bars,Pier 50-China Basin,checked,San Francisco,CA,"Tel. 495-3099. Small and intimate, located right on San Francisco Bay. Community minded. The bar of your dreams. New in 1982.",****,"Bars, Clubs, Coffeehouses",,,
National Organization of Women/SJ,NOW,PO Box 2G,checked,San Jose,CA,"95109, Tel. 297-4NOW, 297-4660. Answering service.",,,,,
Renegade Restaurant and Lounge,Gay Complex/Resort,PO Box 11,checked,Reheboth Beach,DE,"Highway One at Reheboth Avenue. Route 1 Box 11, 19971.Tel.227-4713. Brunch daily, Sunday tea dances, Raw bar and Tropical drinks on the patio. Guest houses, swimming pool, show-bar and restaurant. Community benefits, games. Bar open 11am-2am weekdays, 11am-4pm weekends. The clientele is mostly gay men but We're OK for women too.' Say that GAIA sent you. Recent comment: 'they now have a sauna and the bar is unusually nice. The guest accommodation is motel style. Gay men and women mixing very, very well together.'",,,,,
Wicca Mountain,Retreat,PO Box 13,checked,Willits,CA,95490. Location address: 3540 Ridgewood Road Tel. 459-5776. A special retreat for womyn only. Swimming pond and camping space ($3.00 per night). They also have a summer camp for young womyn 7-13 years of age (June/July). All reports are good ones.,,,,,
Sea Gnomes Home ,Rooming House,PO Box 33 Church St,checked,Stonington,ME,"04681 Tel. 367 5076. A rooming house for womyn by the sea. Just rooms; no meals, projects, entertainment. It's a funky, partially restored victorian house offering semi-private rooms with double beds. two room suites are also available. The Rose Room, a parlour which looks out on the harbor and island is shared by all the guests. Peaceful and relaxing, SEA GNOMES HOME is very highly recommended by many GAIA readers. Say that GAIA sent you. Closed by the end of September. ",,,,,
Women's Pages,Publication,PO Box 38,checked,Scottsdale,AZ,"Tel. 947-5655. Statewide directory of women's resources, services and businesses. Extremely handy.",,,,,Listed under Statewide
Fife's Resort,Hotels/Motels/Guest Houses/ETC,PO Box 45,checked,Russian River,CA,"write PO Box 45. Location: 16467 River Road Tel. 869-0656. 14_acres located right on the banks of the Russian River. Elegant main lodge with decks overlooking our pool and rustic cabins & campsites. Dining room, games and bar. Your best bet ,n the Russian River area. Excellent reports. Be sure and say hi from GAIA.",,,,,
The Gay Dating Show,Radio Program,PO Box 68,checked,Boston,MA,"Marblehead 01945. A new concept for the gay community- a new way for gay women (and men) to meet each other. You just call in and describe yourself and the type of person you would like to meet. If a listener thinks you sound appealing, they call in and you're away. Other types of advertising too. ",,,,,
The Alliance for Gay Artists,Special Interest Groups,PO Box 69A 18,checked,Los Angeles,CA,"90069, or call them at 851-7722 press release. The Alliance for Gay Artists in the Engertainment industry was formed to encourage the responsible portrayal of homosexuals in the entertainment media. They are a group of men and women who, for the most part, are employed as craftspeople in diverse positions in the industry. They began over two years ago as an actors support group. As other artists joined, their focus expanded from interpersonal support to interaction with the entertainment community.
",*,Organizations,,,
The Gay Paper,Newspaper,PO Box 74,checked,Baltimore,MD,"21203-0074. Gay newspaper, non-sexist, non porn. bar guide for women and men. One year's subscription donation of $15.00 or more. Includes current, correct information about local organizations including religious ones, political ones, black groups, alcoholics anonymous, teachers groups, handicapped groups, reading discussion groups, NOW and theater and made groups. ",,,,,
The Paper,Publication,PO Box 74,checked,Baltimore,MD,21203. $5.00 per monthly. Gay newspaper/events calendar.,,,,,
Baltimore Black Lesbian and Gay Coalition,Special Interest Groups,PO Box 74,checked,Baltimore,MD,21203 Tel. 644 0640 (Bert) or 744 6714 (Shirley),,,,,
Wildwood Ranch,Hotels/Motels/Guest Houses/ETC,PO Box 78,checked,Guerneville,CA,"95446 Tel. 632.5321. A wonderful spot- a mixed retreat for gay women and men - ideal for relaxing. Especially great for couples. Swimming pool, jacuzzi, great hiking. Owner: Nicholas.' Very highly recommended.",,,,,
Integrity,Religious Groups,PO Box 109-25 7985 Santa Monica Blvd,checked,Los Angeles,CA,90046 (mail only) Tel. 762-8354. Gay Episcopalians.,,,,,
Windjammer,Travel Agencies & Clubs,PO Box 120 Miami Beach,checked,Miami,FL,"33139 Tel. 373-2466. 'Barefoot Cruises' For the gay community. Women-only tours to the Caribbean, etc.",,,,,
The Susan B Anthony Club,Women's Club,PO Box 125,checked,Belfast,ME,"c/o MLF PO Box 125 04915. 'A club for women identified women-created with the intention of getting social, cultural and educational events happening in Maine for women. 'Write for MLF for complete directions. (It's located in Downtown Belfast on Main St). Newsletter- Schedule of Happenings. ",,,,,
Maine Lesbian Feminists,Group,PO Box 125,checked,Belfast,ME,04915. Three divisions: North/Coast/South/Extremely active political and support group. ,**,Organizations,,,
Webwork,Personal Contact Club,PO Box 131 ,checked,Calais,ME,"04619. A correspondence contact club for Maine, new England and the Maritimes- to help lesbians and bi-sexual women to find each other now easily. Write for full details. ",,,,,
The Other Side,Social Group,PO Box 132 ,checked,San Rafael,CA,"94915. Strictly social group for gay women only_.Potlucks, dances, dinners, swimming parties, cookouts, hikes, card and game nights, bar nights and anything else you want. It's a real old-timer and one of the very best of its kind anywhere in the world. Monthly newsletter. Membership: $14.00 per year. Also couple memberships and newsletter subscription.",**,Organizations,,,
Northern Colorado LAMBDA,Group,PO Box 338,checked,Greeley,CO,80631 Tel 346-4216.,*,Organizations,,,
Fox Valley Gay Women's Association,Group,PO Box 393,checked,Elgin,IL,60120. Tel 931 1110 (Monday-Thursday 7pm-10pm). Lesbians in Elgin meet and enjoy each other's company.,**,Organizations,,,
Stonewall Democratic Club,Special Interest Groups,PO Box 394,checked,Los Angeles,CA,"90039 463-3928. The largest gay democratic club in California. Chapter in San Francisco, too",*,Organizations,,,
The Association of Suburban People (ASP),Group,PO Box 568,checked,Plymouth,MI,Write ASP PO Box 568 48170 Tel. 349 4487. South Eastern Michigan based Gay Group. Contact them as well about the new Parents of Gay Group which is now forming. ,*,Organizations,,,
Ambitious Amazons,Library,PO Box 811,checked,Lansing,MI,East Lansing 48823. ,,,,,
Gay Youth Community Switchboard,Services,PO Box 846,checked,San Francisco,CA,"94101. Tel. 552-6025. Providing referrals: housing, emergency housing, food, clothing, jobs, medical services, mental health services for Lesbians and Gay Youth. Also information about social events, activities and services for Lesbian and Gay Youth. Hours: 10.00am-4.00pm. After hours please leave a message. Request input from other organizations.",,,,,
