title,type,address,unclear.address,city,state,description,stars,star.type, mentions.race,mention.disability,notes,year
Gaze,Publications,PO Box 3038,checked,Memphis,TN,'-Tel. (901 )454-1411,,,,,,1989
Memphis Center for Reproductive Health,Health Center,1462 Poplar,,Memphis,TN,1462 Poplar at McNeiI. 38104. -Tel. 274-3550. Non-profit feminist health clinic offering a full range of gynecological care.,,,,,,1989
Encore - Cards & Gifts,"Books, Cards and Gift Shop",1266 Madison Ave,,Memphis,TN,"(next to J Wags): -Tel. 772-8963. Open noon to 9pm Mon-Sat. Ceramics, posters, calendars, T-shirts, Brass, cards. gift wrap, books. Mail order available on books (largest selection in Mid-South). Lesbian/women's studies literature. women's music.",,,,,,1989
Gaze,Publications,PO Box 3038,checked,Memphis,TN,"PO Box 3038, Memphis; 38103. -Tel. (901)454-1411. $8.00 p.a .. includes
statewide directory for special interest groups/ sports/ A. A .. etc.",,,,,,1989
Lee Valley Farm,Accommodation,PO Box 145,checked,Rogersville,TN,"-Rte. Box, 145; 37857 -Tel. 272-4068",,,,,,1989
Gay Switchboard,Organization and Service,,checked,Memphis,TN,"Tel. 726-4299 (726-GAYY)- 7. 30pm-11 30pm nightly Also
324-4297.
bGAYRAP -Tel. 454-1411",,,,,,1989
Mountain Womyn's Coalition,Organizations,PO Box 18074,checked,Knoxville,TN,PO Box 18074: 37928,,,,,,1989
The Pendulum,Bars,92 North Avalon,,Memphis,TN,(upstairs)-Tel. 725-1530,***,"Bars, Clubs, Coffeehouses",,,,1989
Metropolitan Community Church ,Religious Groups,,checked,Memphis,TN,-Tel. 324-1769,,,,,,1989
Rumours,Bars,5039 Willis,,Dallas,TX,-Tel. 828-4471,****,"Bars, Clubs, Coffeehouses",,,,1989
North Forty,Bars,6316 Denton Drive,,Dallas,TX,-Tel. 350-6327,****,"Bars, Clubs, Coffeehouses",,,,1989
Theatre Gemini,Theater and Music Events,3920 Cedar Springs,,Dallas,TX,75219 -Tel. 521-6331.,,,,,,1989
Lesbian / Gay Political Caucus,Group,PO Box 224424,checked,Dallas,TX,"write-PO Box 224424: 75222 -Tel
828-9882.",*,Organizations,,,,1989
Book Woman,Feminist Bookstore,324 East 6th Street,,Austin,TX,"78701-its of lesbian titles/ women's studies/ music/ T-shirts/posters/ non-sexist children's books, & ticket sales, MAIL ORDER, bulletin board and local information. Say 'hi' from GAIA.",,,,,,1989
The Ranch,Bars,9150 South Main,,Houston,TX,-Tel. 666-3464,****,"Bars, Clubs, Coffeehouses",,,,1989
Organization for Older Gay Men and Women,Organizations and Groups - Including Special Interests,,checked,El Paso,TX,"-Tel. 775-0645 After
5pm-ask for Joe.",,,,,,1989
Blue Goose,Bars,919 East Paisano,,El Paso,TX,,**,"Bars, Clubs, Coffeehouses",,,,1989
Ritz,Bars,323 West 10th St,,Amarillo,TX,-Tel 379-7127,**,"Bars, Clubs, Coffeehouses",,,,1989
Celebration!,Alternative Bookstore,108 West 43rd Street,,Austin,TX,"78751 -Tel. 453-6207. Lesbian titles/women's studies/ music/ T-shirts/ the sell GAIA'S GUIDE & carry many excellent feminist publications. & Sliver and brass jewelry/ amber/ crystals and minerals / beads / herbal Incenses and oils. Crystal balls / music for meditation and more. Say 'hi' from GAIA when visiting these friendly, helpful
people.",,,,,,1989
Austin's Alternative,Bars,5500 South Congress,,Austin,TX,-Tel. 440-0777,***,"Bars, Clubs, Coffeehouses",,,,1989
Our Place,Bars,115 General Kruger,,San Antonio,TX,-Tel. 340-1758,****,"Bars, Clubs, Coffeehouses",,,,1989
Austin Lambda,Organizations and Groups,PO Box 5455,checked,Austin,TX,"write PO Box 5455: 78763-Tel. 458-8050. Activities/ discussion
group-women's events.",*,Organizations,,,,1989
Village Station,Bars,3911 Cedar Springs,,Dallas,TX,-Tel. 949-2398,**,"Bars, Clubs, Coffeehouses",,,,1989
Kindred Spirits,Bars,4902 Richmond,,Houston,TX,-Tel. 623-6135,****,"Bars, Clubs, Coffeehouses",,,,1989
Blue Angel West,Bars,1583 Bandera,,San Antonio,TX,·Tel. 434·5652,****,"Bars, Clubs, Coffeehouses",,,,1989
Bar Hotline,Information Services,,checked,San Antonio,TX,"-Tel. 734-2833, -a tape with local bar info.",,,,,,1989
Chances,Bars,900 Red River,,Austin,TX,-Tel. 472-8273,***,"Bars, Clubs, Coffeehouses",,,,1989
Lambda Al-Anon,Counseling and Health Services --Community Organized,3800 D. Piedras,,El Paso,TX,-Tel. 562-4081.,,,,,,1989
Dallas Gay Alliance Community Center,Lesbian / Gay Community Center,3920 Cedar Springs Road,,Dallas,TX,"75219-mall to: PO Box 190712; 75219 -Tel. 528-4233.
Switchboard service 7 days a week-11am-10pm, & 'Sapphic Singles' Say 'hi'
from GAIA.",***(**),Organizations,,,,1989
Community Bookstore,Lesbian / Gay Bookstore,3930 Cedar Springs Road,,Dallas,TX,"Crossroads Market, 3930 Cedar Springs Road;
75219 -Tel. (800)992-6404. Full range of lesbian titles / women's studies/
music/ T-shirts/ jewelry/ posters/ &ticket sales and MAIL ORDER SERVICE &
bulletin board for local Information. 'Call toll-free to order or for fun /
Information, facts'. Say 'hi' from GAIA-they sell GAIA'S GUIDE-to this
welcome new addition to our scene.",,,,,,1989
Gaypulse,Publications,PO Box 13280,checked,El Paso,TX,PO Box 13280; 79913,,,,,,1989
Little Feather Productions,Theater and Music Events,PO Box 64720,checked,Dallas,TX,PO Box 64720; 75206,,,,,,1989
"Lesbian Information Line - ""LIL""",Information Services,,checked,Dallas,TX,"-Tel. 528-2426. 24 hour/ seven day a week
recording of events and services, meetings and referrals",,,,,,1989
Bacchus,Bars,523 Lovett,,Houston,TX,-Tel. 523-3396,**,"Bars, Clubs, Coffeehouses",,,,1989
Gayline,Information Services,,checked,Dallas,TX,Tel. 368-6283,,,,,,1989
Partners,Bars,1612 Park Place,,Fort Worth,TX,"(at 8th); -Tel. 927-9546. Lesbian entertainment
complex.",****,"Bars, Clubs, Coffeehouses",,,,1989
Lesbian Visionaries,Group, PO Box 710185,checked,Dallas,TX,"write: PO Box 710185: 75371 -Tel. (214)528-2426. Nonprofit
lesbian membership organization",**,Organizations,,,,1989
High Country,Bars,3121 Inwood Road,,Dallas,TX,-Tel 350-2278,****,"Bars, Clubs, Coffeehouses",,,,1989
Our Memories,Bars,2031 Myrtle,,El Paso,TX,-Tel. 533-6969,****,"Bars, Clubs, Coffeehouses",,,,1989
Just Marion and Lynn's,Bars,817 Fairview St,,Houston,TX,-Tel. 528-9110,****,"Bars, Clubs, Coffeehouses",,,,1989
Lesbian Information - San Antonio: 'LISA',Information Services,,checked,San Antonio,TX,'-Tel. 828-LISA (5472),,,,,,1989
Noo Zoo,Bars,10127 Coachlight,,San Antonio,TX,(in San Pedro); -Tel. 341-4778,****,"Bars, Clubs, Coffeehouses",,,,1989
The Circle,Bars,8021 Pinebrook,,San Antonio,TX,-Tel 341-2818,****,"Bars, Clubs, Coffeehouses",,,,1989
Nexus / Petticoat Junction,Bars,401-B East 2nd St,checked,Austin,TX,'-Tel. (512)472-2199,****,"Bars, Clubs, Coffeehouses",,,,1989
Rock 'n' Horse,Bars,2775 Fondren,,Houston,TX,-Tel. 782-6111,***,"Bars, Clubs, Coffeehouses",,,,1989
San Antonio Mining Company,Bars,800 East San Antonio,,El Paso,TX,-Tel. 546-9903,**,"Bars, Clubs, Coffeehouses",,,,1989
Maggie's,Bars,1515 S. Harrison,,Amarillo,TX,-Tel. 372-5081,**,"Bars, Clubs, Coffeehouses",,,,1989
Briar  Patch / Kim's Kitchen,Bars,204 East Rio Grande,,El Paso,TX,-Tel. 546-9100,**,"Bars, Clubs, Coffeehouses",,,,1989
Dimensions,Publications, PO Box 856,checked,Lubbock,TX,"From: Visions Publishing Co. PO Box 856, Lubbock; TX; 79408 • Tel
(806)797-9647. Lesbian entertainment magazine-it's FREE & it's excellent",,,,,,1989
Round-Up Saloon,Bars,3912 Cedar Springs,,Dallas,TX,-Tel. 522-9611.,****,"Bars, Clubs, Coffeehouses",,,,1989
Mary's II,Bars,2502 Q St,,Galveston,TX,-Tel. 763-9435,**,"Bars, Clubs, Coffeehouses",,,,1989
Metropolitan Community Church,Religious Groups,,checked,Amarillo,TX,-Tel. 372-4557,,,,,,1989
Liberty Books,Other Bookstores,1014-B North Lamar Blvd,,Austin,TX,"78703 -Tel. 495-9737. Huge selection of lesbian books and women's studies, etc.",,,,,,1989
The Copa,Bars,304 Orleans,,Beaumont,TX,-Tel. 832·4206,**,"Bars, Clubs, Coffeehouses",,,,1989
Helpline,Information Services,,checked,Corpus Christi,TX,·Tel. 882·8255,,,,,,1989
Old Plantation,Bars,219 South Ochoa,,El Paso,TX,-Tel. 533-6055,**,"Bars, Clubs, Coffeehouses",,,,1989
Lyle's Guest House,Guest Houses,120 East Atol Street,,South Padre Island,TX,"write: PO Box 2326, South
Padre Island; 78597-Tel. (512)761-L YLE/761-5953. Twelve private rooms with
private baths/ free continental breakfast/ B. Y. 0. B. & setups cocktail hour
each afternoon. pool table / reading and videos/ swimming pool / jacuzzi /
pinball machine and gas grill available for our guests. -Located 500 feet from
the beach, which has been acclaimed as one of the top ten In the nation.
Activities include surfing/ deep-sea/ party-boat/. Package tours Including air
fares. Send for their brochure and be sure & say 'hi' to Don Marx from GAIA.
Seem like nice people-wish I could go visit them, London Is FREEZING right
now.",,,,,,1989
Gay / Lesbian Switchboard,Information Services,PO Box 66591,checked,Houston,TX,"-Tel. 529-3211, write: PO Box 66591; 77266",,,,,,1989
El Jalisco Cafe,Restaurants,Hills & 7th,checked,El Paso,TX,"Hills & 7th; -Tel. 532-7174. Open daily 7am-4pm, Sunday
6am-noon.",*,Restaurants,,,,1989
Curious Times,Lesbian / Gay Bookstore,4008 D Cedar Springs,,Dallas,TX,"Resource Center, 4008 D Cedar Springs; 75219 -Tel.
528-4087. Lesbian books & women's studies/ feminist titles, also jewelry
design/ pottery/ music/ women's cards/ T-shirts & a LARGE WOMEN'S
COMMUNITY BULLETIN BOARD for networking. A great new addition to our
scene-they sell GAIA'S GUIDE, say 'hi' from GAIA. Open seven days a week,
11am-7pm.",,,,,,1989
TJ's,Bars,1215 E. University ,,Denton,TX,,**,"Bars, Clubs, Coffeehouses",,,,1989
The Other Door,Bars,1911 South Staples,,Corpus Christi,TX,·Tel. 882·0042,**,"Bars, Clubs, Coffeehouses",,,,1989
Kon Tiki,Bars,211 23rd St,,Galveston,TX,-Tel. 763-6264,**,"Bars, Clubs, Coffeehouses",,,,1989
Lobo,"Video / Cards, etc.",1424-C Westheimer,,Houston,TX,"77006 -Tel. (713)522-5156. Video rentals /lesbian titles
and cards.",,,,,,1989
Cliff's Lounge,Bars,701 East Paisano,,El Paso,TX,-Tel. 533-3558.,**,"Bars, Clubs, Coffeehouses",,,,1989
Metropolitan Community Church ,Religious Groups,2201 Mills,,El Paso,TX,-Tel. 542-1227,,,,,,1989
Lambda Center for Alcoholics,Counseling and Health Services --Community Organized,1214 Joanne,,Houston,TX,-Tel. 521-9772,,,,,,1989
Just Magic,Information Services,5503 Brownfield Highway,,Lubbock,TX,-Tel. 799-2016,,,,,,1989
DJ's,Bars,1308 St. Louis,,Fort Worth,TX,-Tel. 927-7321,***,"Bars, Clubs, Coffeehouses",,,,1989
Waterloo Counseling Center,Counseling / Health Services,507 Powell,,Austin,TX,-Tel. 322-9654,,,,,,1989
Integrity,Religious Groups,,checked,Dallas,TX,-Tel. 739-5899 Lesbian and Gay Episcopalians,,,,,,1989
Lesbian / Gay Unitarians,Religious Groups,,checked,Dallas,TX,-Tel. 324-2732.,,,,,,1989
Among Friends,Group,PO Box 710185,checked,Dallas,TX,"write PO Box 710185: 75371. Non-membership lesbian events
group.",**,Organizations,,,,1989
Jugs,Bars,3414 King's Road,,Dallas,TX,-Tel. 521-3474.,****,"Bars, Clubs, Coffeehouses",,,,1989
Alexander's,Bars,1219 West 10th,,Amarillo,TX,-Tel. 372-7414.,**,"Bars, Clubs, Coffeehouses",,,,1989
Backstreet,Bars,108 South First West,,Salt Lake City,UT,-Tel. 532-9075,**(MGM),"Bars, Clubs, Coffeehouses",,,,1989
A Woman's Place,Feminist Bookstore,1615 Foothill Drive,,Salt Lake City,UT,"84108 -Tel. 583-6431. Lesbian titles and women's studies/ music/T-shirts/ jewelry/ non-sexist children's books. They serve coffee and tea, do ticket sales. Say 'hi' from GAIA.",,,,,,1989
Blue Horizon,Bars,430 25th Street,,Ogden,UT,-Tel. 621-9325,**,"Bars, Clubs, Coffeehouses",,,,1989
Radio City,Bars,147 South State,,Salt Lake City,UT,-Tel. 532-9327,**(MGM),"Bars, Clubs, Coffeehouses",,,,1989
Sun Tavern,Bars,702 West 2nd ,,Salt Lake City,UT,-Tel. 531-0833. Mixed private club.,**(MGM),"Bars, Clubs, Coffeehouses",,,,1989
Gay Helpline,Service,,checked,Salt Lake City,UT,-Tel. 533-0927,,,,,,1989
Salt Lake City Resurrection Metropolitan Community Church ,Religious Groups,,checked,Salt Lake City,UT,Tel. 561-1496,,,,,,1989
Eider,Open Lesbian Land,PO Box 213,checked,Kanab,UT,"c/o Shemaya Laurel, P.O. Box 213; 84 7 41. Open lesbian land for womyn with
environmental illness. Camping space. Write in advance, no phone",,,,checked,,1989
Puss & Boots (P & B),Bars,9996 South Redwood Road,,Salt Lake City,UT,-Tel. 972-9730,****,"Bars, Clubs, Coffeehouses",,,,1989
The Journal ,Bars,1600 Wall,,Ogden,UT,-Tel. 621-9939,**,"Bars, Clubs, Coffeehouses",,,,1989
Deerhunter,Bars,636 South 300 West,checked,Salt Lake City,UT,-Tel. 532-9399,**(MGM),"Bars, Clubs, Coffeehouses",,,,1989
Shirley's ,Bar / Restaurants,811 Colley Ave,,Norfolk,VA,-Tel. 625-8828,**,"Bars, Clubs, Coffeehouses",,,,1989
Gay Information Line,Service,,checked,Norfolk,VA,Tel. 423-0933,,,,,,1989
First Friday,Lesbian Group,PO Box 3337,checked,Roanoke,VA,"write: Box 3337. Roanoke: 24015. -Tel. 345-4647. Lesbian social/
support groups, meets first Friday of each month. Say 'hi' from GAIA. (o. k. for 1989)",,,,,,1989
Richmond Womenbooks,Feminist Bookstore,2132 West Main St,,Richmond,VA,-Tel. 644-3451 or 788-1607 or 355-5919. Open noon-4pm Sat. & Sun. only,,,,,,1989
Gay Helpline of Lynchburgh,Service,,checked,Lynchburg,VA,"-Tel. 847-5242.
Sun./ Mon/ Fri. 7pm-10pm",,,,,,1989
Alexander's,Bars,3129 West Cary,,Richmond,VA,(near Belmont) ·Tel. 359-5104.,**(MGM),"Bars, Clubs, Coffeehouses",,,,1989
Richmond Lesbian Feminists,Special Interest Groups,,checked,Richmond,VA,-Tel. 646-3451,,,,,,1989
"Books, Strings and Things",Bookstores,214 Draper Road,,,VA,"214 Draper Road; 24060-mail to: p. o. Box 179;
24061 -Tel. 552-5633. Lesbian titles/ women's studies. There's a bulletin board for assistance with local information. Say 'hi' from GAIA.",,,,,Does not specify city; not clear from Maps where in Virginia this is,1989
Metropolitan Community Church ,Religious Groups,4500 Kensington Avenue,,Richmond,VA,(Friends Meeting House) •Tel. 353-9477.,,,,,,1989
The Cue,Bars,4601 Killam Ave,,Norfolk,VA,-Tel. 489-9740,**,"Bars, Clubs, Coffeehouses",,,,1989
Babe's,Bars,3166 West Cary Street,,Richmond,VA,-Tel. 355.933,**,"Bars, Clubs, Coffeehouses",,,,1989
Mary Campbell ,Medical Practitioners--Including Alternative,5555 Columbia Pike,,Arlington,VA,"22204 -Tel. (703)671-8890
ans: 893-4222. Gynecology",,,,,,1989
Hershee Bar,Bars,6117 Sewell's Point Road,,Norfolk,VA,Tel. 853-9842.,****,"Bars, Clubs, Coffeehouses",,,,1989
Scandals,Bars,2001 East Franklin,,Richmond,VA,-Tel. 648-1868,**,"Bars, Clubs, Coffeehouses",,,,1989
Gay / Lesbian Alcoholics Anonymous,A.A.,700 West Franklin,,Richmond,VA,"(Pace Memorial
Church) -Tel. 644-9578.",,,,,,1989
Stella Street,Bars,6425 Tidewater Drive,,Norfolk,VA,-Tel. 857-6610,**,"Bars, Clubs, Coffeehouses",,,,1989
Bogey's Lounge,Bars,3615 Tidewater,,Norfolk,VA,-Tel. 625-8965.,***,"Bars, Clubs, Coffeehouses",,,,1989
Cary Towne Inn,Bars,3028 West Cary Street,,Richmond,VA,·Tel. 355.9953,****,"Bars, Clubs, Coffeehouses",,,,1989
Gay Information Line,Service,,checked,Richmond,VA,"-Tel. 353-3626, 24 hour tape.",,,,,,1989
The Park,Bars,615 Salem Avenue,,Roanoke,VA,"S. W.: -Tel. (703)342-0946. Mail to: p. o. Box 1061, Roanoke; 24005. A private club-bar/ restaurant, all-gay and welcoming non-members with a copy of GAIA'SGUIDE. Open Weds/Fri/Sat. /Sun. from 9 pm till late .. Closed Mon/ Tues/ Thurs. A great old-timer still going strong, say 'hi' from GAIA.",**,"Bars, Clubs, Coffeehouses",,,,1989
Vermont Women's Health Center,Health Center,336 North Ave,,Burlington,VT,"05401 -Tel. 863-1386. Routine gynecological, alternative insemination, support of lesbian parents, lesbian practitioners.",,,,,,1989
Out in the Mountains,Publications,PO Box 177,checked,Burlington,VT,"PO Box 177, Burlington, VT; 05402. National and
local news, & 'Vermont Area Resources' list. Pick up your copy at MAVERICK
BOOKS in Burlington.",,,,,,1989
Commonwoman,Publications,"PO Box 242,",checked,Winooski,VT,"PO Box 242, Winooski; 05404. Feminist newspaper. Events
calendar, classified ads.",,,,,,1989
Country Cousins,Guest Houses,PO Box 212,checked,Shaftesbury,VT,"Rte. 1-B, Box 212, Old Depot Road; 05262-Tel. 375-6985",,,,,,1989
Common Ground,Coffeehouse,25 Elliot Street,,Brattleboro,VT,"-Tel. 257-0855. Your best bet for current local info
in Vermont.",*,"Bars, Clubs, Coffeehouses",,,,1989
Pearl's,Bar / Restaurants,135 Pearl St,,Burlington,VT,-Tel 863-2343,*(***),"Bars, Clubs, Coffeehouses",,,"Unusual star code--not listed in ""How to Read the Stars""",1989
Women's Organization and Referral Center,Centers,"University of Vermont, Billings Center",checked,Burlington,VT,"University ol Vermont.
Billings Center;",****,Organizations,,,,1989
Colors,Bars,20 Elliot Street,,Brattleboro,VT,-Tel. 254-8646. Disco / entertainment / food service.,*,"Bars, Clubs, Coffeehouses",,,,1989
Amelia Earhart,Lesbian Group,PO Box 746,checked,Lebanon,VT,P.O. Box 746; 03766,**,Organizations,,,,1989
Greenhope Farms,Women's Retreat,PO Box 2260,checked,Walden,VT,"R. F. D. 1-Box 2260. Walden, VT; 05836. -Tel. 533-7772. 'We
are a small, working farm for women only. Open year-round. 4 guest rooms. one shared
bath. Gourmet vegetarian meals in a truly marvelous rustic environment. Rooms are
$40. 00 per night, including full country breakfast. Say 'hi' to Sallie & Sashie from GAIA.
Lots of letters recommending this place as a welcome retreat from too much bar life.
They have 2 cats & a dog, no other pets allowed",,,,,,1989
Howl,Women's Land Trust,PO Box 242,checked,Winooksi,VT,"write: PO Box 242; 05404. 100 acres/ woods / farmland / primitive camping
space. Write in advance, no drop-ins",,,,,,1989
Everyone's Books,Progressive Bookstore,71 Elliot Street,,Brattleboro,VT,"05301 -Tel. (802)254-8160. 'We carry the
best locally available selection of feminist/ gay and lesbian titles· & buttons and T-shirts/ non-sexist children's titles / they serve tea and coffee, have reading tables and author's nights, etc. & are an excellent first stop for more local info in the area. They sell GAY COMMUNITY NEWS & GAIA'S GUIDE. say 'hi' from GAIA.",,,,,,1989
Kendrick & Anne,Women's Land,PO Box 1058,checked,Putney,VT,"RO 3 Box 1058, 05346; -Tel. 387-4367. 'We especially
welcome lesbians needing time and space in which to heal. ' Phone or write in
advance. No drop-ins.",,,,,,1989
Maverick Books,Alternative Bookstore,209 College Street,,Burlington,VT,"-Tel. 658-2523-Tu /Weds/ Th / Sat.
10am-5pm & till 11 pm on Fridays Very well stocked bookstore. lesbian titles, women's
studies. GAIA'S GUIDE?",,,,,,1989
Yvonne Ogden,Massage,PO Box 16484,checked,Seattle,WA,PO Box 16484: 98116-Tel. 935-9313. Counselor-hypnotherapist/ massage therapy.,,,,,,1989
Tracy Brown,"Attorneys & Legal Aid, etc.",4th & Seneca,checked,Seattle,WA,4th & Seneca: -Tel. 292-9988,,,,,,1989
Wildrose Tavern,Bar / Restaurants,1021 East Pike,,Seattle,WA,"98122 -Tel 324-9210. Very highly
recommended tavern-restaurant with dancing / entertainment (women's music, jazz, comedy, erotica, regular Saturday night shows) & excellent food. Pool tables & no-smoking areas. Good reports, say 'hi' from GAIA. Open M-Thurs. 12-11am-midnight / Fri. 11.00am-2am / Sat. 11am-12 midnight & Sun. 11am-11pm. Pool tables and non-smoking areas, beer and wine only",****,"Bars, Clubs, Coffeehouses",,,,1989
