title,type,address,unclear.address,city,state,statewide.address,description,stars,Star Type,Mentions Race?,Mentions Disability?,notes,Questions/Unsure Dr. R should check,year,Last Modified By,Last Modified
Looking Glass Books,Bookstores,318 SW Taylor St.,,Portland,OR,,"Tel.
227-4760. General bookstore with lesbian titles/women's studies and GAIA'S GUIDE.
CATBIRD SEAl: 913 South West Washington. Tel. 222-5817. Feminist titles.
TWENTY THI RD AVENUE BOOKS, 1015 NW 23rd Avenue; Tel.224-5097. Lesbian/gay
books",,,,,,,1985,,8/8/2024 8:42am
D's,Restaurants,2344 NW 24th,,Portland,OR,,Tel. 241-1368,*,Restaurants,,,,,1985,,8/8/2024 8:42am
Tenth Street Bakery,Restaurants,SW 10th & Salmon,checked,Portland,OR,,"Tel. 224-7940. Emphasis on home-
made and very natural food.",*,Restaurants,,,,,1985,,8/8/2024 8:42am
MCC ,Religious Groups,1644 NE 24th & Broadway,,Portland,OR,,Tel. 281-8868,,,,,,,1985,,8/8/2024 8:42am
Portland Gay Hotline,Services,,checked,Portland,OR,,Tel. 228-6785,,,,,,,1985,,8/8/2024 8:42am
Genoa ,Restaurants,2832 SE Belmont;,,Portland,OR,,Tel. 238-1464. Northern Italian cuisine.,*,Restaurants,,,,,1985,,8/8/2024 8:42am
Primary Domain,Bar/Restaurant,1033 N.W. Marshall,,Portland,OR,,"Tel. 224-4135. Full liquor license bar
and women's restaurant. Disco, pool tables, owned and operated by gay women.
A warm and friendly place
",****,Bar/Restaurant,,,,,1985,,10/11/2024 9:55pm
Portland Women’s Crisis Hotline ,Services,3020 Burnside.,,Portland,OR,,Tel. 235-5333,,,,,,,1985,,8/8/2024 8:42am
Hamburgers Mary's,Restaurants,840 SW Park Ave,,Portland,OR,,Tel. 223-0900,*,Restaurants,,,,,1985,,8/8/2024 8:42am
Darcelle’s XV Tavern ,Show-Bars,208 NW 3rd St,,Portland,OR,,Tel. 222-5338. Female impersonation shows.,**,Show Bars,,,,,1985,,8/8/2024 8:42am
JOQ’s Tavern ,Bars,1422 NE Broadway,,Portland,OR,,"Tel 287-4210. Neighborhood atmosphere-no
dancing but video games and pool tables. lnteracial clientel and recommended.",**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
JR Saloon East,Bars,4036 SE Hawthorne Blve. ,,Portland,OR,,Tel. 231-9900,,,,,,,1985,,8/8/2024 8:42am
Dugan's,Restaurants,1441 NE Broadway,,Portland,OR,,tel. 287-7715,*,Restaurants,,,,,1985,,8/8/2024 8:42am
Hot PotataCafe,Restaurants,13 St SW,,Portland,OR,,Tel. 223-7573,*,Restaurants,,,,,1985,,8/8/2024 8:42am
Metro Cafe,Restaurants,2524 SE Clinton,,Portland,OR,,Tel. 230-1220,*,Restaurants,,,,,1985,,8/8/2024 8:42am
The Other Side of Midnight,Bars,426 SE Hawthorne Blvd,,Portland,OR,,"Tel. 233-1069. 3 pool
tables/wide screen video disco. Full restaurant. Holds up to 175 people. Open 7
days week. Sun.:rh 2pm-2:30am. Fri & Sat 3pm-4am (open for breakfast!). Say 'hi'
from GAIA",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Hobo Inn,Bar/Restaurant,20 North West 3rd,,Portland,OR,,Tel. 224-3285. Piano bar/cocktails.moderate prices,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Old Wives Tale Restaurant and Women’s Center,Bar/Restaurant,1300 East Burnside,,Portland,OR,,"Tel.
238-0470. Meeting and banquet room, children's playroom. Featuring the work of
women writers and musicians and artists, browsing library. Vegetarian, chicken and
fish dishes, all excellent. Open every day from 11:30am-10/11pm.-Say'hi' from GAIA",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Cassidy’s Tavern,Bars,1930 State St,,Salem,OR,,Tel. 581-2326,,,,,,,1985,,8/8/2024 8:42am
Jaqueline’s Sees Vue Motel,Motels,,checked,Waldport,OR,, Tel.547-3227,,,,,,,1985,,8/8/2024 8:42am
The Experience  Restaurant ,Restaurants,3750 Highway 34.,,Waldport,OR,,Tel. 563-4555,,,,,,,1985,,8/8/2024 8:42am
Gay and Lesbian Switchboard,Services,,checked,Roseburg,OR,,Tel. 672-4126,,,,,,,1985,Amanda Regan,7/22/2025 3:41pm
La Pierre ,Bars,2523 Union Ave,,Atoona,PA,,"Tel.943-9134. Good sized bar/pool tables/drag
shows",**,"Bars, Clubs, Coffeehouses",,,,,1985,Amanda Regan,7/22/2025 3:42pm
The Gay Beach ,Gay Beach,"On Presquile Isle, Beach three & a half",checked,Erie,PA,,"Weekends are best. o.k.
for gay women.",,,,,,,1985,,8/8/2024 8:42am
Lizzy Borden's,Bars,3412 W. 12th St,,Erie,PA,,Tel. 833-4360. ALL GAY bar,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Golden Arrow ,Bars,134 East Pittsburgh St;,,Greensburg,PA,,Tel. 834-9757,**(MGM),"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Safari Lounge ,Bars,108 West Pittsburgh St; ,,Greensburg,PA,,Tel. 837-9948,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Strawberry Cafe,Bars,704 North Front St,,Harrisburg,PA,,(across from William Penn Museum),**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
D-GEMS,Bars,4425 North Front St;,,Harrisburg,PA,,Tel. 255-9488.,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Archives,Bars,714 North 3rd Street,,Harrisburg,PA,,Tel. 234-4207,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church ,Religious Groups,,checked,Harrisburg,PA,,Tel. 238-3746,,,,,,,1985,,8/8/2024 8:42am
Gay Switchboard,Services,,checked,Harrisburg,PA,,TEL. 234-0328 (MON.-FRI. 6PM-10PM).-extremely helpful people,,,,,,,1985,,8/8/2024 8:42am
The Pegasus ,Bars,Forester St;,checked,Harrisburg,PA,,Tel. 233-6800,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Marc I,Bar/Restaurant,76 Walnut St,,Johnstown,PA,,"Tel.539-7214. Disco/lounge/restaurant. Open 7 days a
week",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Sundown Lounge ,Bars,429 N. Mulberry St,,Lancaster ,PA,,Tel 392-2737,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Railroad House,Restaurants,Front & Perry St,checked,Marietta,PA,,Tel. 426-4141,,,,,,,1985,,8/8/2024 8:42am
PC Club,Bar/Restaurant,615 Port Providence Road,,Monteclair ,PA,,Tel. 935-9341 & 384-6091,***(**),Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Book Gallery,Feminist Bookstore,19`West Mechanic Street,,New Hope,PA,,"Tel. (215)862-5110.Lesbian and feminist
books/stationery and ceramics. Run by friendly and knowledgable women. Gallery
upstairs.",,,,,,,1985,,8/8/2024 8:42am
The Raven ,Bar/Restaurant,385 West Bridge St,checked,New Hope,PA,,"Tel. 862-2081/2
Raven Hall Motel
",**,Bar/Restaurant,,,,,1985,,10/11/2024 10:36pm
Karla's,Bar/Restaurant, 5 West Mechanic,,New Hope,PA,,Tel. 862-2612,**(MGM),Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Baron,Bar/Restaurant,York Road,checked,New Hope,PA,,Tel. 862-9431,**(**),Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Wedgewood Inn,Hotel,11 West Bridge Street,,New Hope,PA,,"Tel.(215)862-2570.Victorian
bed and breakfast inn-hardwood floors, lofty ceilings and antique furniture.
They have gay periodicals and guides on hand and receive many letter of
recommendation. $50.00 for a double includes a great continental breakfast.
Say'hi' from GAIA",,,,,,,1985,,8/8/2024 8:42am
SisterSpace,Groups,P.O. Box 18521,checked,Philadelphia,PA,,"Tel.222-5110,(Lesbian Hotline) 6pm-9pm
Mon.-Fri. Dances, social events, educational programs, September weekend retreats
for women only. They keep you well informed about their happenings with ads in
GAY NEWS, etc. LESBIAN HOTLINE tape tells you about them and so can
GIOVANNI'S ROOM (ticket sales, etc.). Very highly recommended lesbian group,
accent on feminism.",**,Groups,,,,,1985,,10/11/2024 9:59pm
Metropolitan Community Church,Religious Groups,P.O.Box 8174;1910,checked,Philadelphia,PA,,"Office: 1706
Fairmount Ave; Tel. 235-0769",,,,,,,1985,,8/8/2024 8:42am
Amazon Country,Radio Program,,checked,Philadelphia,PA,," WXPN-FM,88.9FM Sunday at 1-2pm",,,,,,,1985,,8/8/2024 8:42am
Beth Ahava,Religious Groups,2116 Walnut St,,Philadelphia,PA,,"Tel.569-3109. (LOX 3109). Gay Jews (why else would
they have LOX in their phone number??)-Services 1st/3rd/5th Friday of each month.",,,,,,,1985,,8/8/2024 8:42am
Lesbian Hotline,Services,,checked,Philadelphia,PA,,"Tel  (215)222-5110/1 rates from 6pm-9pm most nights
(check v•lth their tare for n 3W current hours)-their tape is fabulous:
everything you need to know about the current lesbian scene in Philadelphia-
-including SISTERSPACE happenings, local group info & info about new and
projected lesbian groups. (Nice voice, too",,,,,,,1985,,8/8/2024 8:42am
Tel-A-Woman ,Services,,checked,Philadelphia,PA,,"Tel. LO3 8599. Women's info. exchange.
SWITCHBOARD: GAY SWITCHBOARD-Tel. 592-8419- 6pm-11pm 7 nights a
week. Otherwise a taped message. Counseling, what's happening,
medical/legal/business referrals",,,,,,,1985,,8/8/2024 8:42am
Elizabeth Blackwell Health Center for Women,Health Center,,checked,Philadelphia,PA,,Tel. 923-7577.,,,,,,,1985,,8/8/2024 8:42am
Au Cournat,Publications,319 S 12th St,,Philadelphia,PA,,"(subscription from: AU COURANT, 319 South 12th Stree; Tel. 592-4615.)(or on sale at GIOVANNI'S ROOM, 12th & Pine Streets) for: Alcohol & drug abuse groups, bars & clubs, bookstores, centers, counselling, crime victims support groups, discrimination support groups, health problems, legal advice, media, mental health, movies, organizations, referrals, religious groups, restaurants, travel agencies + Delaware, New Jersey & Pennsylvania Statewide information. ",,,,,,,1985,,8/8/2024 8:42am
Philadelphia Gay News,Publications,,checked,Philadelphia,PA,,Lots of local info. On sale at Giovanni's Room. ,,,,,,,1985,,8/8/2024 8:42am
The Greater Philadelphia Women's Pages,Publications,,checked,Philadelphia,PA,,On sale at GIOVANNI'S ROOM.,,,,,,,1985,,8/8/2024 8:42am
Switchboard: Gay Switchboard,Services,,checked,Philadelphia,PA,,"Tel. 592-8419- 6pm-11pm 7 nights a week. Otherwise a taped message. Counselling, what's happening, medical/legal/business referrals. ",,,,,,,1985,,8/8/2024 8:42am
Mamzelle's,Bars,204 S Quince St,,Philadelphia,PA,,(between 11th & Walnut) Tel. 629-0590. Lesbian entertainment complex which gets rave recommendations from visitors all over the world. -2 floors of disc/bars/excellent women's entertainment. Black jack table! Open Weds-Sat. 8pm-2am/Sun. 5pm-1am. Be sure and say 'hi' from GAIA. ,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Sneaker's ,Bars,7 N 3rd St,,Philadelphia,PA,,Tel. 922-9306. Disco/pool tables/highly recommended. ,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Season's,Bars,1306 Drury St,,Philadelphia,PA,,1306/08 Drury St; Tel. 545-8793/546-7134. Cocktails/music/video. Soup and hand craved sandwiches. Opens at 5pm closes about 9pm/Sunday T-dance at 5pm-free buffet at 5:30. Obviously a great after work bar. ,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Venture Inn,Bars,255 S Camac St,,Philadelphia,PA,,"Tel. 545-8731. Usually more gay men than women, but still o.k.-this is the oldest gay bar in the U.S.!- Great food, it's extremely fresh and extremely cheap. Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Two-Four Club,Bars,1224 Saint James St,,Philadelphia,PA,,"After hours dance bar, a private club with lots of privacy. Recommended. ",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Raffles,Bars,243 S. Carmac St,,Philadelphia,PA,,Tel. 545-6969. ,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Mahogany,Bar/Restaurant,5103 Market St,,Philadelphia,PA,,Tel. 747-5558 Might be closing. ,****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Judy's,Restaurants,3rd & Bainbridge,checked,Philadelphia,PA,,"Recommended by GIOVANNI'S ROOM, 'elegant food' apparently a bit on the expensive side, but worth it for a really special eating night out. Owned by 2 nice women. ",*,Restaurants,,,,,1985,,8/8/2024 8:42am
Cafe Rouge,Restaurants,500 South St,,Philadelphia,PA,,Tel. 923-6714. (Above Grendel's Lair)- poultry/seafood/pasta. Open Tu.-Sun. 6pm-10pm,*,Restaurants,,,,,1985,,8/8/2024 8:42am
Uncle's,Restaurants,1220 Locust,,Philadelphia,PA,,"Tel. 546-6660. Dinner: 5pm-11pm, Sunday brunch: 11am-5pm. ",*,Restaurants,,,,,1985,,8/8/2024 8:42am
Giovanni's Room,Gay/Lesbian/Feminist Bookstore,345 S 12th St,,Philadelphia,PA,,"19107, Tel. 923-2960. An eleven year old bookstore with a huge feminist and lesbian titles-non-sexist children's literature, posters, buttons, records, (women's music), cards and gifts plus periodicals and newspapers, guides, including GAIA'S Guide+ feminist tarot cards and jewelry. Enormous MAIL ORDER CATALOGUE- Bulletin board, ticket sales, local info, reading couches, authors nights. Your first stop in lesbian/feminist Philadelphia.Say 'hi' from GAIA... For your mai ordering convenience, they now have a toll free number: 1-800-222-6996. (with credit card). A great way to buy GAIA'S Guide for $12.50 including postage and discretion. ",,,,,,,1985,,8/8/2024 8:42am
The Woman's Books Connection,Feminist Bookstore,1006 Pine St,,Philadelphia,PA,,"(at tenth) Tel, 625-4875. 'We carry an excellent selection of lesbian/feminist and non-sexist children's literature, as well as womyn's music/posters/cards/buttons/jewelry/puzzles/shirts and tarot cards. MAIL ORDER. Hours: M & W 10am-6pm/Tu., Th., Fri. & Sat. 10am-9pm/Sun. 1pm-6pm. They sell GAIA'S GUIDE. Say 'hi' from GAIA. ",,,,,,,1985,,8/8/2024 8:42am
Wooden Shoe Books and Records,Alternative Bookstore,112 S 20th St,,Philadelphia,PA,,"(at Chestnut);Tel.569-2477. Lesbian titles/non-'adult' gay titles/women's studies/magazines and newspapers/posters/buttons. MAIL ORDER, they sell GAIA'S GUIDE.",,,,,,,1985,,8/8/2024 8:42am
Zack’s Fourth Ave,Bar/Restaurant,333 Fifth Ave;,,Pittsburgh,PA,,"Spacious disco/comfortable dining
area/balcony bar.
The Complete Gay Journal
SERVING PITTSBURGH
Pennsylvania-West Virginia
Ohio Tri State
12 issues 3rd dus $15.00
12 issues 1st dus $25.00
Sample copy $3.00 postpaid
Send with payment to:
OUT PUBLISHING CO.,
500 S. Aiken Ave., Suite 106, Pittsburgh, Pa; 15232
",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Norreh Social Club,Bars,1226 Herron Ave,,Pittsburgh,PA,,"Tel. 682-9869. Private club-women only
on the top floor.",**(**),"Bars, Clubs, Coffeehouses",,,,,1985,Amanda Regan,7/22/2025 3:45pm
Gay Community Center,Centers,800 Wood Street ,,Pittsburgh,PA,,"Tel. 243-4522.
HOTLINE: M-F 6pm-9pm + Sun. 1pm-3",***,Center,,,,,1985,,8/8/2024 8:42am
Shawn's,Bars,1209 5th Ave,,Pittsburgh,PA,,"(Hill District) Tel. 566-9194. A real old-timer, but located
in a bad part of town.",***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Grutrude Steins Memorial Bookstore,Feminist Bookstore,1003 East Carson Street,,Pittsburgh,PA,,Open Fri. 4-8pm/Sat. & Sun. noon-6pm.,,,,,,,1985,,8/8/2024 8:42am
WildSisters ,Bar/Restaurant,27th & Jane Streets,checked,Pittsburgh,PA,,"43-GLCC. Nice
restaurant/small bar/open stage for women entertainers/art displays. Check with
them for new opening hours.",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Players,Bars,430 East 8th Ave ,,Pittsburgh,PA,,"Tel. 461-9231. Probably your best bet
in Pittsburgh. Bar/lounge/dance bar/game room. Open Mon.-Sat. 8:30pm-2am. DJ
6 nights a week",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Tender Trap,Bars,229 S. Highland Ave,,Pittsburgh,PA,,"Tel. 362-8200. Two floor disco +
piano bar",**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Traveller's,Bars,6525 Hamilton Ave;,,Pittsburgh,PA,,"Tel. 661-0340. Restaurant/intimate lounge
area/video screens/game room. Private club. Women's nights. Conflicting reports.
** TENDER TRAP,229 S. Highland Ave (Shadyside); Tel. 362-8200. Two floor disco +
piano bar.",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
OUT! ,Publications,640 Allenby Ave,,Pittsburgh,PA,,"Thanks for help with updating this section to OUT! 'OUT' Newspaper, from: OUT PUBLISHING COMPANY 640 Allenby Avenue (suite 201); 15218-Tel.243-3341. ",,,,,,,1985,,8/8/2024 8:42am
Blueberry Ridge,Guest House,"Box 67, Scotrun,PA;18533",checked,Pocono Mountains,PA,,"Tel.(717)629-5036/(212)729-1748. Womyn's guest house. Beautiful
modern house/panoramic views/skking/ice-skating/sleigh riding-rafting/golf/tennis.
$35.00 double per night. Say'hi' to Greta and Pat from GAIA",,,,,,,1985,Amanda Regan,7/22/2025 3:46pm
Rainbow Mountain Resort ,Resort/Hotel ,"P.O.Box 788,",checked,Pocono Mountains,PA,,Tel. 223-8484. A great resort-all gay and 50% women,,,,,,,1985,Amanda Regan,7/22/2025 3:46pm
MSA Club,Bars,6505 Market St,,Upper Darby ,PA,,Tel.352-9762,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
CR Club,Bars,6405 Market St ,,Upper Darby ,PA,,Tel. 352-9762,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Town Tavern,Bars,41 North George St,,York,PA,,Tel. 843-8591,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Stars Disco,Bars,1 Calle Beach Hotel,,San Juan ,PR,,"Atlantic Beach Hotel, 724-0034. ",**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
La Vista,Bar/Restaurant,151 Tetuan,,San Juan ,PR,,(corner San Jose); Tel. 722-2514 or 723-7360.,***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Lutece-on-the-Beach,Hotels/Motels/Guesthouses,1 Atlantic Pl,,San Juan ,PR,,"Ocean Park (off Mc Leary Ave;) Tel. 728-0855/728-5925. Guest house and holiday apartments/swimming pool/lively outdoor patio/bar-restaurant/all rooms with private bath. Air-conditioning, or tropical ceiling fans. Free continental breakfast. Doubles from $35.00. ",,,,,,,1985,,8/8/2024 8:42am
Arcos Blancos,Hotels/Motels/Guesthouses,10 Carrion Court,,San Juan ,PR,,Tel. 728-6725 Swimming pool/tropical gardens/all rooms with private bath/103 feet from Condado Beach. Doubles from $45.00.,,,,,,,1985,,8/8/2024 8:42am
El Prado,Hotels/Motels/Guesthouses,1350 Luchetti St,,San Juan ,PR,,"Tel. 728-5925 & 728-0855. Small, exclusive inn, Spanish style patio and pool/all rooms with private bath. breakfast and light lunches on the veranda. Doubles from $35.00-apartments from $40.00. ",,,,,,,1985,,8/8/2024 8:42am
The Narragansett Pier Inn,Guest House,7 Prospect Ave,,Narragansett,RI,,"Tel. 783-8090. Turn of the
century ocI 111111 •,ort Comfortable lodgings and heary breakfasts, spacious treed
grounc.h Ill tJ 1111dl11oukfust from $40.00-$50.00-year round. Carrie Jacobson and
Susun Ilrn1cl111r,l1111koopor",,,,,,,1985,,8/8/2024 8:42am
Brinley Victorian Inn,Guest House,,checked,Newport,RI,,"Tel. 849-7465 Cozy rooms, lots of flowers and antiques.
Bed and Breakfast",,,,,,,1985,,8/8/2024 8:42am
David's,Bars,28 Prospect Hill,,Newport,RI,,"Tel. 847-9698 Neighborhood gay bar atmosphere.
Wo k rut,1 11'1,disco Sunday tea-dance and lots of happy hours",**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Raffels,Bars,3 Farwell Street ,,Newport,RI,,Tel. 847-9663 Pleasant and friendly.,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Women’s Growth Center,Services,97 Knowles St,,Pawtucket,RI,,"Tel. 728-6023. This is a lesbian owned
bus In ss off ring a variety of social services and support groups utilizing a feminist
approach Coll for appointment. Newsletter",,,,,,,1985,,8/8/2024 8:42am
Old Cabana,Bars,81 Valley St,,Providence,RI,,"Tel. 331-8355. Bar and restaurant, disco, pool
tables, entertainment-women entertainers every weekend. Open Weds/Th/
Sun: 7pm-1am & weekends and holidays: 7pm-2am. Very highly
recommended. Say'hl' from GAIA",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Dorrwar Bookstore,Bookstores,107 1/2 Hope St,,Providence,RI,,"Tel. 521-3230. Gay and feminist
titles/posters/records/jewleryfT shirts/buttons/used books/periodicals/postcards/
greeting cards. Children's section. Bulletin board and free films on women's and
gay issues. They sell GAIA'S GUI DE. Say'hi' from GAIA. Open 10am-6pm-late night
Thurs",,,,,,,1985,,8/8/2024 8:42am
Lesbian/ Feminist Union,Groups,,checked,Providence,RI,,Tel. 728-6023 (answerphone),**,Group,,,,,1985,,8/8/2024 8:42am
Marty's,Bars,176 Railroad Street ,,Providence,RI,,"Tel. 728-5460. Open 7 days a
week-3pm-1am (Central Falls)",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Sara Doyle Women’s Center,Centers,185 Meeting Street,,Providence,RI,,"Tel. 863-2189. Home of
the Brown Lesbian Collective. Political and social activities, counseling and
referrals.switchboard service. Library of 1200 books & periodicals",****(*),Center,,,,,1985,,8/8/2024 8:42am
Dobee's,Bars,674 Dexter St Central Falls,,Providence,RI,,"Tel.728-4170. Open 5pm-1amweekdays
& 10am-1am Sundays",**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Loft,Bar/Swimming Pool,Farnum Pike,checked,Smithfield,RI,,Tel. 231-1180.Open 6pm-1am 7 days a week.,**MGM,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Kings & Queens,Bars,285 Front St,,Woonsocket,RI,,Tel. 762-9538,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church ,Religious Groups,"8, Archdale St",,Charlestown,SC,, Tel.763-0321,,,,,,,1985,,8/8/2024 8:42am
Battery Club,Bars,280 Meeting Street,,Charlestown,SC,,Tel 723-1626,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
