title,type,statewide.address,address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,year
Perkins,Restaurant,,,checked,Rapid City,SD,enquire locally or contact Black Hills Coalition. ,,,,,,1979
Black Hills Coalition,Group,,PO Box 8034,checked,Rapid City,SD,"57701. Tel. (605) 341-3888. ""Providing ways for gay people to meet each other in the North Dakota, Nebraska and Wyoming area."" Newslettter. ",*,Organizations,,,,1979
Sound Studio Limited,Disco,,1438 Mount Vernon Rd,,Rapid City,SD,57701. Your best bet. ,,,,,,1979
Shannon O'Neil,,,Lincoln St,checked,Sioux Falls,SD,"Lincoln St (behind Holiday Inn). ""Mostly straight but the only place to go in town where gay people gather.""",*,"Bars, Clubs, Coffeehouses",,,,1979
Sioux Empire Gay Coalition,Group,,PO Box 220,checked,Sioux Falls,SD,57101. ,*,Organizations,,,,1979
Go Go Club,Bars,,1077 Duncan Ave,,Chattanooga,TN,37404. Tel. (615) 622-9297. Restaurant/bar. Recommended. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Cross keys Lounge,Bars,,1409 Market St,,Chattanooga,TN,Tel. (615) 756-9993. Disco. Open: 8pm-3am. ,MGM**,"Bars, Clubs, Coffeehouses",,,,1979
The Connection,Showbar,,W Walnut St,checked,Johnson City,TN,W. Walnut Street. Tel. (615) 928-9925. Open: 8pm-1am. Disco. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Carousel,Bars,,1501 White Ave,,Knoxville,TN,Tel. (615) 524-9387. Open: 8pm-3am. Daily. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Lesbian Rap Group,Organization and Service,,1207 N. McLean,,Memphis,TN,meets every Thursday at 7:30pm at M.C.C. 1207 N. McLean. Anyone desiring information should call M.C.C. at 725-4673 or the Gay Switchboard. ,,,,,,1979
Gay Switchboard,Organization and Service,,,checked,Memphis,TN,726-4299. 50% gay women volunteers. ,,,,,,1979
The Huddle,Bars,,219 W Cumberland,,Knoxville,TN,,****,"Bars, Clubs, Coffeehouses",,,,1979
The Sexuality and Lesbianism Task Force of NOW/Memphis Chapter,Organization and Service,,PO Box 161219,checked,Memphis,TN,"38116. Tel. (901) 725-0713. or 458-1407. See ""Interim' for current details. ",,,,,,1979
Kelsey's ,Bars,,1474 Madison,,Memphis,TN,Tel. (901) 274-9830. Noon-3am. ,***,"Bars, Clubs, Coffeehouses",,,,1979
George's Krisco Disco,Bars,,600 Marshall St,,Memphis,TN,Tel. (901) 526-1038. Open: 8pm onwards. Tri-level disco. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Psyche Out,Bars,,76 N Cleveland,,Memphis,TN,Tel. 725-9842. Mostly women. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Butterfly Cabaret,Bars,,1382 Poplar,,Memphis,TN,Tel. 725-9830.  50% gay women. ,**,"Bars, Clubs, Coffeehouses",,,,1979
M.C.C. ,Religious Groups,,1207 N McLean Blvd. ,,Memphis,TN,Tel. 725-4673. Social and other events. Their publ: 'Interim'. ,,,,,,1979
Community Bookshop,Bookstores,,1907 Madison,,Memphis,TN,"Tel. 726-4531. Open: Mon-Sat 11am-6pm. Books, records, posters. ",,,,,,1979
NOW Lesbian Task Force,Group,,,checked,Nashville,TN,Tel. 276-8878. ,**(?),Organizations,,,,1979
Dino's Southwestern Grill,Restaurant,,645 Mclean Blvd. ,,Memphis,TN,"""It's a family-style restaurnat with really great parties. And you will usually see some of our gay sisters and brothers there.""",*,Restaurant,,,,1979
The Canteen ,Bars,,,checked,Nashville,TN,"enquire locally. ""Old movie posters in a 50's road-house atmosphere. There's a concealed back dance and game room that contains most of the action."" Your best bet. ",****,"Bars, Clubs, Coffeehouses",,,,1979
The Front Page,Bars,,267 S Cleveland,,Memphis,TN,Tel. (901) 726-0921. Opens 4pm daily. Hot disco. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Jungle Room,Bars,,715 Commerce St,,Nashville,TN,,***,"Bars, Clubs, Coffeehouses",,,,1979
Womankind Books,Feminist Bookstore,,2015B Belmont Blvd,,Nashville,TN,A whole bookstore dealing only in books of interest to women; also posters and records. ,,,,,,1979
The Other Side,Bars,,410 Lea Ave,,Nashville,TN,"(at the corner of 5th). Tel. 255-61174, and 251-9968. Super-bar fro gay women and men. Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,1979
This Week in Texas,Publications,checked,711 W Alabama ,,Houston,TX,77006. Tel. (713) 527-9111. $52 per year. Entertainment and events calendar. ,,,,,,1979
Lone Star Lesbians,Publications,checked,PO Box 3301 ,checked,Austin,TX,"PO Box 3301, Austin; 78764. Tel. (512) 441-1130 or 453-3804. Communications network- newsletter, flyers and announcements sent out. A $5 donation is request and the mailing list is strictly confidential. ",,,,,,1979
Goodbye To All That,Publications,,PO Box 3301 ,checked,Austin,TX,"78764. Tel. (512) 441-1130. ""A lesbian-feminist publications which publishes on a sporadic basis. News, graphics, poetry, events announcements and media coverage. $4 per year. The mailing list is strictly confidential. ",,,,,,1979
Womenspace,Organization and Service,,2330 Guadalupe,,Austin,TX,Tel. 472-3053. ,*****,Organizations,,,,1979
Gay Community Services,Organization and Service,,2330 Guadalupe,,Austin,TX,(in the University 'Y'). Tel. 477-6699 Switchboard. ,***(**),Organizations,,,,1979
Gay Austin,Publications,,2330 Guadalupe,,Austin,TX,"c/o Gay Community Services, Room 7, 2330 Guadalupe; 78705. Tel. 477-6699. Contains information about gay organizations in Austin. Gay business guide, monthly calendar of events, fiction and poetry, plus gay news from around Texas (emphasis on legislation). Published as a Gay Community Services project and distributed free at bookstores and gay bars. Subs $3 for 6 issues. ",,,,,,1979
Austin Lesbian Feminist Organization (ALFO) ,Organization and Service,,PO Box 3301 ,checked,Austin,TX,78764. For ALFO information call Womenspace: (512) 472-3053 Tues-Fri 7pm-10pm. ALFO is a political organization- meets the second Sunday of each month. Their publ: 'Goodbye To All That'. Softball team. ,*****,Organizations,,,,1979
The Hollywood,Bars,,304 W 4th St,,Austin,TX,Tel. 477-2218. Live lesbian bands. ,****,"Bars, Clubs, Coffeehouses",,,,1979
Pearl Street Warehouse,Bars,,1720 Lavaca,,Austin,TX,Tel. 478-0176. Gay women and men. A good time bar. ,**,"Bars, Clubs, Coffeehouses",,,,1979
New Apartment ,Bars,,2828 Rio Grande,,Austin,TX,Tel. 478-0224. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Private Cellar,Bars,,709 E 6th ,,Austin,TX,Tel. 477-0387. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Austin Country ,Bars,,705 Red River,,Austin,TX,Tel. 472-0418. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Taboo Lounge,Bars,,5760 Port Arthur Rd,,Beaumont,TX,"Tel. (713) 835-9497. Bar, dancing, pool tables. Disco on Wednesdays and Saturdays. Gay women and men-mostly college. ",**,"Bars, Clubs, Coffeehouses",,,,1979
The Common Woman,Feminist Bookstore,,1510 San Antonio St,,Austin,TX,"(upstairs), Number 4; 78701. Tel. 472-2785. ""Hardworking lesbian/feminist women with a fine stock of books, including Gaia's Guide.""",,,,,,1979
"Safari Growth Center, 2004",Sexual Awareness Center & Boutique,,,checked,Austin,TX,"Guadalupe; 78705. Tel. (512) 472-6828. Lotions, books, vibrators and workshops. ",,,,,,1979
Red River Women's Press,Press,,908C W 12th St,,Austin,TX,78701. Tel. 476-0389. ,,,,,,1979
T.J.'s,Bars,,3307 McKinney,,Dallas,TX,"Tel. 526-9368. Entertainment, pool table, dancing. ",****,"Bars, Clubs, Coffeehouses",,,,1979
The Old Plantation,Bars,,1807 N Hardwood,,Dallas,TX,Tel. (214) 651-1988. A super-disco. Recommended. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Sassy's,Bars,,4516 McKinney,,Dallas,TX,Recommended. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Jug's ,Bars,,3218 N Fitzhugh,,Dallas,TX,,***,"Bars, Clubs, Coffeehouses",,,,1979
Apartment Bar,Bars,,804 Myrtle St,,El Paso,TX,Tel. 544-7175. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Entre Nuit,Bars,,3116 Live Oak,,Dallas,TX,(rear door). Tel. 823-0423. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Dignity,Religious Groups,,PO Box 26523,checked,El Paso,TX,"79926. Weekend happenings, lesbian participation. ",,,,,,1979
Crews Inn,Bars,,3220 Fitzhugh,,Dallas,TX,Tel. 526-9320. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Bon Soir,Bars,,4527 Cole,,Dallas,TX,,**,"Bars, Clubs, Coffeehouses",,,,1979
Bailey Street Wherehouse,Bars,,259 Bailey ,,Fort Worth,TX,"76107. ""Texas Women's University has it packed almost every night of the week. And it's good, very, very good.""",****,"Bars, Clubs, Coffeehouses",,,,1979
Old Plantation,Bars,,219 S Ochoa,,El Paso,TX,"Mostly gay men but quite a few women on weekends. Recommended as an ""excellent gay bar"". ",**,"Bars, Clubs, Coffeehouses",,,,1979
"""651"" Club",Bars,,651 S Jennings,,Fort Worth,TX,Tel. 332-0745. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Club Pigalle,Bars,,411 E Franklin St,,El Paso,TX,"79901. Tel. 532-9018. Open: 2pm-2am. Dance bar, beer served. Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,1979
The Other Place,Bars,,1036 N Henderson,,Fort Worth,TX,,**,"Bars, Clubs, Coffeehouses",,,,1979
Lou-Lou's ,Bars,,,checked,Fort Worth,TX,enquire locally. tel. 624-0460. Women's pool nites. ,***(?),"Bars, Clubs, Coffeehouses",,,,1979
The Tender Trap,Bars,,1815 E Lancaster,,Fort Worth,TX,"Tel. (817) 335-0031. Snax, TV Room, pool, dancing. Open: 10am-2am. Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Aub's Steak House,Bars,,1308 St. Louis,,Fort Worth,TX,"Tel. (813) 927-9220. Open: 6pm-4am, except Mondays. Bar/restaurant. Dancing, pool table. ",**,"Bars, Clubs, Coffeehouses",,,,1979
My Sisters,Bar,,2414 39th St ,,Galveston,TX,"77550. Tel. (713) 763-954. Open: 3pm-midnite, closed Tuesdays. Women's dance bar. Highly recommended. ",****,"Bars, Clubs, Coffeehouses",,,,1979
Aub's Steak House,Restaurant,,1308 St. Louis,,Fort Worth,TX,Tel. (817) 927-9220. ,*,Restaurant,,,,1979
Our Place,Bars,,1419 Richmond,,Houston,TX,Tel. 528-8903. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Ms. Take II,Bars,,2047 Marshall,,Houston,TX,Shows.,****,"Bars, Clubs, Coffeehouses",,,,1979
Gay Resource Services,Organization ,,PO Box 309 ,checked,Houston,TX,"Office: N-11-G, Campus Activities Area, University of Houston; 77004; Mail: Box 309, U.C., University of Houston; 77004. Tel. (713) 749-3489 or 529-6423 Switchboard...""we try to have people at one or both of the numbers 24 hours a day."" Activities include information, referrals, peer counseling, political, social, outdoor, educational. 'We are working towards a more positive image for gays (self-image and public image). We separate the myths and stereotypes from the reality and educate about the reality.' Lesbian officers. ",***,Organizations,,,,1979
"""Just"" Marion & Lynn's",Bars,,817 Fairview,,Houston,TX,Community minded old timer. Pool table. highly recommended. ,****,"Bars, Clubs, Coffeehouses",,,,1979
Pointblank Times,Publications,,PO Box 14643,checked,Houston,TX,"77021. Monthly. Sample copy: $1.50 or $5.00 per year. Extremely entertaining reading. Lots of local community news and lots of good articles, reviews and interviews. ",,,,,,1979
The Bookstore,Bookstores,,1728 Bissonnet,,Houston,TX,"77005. Tel. (713) 527-8522. ""Lesbian owned general bookstore with Houston's largest selection of feminist and gay books. We also sell Gaia's Guide."" Open: Mon-Sat: 10am-6pm. ",,,,,,1979
Cove Disco,Bars,,2912 S Shepherd,,Houston,TX,"Tel. 524-0170. Super bar. Drag shows, beer busts. 30% gay women. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Wilde'n'Stein Books,Bookstores,,819 Richmond,,Houston,TX,"77006. Tel. (713) 529-7014. Open: Tues-Sat: noon-9pm. ""We have a large selection of lesbian/feminist and gay men's books and publications. Our customers are about evenly divided between women and men. We also have posters cards, T-shirts, etc. We also sell Gaia's Guide. Housed at the same location if the Pointblank Times Collective Library and the Gay Archives of Texas, the largest collection of gay literature and information in Texas."" ",,,,,,1979
Old Plantation,Bars,,2020 Kipling,,Houston,TX,"Tel. 522-2353. Open: Friday and Saturday till 4am. Super-bar. Disco, beer garden and game room. 30% gay women. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Uncle Charlie's ,Bars,,805 Pacific,,Houston,TX,Open 24 hours a day. Restaurant (features good food at reasonable prices) and disco. Recommended. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Dignity/West Texas,Religious Groups,,PO Box 5460,checked,Lubbock,TX,79417. Tel. (806) 795-7825. For Catholics and others. Two meetings monthly. ,,,,,,1979
The Paper,Publications,,PO Box 16917,checked,Lubbock,TX,"from: GPWT, PO Box 16917; 79490. Very useful monthly (free). Includes local news, events calendar, bar information, national news and poetry. ",,,,,,1979
The Pointblank Times Lesbian Library at Wilde'n'Stein Bookstore,Lesbian Library,,819 Richmond,,Houston,TX,77006. Tel. (713) 529-7014. Open for your use: Tues-Sun: noon-9pm. Features publications acquired by PBT. ,,,,,,1979
N.O.W. ,Groups,,3605 28th St,,Lubbock,TX,"79410. Tel. (806) 795-4637. Social, political activities and newsletter. ",,,,,,1979
Gay People of West Texas ,Groups,,PO Box 16917,checked,Lubbock,TX,(GPWT) PO Box 16917; 79490. Tel (806) 795-7825. information/gay hotline. Social and political support group for lesbians and gay men in West Texas. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Fantasy Island,Showbar,,,checked,Lubbock,TX,get address from Gay Hotline (795-7825). ,**(**),"Bars, Clubs, Coffeehouses",,,,1979
Duffy's Tavern,Bar,,5 S 16th S,,McAllen,TX,,***,"Bars, Clubs, Coffeehouses",,,,1979
Azteca Nuevo,Restaurant,,2227 19th St,,Lubbock,TX,Tel. 762-9426. Lunch and Dinner- Mexican menu. ,*,"Bars, Clubs, Coffeehouses",,,,1979
Century Bookstore and Walden Bookstore,Bookstores,,6002 Slide Rd,,Lubbock,TX,Both carry lesbian and feminist titles. ,,,,,,1979
Warehouse Lounge,Bars,,2402 Marhall St,,Lubbock,TX,"Tel. (806) 672-9165. Large lesbian clientele; very strong community orientation. Disco, pool tables, monthly shows (lesbian participation). ",**,"Bars, Clubs, Coffeehouses",,,,1979
Mary Ellen's,Bars,,815 Fredricksburg,,San Antonio,TX,Tel. 738-0349. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Capri Club,Bars,,Andrews Hiway,checked,Odessa,TX,Andrews Hiway; 79761. tel. 366-9171. Game room and full liquor license. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Encounters,Bars,,6314 Andrews Hiway,,Odessa,TX,"Tel. 366-9037. Disco, bar, restaurant. new in April, 78'.",**,"Bars, Clubs, Coffeehouses",,,,1979
San Antonio Country,Bars,,1122 N. St Mary's ,,San Antonio,TX,Tel. 222-8273.,**,"Bars, Clubs, Coffeehouses",,,,1979
The Zoo,Bars,,3240 NW Loop 410,,San Antonio,TX,,****,"Bars, Clubs, Coffeehouses",,,,1979
The Other End ,Bar,,2810 N 19th St,,Waco,TX,"Disco, pool table. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Playgirl,Bars,,1512 Basse Rd,,San Antonio,TX,"Dancing, pool table. Recommended.",***(?),"Bars, Clubs, Coffeehouses",,,,1979
Carousel,Bar,,703 Travis,,Wichita Falls,TX,Tel. 322-0832. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Manacor,Bars,,1581 Bondera Rd,,San Antonio,TX,"Tel. 432-9425. Dancing, drag shows, pool table. ",*(?),"Bars, Clubs, Coffeehouses",,,,1979
Mountain View Villa,Showbar,,Camp Bullis Rd,checked,San Antonio,TX,Camp Bullis Road (exit off 1-10). ,**,"Bars, Clubs, Coffeehouses",,,,1979
Radio City Loounge,Bars,,147 S State St,,Salt Lake City,UT,(enter thru parking lot in rear). Tel. (801) 532-9327. ,MGM**,"Bars, Clubs, Coffeehouses",,,,1979
Sun Tavern,Bars,,1 S 400 W,,Salt Lake City,UT,"84101. Tel. 532-9052. Open: 11am-1am (2am in summer). Country and Western room, game room, patio in the summer. Dancing and entertainment, pool table, pin ball, disco, pizzas. About 20% gay women. Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Uptown Place Lounge,Bars,,15 S 400 W,,Salt Lake City,UT,"""Lesbian bar- membership cards required but out-of-towners welcome (ask for one-week membership). Disco music of weekends, friendly atmosphere. Men are not encouraged."" ",****,"Bars, Clubs, Coffeehouses",,,,1979
Women Aware,Group,,PO Box 25532,checked,Salt Lake City,UT,"84119. A feminist group with concerns for lesbian women. ""We are a support and task-oriented group: CR groups, speakers, films, dances, newsletter, etc."" ",**,Organizations,,,,1979
Virginia Lesbian/Feminist Group,Groups,checked,PO Box 11103,checked,Norfolk,VA,23517. ,**(?),Organizations,,,,1979
Gay Women's Open House,Group,,,checked,Arlington,VA,Tel. 671-3762 or see 'Blade' of D.C. for current details. ,*,Organizations,,,,1979
Elixir,Bar,,742 W Pike St ,,Clarksburg,VA,Disco. ,***(?),"Bars, Clubs, Coffeehouses",,,,1979
Gay Women's Rap Group,Groups,,739 Yarmouth St,,Norfolk,VA,"At the Unitarian Church, 739 Yarmouth Street. Meets every Friday evening at 8:30pm. ",**,Organizations,,,,1979
Virginia Coalition for Lesbian and Gay Rights,Group,,PO Box 5522,checked,Richmond,VA,23220 Representing sixteen Virginia groups. ,,,,,,1979
Mickey's,Bars,,135 Brooke Ave,,Norfolk,VA,,**,"Bars, Clubs, Coffeehouses",,,,1979
Old Dominion University Gay Alliance,Groups,,PO Box 11123,checked,Norfolk,VA,23517. Tel. (804) 625-1130. ,*,Organizations,,,,1979
The Cue,Bars,,4601 Killarn St,,Norfolk,VA,,**,"Bars, Clubs, Coffeehouses",,,,1979
The Lesbian/Feminist Flyer,Publications,,PO Box 7089,,Richmond,VA,"23221. Well printed and very newsy. ""We feel that the first step towards a lesbian nation is the lesbian community."" ",,,,,,1979
J. Danhill,Bars,,3526 W Cary,,Richmond,VA,Richmond Shopping Center,**,"Bars, Clubs, Coffeehouses",,,,1979
