title,type,address,statewide.address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,year
Orca's,Bars,12841 E McNichols Rd,,,Detroit,MI,"Tel. 839-4190. Open: Monday-Friday, 4pm-2:30am/Saturday & Sunday, 2pm-2:30am. Lots of free parking. ",**,"Bars, Clubs, Coffeehouses",,,,1991
Oxwood Inn ,Bars,13713 Oxnard St,,,Los Angeles,CA,"Van Nuys; Tel. (818) 997-9666. An old favorite, Country & Western bar with live entertainment, dancing and pool tables/other games. ",****,"Bars, Clubs, Coffeehouses",,,,1991
Bread & Roses,Feminist Bookstore,13812 Ventura Blvd,,,Los Angeles,CA,"(Sherman Oaks). Tel. 986-5376. Huge selection of women's books 7 they serve coffee/tea/wine & snacks, also crafts/ticket sales MAIL ORDER SERVICE/authors' nights and special readings. ",,,,,,1991
The Last Word News Stand,Bookstores,14045 Armstrong Rd,,,Russian River,CA,Tel. 869-0571. ,,,,,,1991
Molly Browns,Bars & Bar/Restaurants,14120 Old Cazadero Rd,,,Guerneville,CA,Tel. 869-0511. ,,,,,,1991
Russian River Metropolitan Community Church,Religious Groups,14520 Armstrong Woods Rd,,,Guerneville,CA,Tel. 887-7622 for info or counseling. Pastor: Linda Laster.,,,,,,1991
Karleman's Bristro,Lesbian-Gay/Restaurants,14670 W Dixie Highway,,,Miami,FL,"Restaurant & Lounge, Tel. 940-0818. American-German Restaurant. Dining room open: Tuesday-Sunday, 7pm till midnight. Most Credit Cards accepted. Drag/DJ/& other forms of entertainment. ",*,"Bars, Clubs, Coffeehouses",,,,1991
River Village,"Hotel/Motels/Guest Houses/Resorts, etc",14880 River Rd,,,Guerneville,CA,Tel. 869-9066. Cabins/pool/hot-tub/restaurant open 7 days a week for lunch and dinner. ,,,,,,1991
Underground,Bar/Restaurant,15533 W 8 Mile Dr,,,Detroit,MI,Tel. 341-4423. ,****,Bar / Restaurants,,,,1991
Marily's,Bars,15615 N Cave Creek Rd,,,Phoenix,AZ,Tel. 867-2463. ,**,"Bars, Clubs, Coffeehouses",,,,1991
The Willows,"Hotel/Motels/Guest Houses/Resorts, etc",15905 River Rd,,,Guerneville,CA,Tel. 859-3279. Their lawn goes right down to the river. ,,,,,,1991
Fife's Resort,"Hotel/Motels/Guest Houses/Resorts, etc",16467 River Rd,,,Guerneville,CA,Tel. 869-0656. Your best bet in the area. ,,,,,,1991
Another State Of Mind,Lesbian/Gay Bookstore,16608 Madison Ave,,,Lakewood,OH,"44107; Tel. 521-1460. Books, music, jewelry, cards, etc. For Lesbians % Gay Men. Very relaxing atmosphere. ""We encourage 'lookers' & we sell GAIA'S GUIDE..!"" Do say 'hi' from GAIA. ",,,,,,1991
The Woods,"Hotel/Motels/Guest Houses/Resorts, etc",16881 Armstrong Woods Rd,,,Guerneville,CA,95446; Tel. 869-0111. ,,,,,,1991
Gigi's,Bars,16920 W Warren,,,Detroit,MI,Tel. 584-6625. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Magic,Bars,17290 Biscayne Blvd,,,Miami Beach,FL,"(North Miami Beach); Tel. 944-7805. Open: Wednesday-Sunday, 9pm-6am. Some would 'give the shirt off their back' tog et into Magic (and if this ad photo before me can be taken literally, some have...). Lots seems to go on here. please do report back to GAIA. ",(****),"Bars, Clubs, Coffeehouses",,,,1991
Metropolitan Community Synagogue (Etzchaim),Religious Groups,19094 W Dixie Highway,,,Miami Beach,FL,"Every Friday night, services + a social. ",,,,,,1991
R. Place,Bars,19326 Conant,,,Detroit,MI,"Tel. 368-9000. Probably your best bet, right now. ",****,"Bars, Clubs, Coffeehouses",,,,1991
Laura's,Bars,19326 Conant,,,Detroit,MI,Tel. 368-9000. WOMEN'S BAR. ,****,"Bars, Clubs, Coffeehouses",,,,1991
J.M. Dunromin,Women's Bed & Breakfast,19689 7th Ave,,,Poulsbo,WA,"NE; Box 184, 98370; Tel. (206) 697-1727/Messages. Ferry to downtown Seattle/Tasteful Accommodations/Beautiful Rural Setting. Call or write for details. ",,,,,,1991
Driftwood Lounge,Bars,22170 Mission Blvd,,,Hayward,CA,Tel. 581-2050. Disco-light show and mist machine/pool tables and video games. Open everyday 2pm-2am. ,****,"Bars, Clubs, Coffeehouses",,,,1991
Turf Club,Bars,22517 Mission Blvd,,,Hayward,CA,Tel. 881-9817,**(**),"Bars, Clubs, Coffeehouses",,,,1991
The Spoiled Brat,Bars,22648 Mission Blvd,,,Hayward,CA,Tel. 782-2728. ,**(**),"Bars, Clubs, Coffeehouses",,,,1991
Twelve Doves Inn,Womyn's Hostels/Guest Houses/Retreats,29850 Mendocino ,,,Mendocino,CA,95428. River retreat/hostel/entertainment center. ,,,,,,1991
The Women's Healing Ground,Retreat,37010 SE Snuffin Rd,,,Estacada,OR,97023; Tel. 630-7848. Rustic healing ground for WOMEN ONLY. Bring your own camping gear. Farmland/forests/creek. Organic garden and NO drugs or alcohol allowed. They keep a dog on the premises. Say 'hi' from GAIA. ,,,,,,1991
Griffen Tavern,Bars,40463 30th Ave,,,San Diego,CA,Tel. 563-9051. ,****,"Bars, Clubs, Coffeehouses",,,,1991
Mendocino Tubbs,Womyn's Hostels/Guest Houses/Retreats,45310 Pacifica Drive ,,,Mendocino,CA,"PO Box 1711 95460; Tel. (707) 961-1809. Location: 45310 Pacifica Drive, Casper. Cottage for two + natural redwood hot tubs and saunas in a beautiful environment, tubs, open to women visitors. ",,,,,,1991
Harmony Ranch ,Another Year Of Harmony,58003 Road T,,,Saguache,CO,"PO Box 398, Moffat, CO, 81143 or Tel. (719) 256-4107. Location:- 58003, Road T, Saguache, CO, 81149- ""The Bed and Breakfast is going very well, often like a big house party- it sure is fun to be a lesbian!"" (Campers & non-lesbians welcome)-'And we hope that EUROPEAN WOMEN travelling in the states will find out about us in GAIA'S GUIDE, and come and stay"". (I'm sure Berliners would love it. Maybe you should advertise in Blatt Gold...); Say 'hi' to Liz & company, from merry old England, or rather, GAIA. ",,,,,,1991
Daddy Warbuck's ,Bars,68981 E Palm Canyon Dr,,,Cathedral City,CA,(Cathedral City) Tel. 324-1022. Elegant piano bar and disco. Lots of letters. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Lost Coast Lama Caravans,Adventure,77321 Usal Rd,,,Whitehorn,CA,95489. Write for brochure. ,,,,,,1991
Jacqueline's See Vue Motel,Motel,95590 Highway 101,,,Yachats,OR,Tel. 547-3227; this is the ONLY gay/lesbian oriented motel on the Oregon coast. Now owned and operated by two really nice gay guys. Say 'hi' from GAIA. ,***(**),Lodging,,,,1991
Groundwork Bookstore,Alternative Bookstore,B 023 La Jolla,,checked,San Diego,CA,"U.C.S.C. Student Center, Tel. 452-9625. ",,,,,,1991
The Bar,Lesbian/Gay Group,E 7th ,,checked,Waterloo,IA,50703; Tel. 232-0543. (located in Waterloo). ,**,Group,,,,1991
Rico's Smokehouse Restaurant,Bars,E 200 Main ,,,Pullman,WA,"99163. Tel. (509) 334-9958. Beery/wine/sandwiches, not a gay bar but another 'hang out'. ",*,"Bars, Clubs, Coffeehouses",,,,1991
Copa Cabana,Bars,East St,,checked,New Haven,CT,located on East Street. ,**,"Bars, Clubs, Coffeehouses",,,,1991
BJ's Club,Bars,Farm Route 989,,checked,Texarkana,AR,75501; Tel. 832-3038. ,*,"Bars, Clubs, Coffeehouses",,,,1991
The Crystal Moon,Retreat,HC 61 PO Box 2080,,checked,Cle Elum,WA,"98922; Tel. (Seattle) (509) 964-2038. A mountain lodge catering to WOMEN & featuring private and shared accommodations, hot tub, message & privacy on 23 forestred acres. Welcoming women(and men one week of each month, beginning the second Wednesday of each month). Open exclusively to women the remainder of the month. $50.00 double. ",,,,,,1991
Pino's,Bars,Highway 22,,checked,Madisonville,LA,Tel. 1-845-2383. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Lesbian/Gay Hotline,Information Services,Lesbian/Gay Hotline,,checked,San Francisco,CA,"Tel. 841-6224; Bars, hotels, groups, counseling, etc. A great service.",,,,,,1991
Unitarian Church,Religious Groups,Mill Rd,,checked,Indianapolis,IN,Gay friendly/groups sometimes meeting here. ,,,,,,1991
The Joshua Tree,Bars,N 1st Ave,,checked,Tucson,AZ,North First Ave (between Glenn & Ft. Lowell). Mostly men but they do have a good DJ & outdoor area. Popular-ish. ,**,"Bars, Clubs, Coffeehouses",,,,1991
The Gypsy Lady,Guest House/B & B,N Bennington Rd,,checked,Walloomsac,NY,"Tel. (518) 686-4880; North Bennington Road, Rt. 67, N.Y. 12090. ",,,,,,1991
Caffe Fresco,Restaurants,NW 24th ,,checked,Portland,OR,"Located on the corner NW 24th and Thurman; Tel. 243-3247. Ethnic lunch specials, continental breakfast, etc. 'Gayish'...",*,Restaurants,,,,1991
Hideout,Bars,Old Calion Highway,,checked,El Dorado,AR,Tel. 863-9701,,,,,,1991
Ladies For The 80s,Social Groups & Events,PO Box 1,,checked,Oaklyn,NJ,"08107; Tel. (609) 784-8341. Social events for women from all over, they have their own newsletter! & you can get current details from 'The Network'. ",,,,,,1991
Rainbow Mountain,Resort,PO Box 5,,checked,East Stroudsburg,PA,18301; Tel. (717) 223-8484. Lodging/disco/swimming pool/their own lake on 85 acres/lots of seasonal activities. Gay women and men: about 50-50. ,,,,,,1991
Mountain House,"Hotels / Guest Houses, etc",PO Box 6,,checked,Breckenridge,CO,"80424; Tel. 453-6475. Gay/lesbian ranch-style guest house. For rent on a daily basis, $45.00 per day. ",,,,,,1991
Women Preferring Women,Lesbian Group,PO Box 9 ,,checked,Vacaville,CA,95696; Tel. 448-1010 & 449-0550. ,,,,,,1991
Pearl Street,Jewelry,PO Box 22,,checked,Provincetown,MA,"02657; Tel. 487-2210. The woman who brought us the 'Greenhouse guest House'. now offer us Pearl Street. ""One of a kind and limited editions of hand constructed silver jewelry. Our unique designs include: etched photographic images, stones, unusual materials with both women's & general themes. 'Retail & Whole Sale. MC & VISA Free catalog. The best of luck to Jackie & Karen. Say 'hi' from GAIA. ",,,,,,1991
Mountain River Inn ,Bed and Breakfast For Women,PO Box 34,,checked,O'Brien,OR,"97534; Tel. 596-2392. Spa, sauna, wooded hiking trails, private river access. ",,,,,,1991
Wolfe Video,Lesbian Videos,PO Box 64,,checked,New Almdaden,CA,"95042- Tel. (408)268-6782. Production and distribution. Some of their titles include: Olivia Records 15th Anniversary Concert/Two-In-Twenty/ We Bring a Quilt/ Take the Power, i.e. mainstream videos and VIDEOS MADE FOR LESBIANS FOR LESBIANS!",,,,,Listed in Nation-wide,1991
Susun Weed,Herbal Medicine and Psychic Skills,PO Box 64,,checked,Woodstock,NY,"Green Witch, PO Box 64 (GG), Woodstock, 12498; Tel. 246-8081. Workshops for women on healing with plants and psychic skills. Free brochure upon request. ",,,,,,1991
Mountain Laurel,Camping Space,PO Box 65,,checked,Berkeley Springs,WV,"c/o Ruth Siegal and Andrea Weiner, South Morgan Drive, Box 65, 25411; Tel. 258-5079. Located on 20 acres in Unger, between Berkeley Springs, W.V. & Winchester, VA. They publish a newsletter for lesbians called MOUNTAIN LAUREL and sponsor concerts featuring grassroots women performers, through Rural Women's Productions. Write or phone advance. NO drop-ins. ",,,,,,1991
Wildwood Ranch,"Hotel/Motels/Guest Houses/Resorts, etc",PO Box 78,,checked,Guerneville,CA,95446 Tel. 632-5321. ,,,,,,1991
The Black Iris Bed And Breakfast,Bed and Breakfast,PO Box 83,,checked,Warren,NH,"03279; Tel (603) 764-9366. A turn-of-the-century Victorian, located in the foothills of the White Mountains. We serve a full country breakfast and evening tea featuring fresh, homebaked delights. ",,,,,,1991
Active Cultural Productions,Lesbian Productions,PO Box 85,checked,checked,Kerhonkson,NY,12446. They produce the very best in Lesbian Concerts & Theatre. A welcome new addition to our scene. Say 'hi' from GAIA. when getting some culture... ,,,,,,1991
Rutgers Lesbian & Gay Alliance,Group,PO Box 91,,checked,New Brunswick,NJ,"08903; Tel. (201) 932-7886. Social & Political Group for Rutger's Students: Activities, Films, Speakers. ",,,,,,1991
Metropolitan Community Church,Religious Groups,PO Box 92,,checked,Fayetteville,AR,72701; Tel. 443-4278. ,,,,,,1991
Cedar Hill,Camping Space,PO Box 101 ,,checked,St Paul,AZ,"c/o Jeanne Neth and Paula Mariedaughter, 72760; Tel. 677-2235. Two lesbian homesteaders with camping space on 43 acres. Organic gardening, but drugs/alcohol NOT welcome. You must write or phone first, no drop-ins and you will need assistance getting up their mountain. ",,,,,,1991
Lesbians & Gays Of Flatbush,Groups,PO Box 106,,checked,New York City,NY,"Brooklyn's socialorganization for both gay men & lesbians. PO Box 106, Midwood Station Brooklyn, NY 11230: Tel. 859-9437. ",,,,,,1991
The Highlands Inn,Women's Guest House,PO Box 118 Valley View Lane,,checked,Bethlehem,NH,"03574. Tel. (603) 869-3978. 'Dear GAIA'S GUIDE, Pleaseeeeee note that our sign ALWAYS says 'No Vacancy'- so IGNORE It!"" 19 charming rooms, 11 with private baths; rates: $40.00-$80.00. A LESBIAN PARADISE- at the Year 'round bed and breakfast Inn - In the beautiful White Mountains. Located on 100 private, scenic acres, we offer 19 charming, antique-filled rooms with a view. Pool, X-country skiing/hiking trails/hot tub at the Inn; New England's BIGGEST & BEST GAY INN (99% WOMEN).' Breakfast patio/gorgeous breakfasts. NO DOGS. Lots & lots of letters of recommendation each yeah, say 'hi' to Grace, from GAIA. ",,,,,,1991
Valley Creek Cottage,Country B&B,PO Box 124 ,,checked,Wolf Creek,OR,"97497; Tel. 476-8812. A very private, lesbian cottage with outdoor hot tub. Large sundeck overlooking a mountain creek. breakfast is delivered to you. Open year round. They have a dog and charge $50.00 per night single/$60.00 double., Say 'hi' from GAIA. ",*****,Lodging,,,,1991
Oregon Women's Land Trust (OWL) ,Women's Land Trust,PO Box 133,,checked,Days Creek,OR,"97429. & here are the exact directions: From 1-5, exit to Cayonville; Take Highway 227 to Days Creek; Just as you enter Days Creek, turn left onto Days Creek Road; Go 1 1/2 miles and look for a sign on the right, ""1471""; Tum a sharp right uphill; Go 1 1/2 miles; When the road forks, take it left, uphill. Parking will be on the left where signs indicate. WOMEN & CHILDREN ONLY. Retreat & camping land. Courses. Dogs are allowed. 'We provide shelter for traveling women and seek to form a stable community with women interested in living on the land'. Overnight visitors: write ahead for conformation. $3.00 per night, more if you can. Say 'hi' from GAIA. ",,,,,,1991
Enchanted Blue Wave,Hotel,PO Box 147,,checked,Seaview,WA,"98644; Tel. 642-4900. 'A spacious 5 bedroom oceanfront home on 2 1/2 acres of land in Seaview, Washington- on the Long Beach Peninsula. Full breakfast/ocean view rooms/outdoor spa/hot tub/fitness room/games room/pool tables/color tv. Also available for retreats/seminar/concerts/etc. Doubles from $50.00 per night. NO pers allowed. Say 'hi' from GAIA. ",,,,,,1991
Greenwood Hollow Ridge,"Guest House/Bed And Breakfast, Etc.",PO Box 155,,checked,Eureka Springs,AR,"Route 4, 72632; Tel. 253-5283. Woman-owned bed and breakfast (gourmet- the breakfast, that is). Exclusively for lesbians and gay men. Can accommodate up to ten guests. Highly recommended, say 'hi' from GAIA. ",,,,,,1991
National Organization For Women,N.O.W.,PO Box 174,,checked,Milwaukee,WI,53201; Tel. 964-6117. ,,,,,,1991
Out In The Mountains,Publications,PO Box 177,checked,checked,Burlington,VT,"05402. National and local news, + 'Vermont Area Resources' list. Pick up your copy at MAVERICK BOOKS in Burlington. ",,,,,,1991
Valley Gay Alliance,Group,PO Box 181,,checked,Northampton,MA,"Write: VGA, Box 181, Northampton, 01061; Tel. 527-5310. their newsletter/directory -GAYZETTE- includes details about these groups & much more: Gay & Lesbian Activists/Gay & lesbian A.A. + sports, outreach, etc. ",*,Group,,,,1991
Mountain-Glo,Group,PO Box 205,,checked,Sylva,NC,28779; Tel. 586-5900. ,*,Group,,,,1991
Fort Collins Gay and Lesbian Alliance,Groups,PO Box 206,,checked,Fort Collins,CO,"Tel. 491-7232 or write: PO Box 206, 80523. ",,,,,,1991
The Lavender Nest,Women Only Bed and Breakfast Guest House,PO Box 212,,checked,Lincoln City,OR,"97367; Tel. 994-7158. On the coast of northern Oregon, two hours west of Portland. At this luxurious, romantic hideaway, you can forget the outside world on our private grounds nestled on a wooded hillside, or enjoy the beaches and restaurants which are only minutes away. Your suite looks out on mountains and woods, while sparkling cider and cheese board await your arrival. Brochure. GREAT reports, say 'hi' from GAIA. ",,,,,,1991
Country Cousins,Guest Houses,PO Box 212,,checked,Shaftesbury,VT,"Rte. 1-B, Box 212, Old Depot Road, 05262; Tel. 375-6985. ",,,,,,1991
Gay/Lesbian Support Group,Groups,PO Box 226,,checked,Kalamazoo,MI,"Write: Box 226, Student Services Building, Western Michigan University, Kalamazoo, MI, 49008. they meet on Sundays. ",*,Group,,,,1991
Howl,Women's Land Trust,PO Box 242,,checked,Winooski,VT,"05404. 100 acres/woods/farmland/primitive camping space. Write in advance, NO drop-ins. ",,,,,,1991
Commonwoman,Publications,PO Box 242 ,checked,checked,Winooski,VT,"05404. Feminist news paper. Events calendar, classified ads. ",,,,,,1991
Yellow Birch Farm,Bed and Breakfast,PO Box 248 A,,checked,Pembroke,ME,"c/o C. Richards, RR no. 1 Box 248 A, Pembroke, Maine 04666; Tel. (207) 726-5807. Located near the shores of wild, unspoiled Cobscook Bay, 3 miles from Reversing Falls & 20 minutes by car from Eastport. In this scenic, serene setting we raise Angora goats, sheep, geese, & chickens. We process the mohair & wool on the farm & tend organic vegetable gardens. A small 2 room cottage with full kitchen, outdoor hot shower & private outhouse is available for guests. Rates: $40.00/Double with Continental Breakfast served in the cottage. $10.00 for each additional guest. Weekly rates available. Evening meals available by prior arrangement. Sorry- no smoking/pets/credit cards.' Open: May-September. Say 'hi' to Bunny & Susan from GAIA. ",,,,,,1991
The Old MIll,Bed and Breakfast,PO Box 252,,checked,Asheville,NC,"Highway 74, PO Box 252, 28710; Tel. 625-4256. Bed & breakfast and antique shop; proprietor: Walter Davis. ",,,,,,1991
Columbine Lodge,No Site Type,PO Box 267,,checked,Green Mountain Falls,CO,80809; Tel. 684-9062. Clientele: mostly Lesbian. ,,,,,,1991
Gal-A-Vanting,Social Groups & Events,PO Box 268,,checked,Bloomingdale,NJ,'Specializing in Ms. Adventures' -Tel. (201) 838-5318,,,,,,1991
Custody Action For Lesbian Mothers,Lesbian Mothers Organization ,PO Box 281,checked,checked,Narbeth,PA,19072; Tel. (215) 667-7508. Volunteer legal counseling and courtroom representation. ,,,,,,1991
Custody Action For Lesbian Mothers (CLAM),Special Interest Groups,PO Box 281,,checked,Narbeth,PA,"c/o Rosalie Davies, PO Box 281, Narbeth, PA, 19072. (Also see: AU COURANT, for recent details). ",,,,,,1991
Gayellow Pages,Publications,PO Box 292,checked,checked,New York City,NY,"Published by Renaissance House, Box 292, Village Station, New York, NY. 10014; Tel. (212) 674-1020. The essential LOCAL GUIDE to this city. Pick up a copy anywhere. Still very helpful to GAIA, after all these years... ",,,,,,1991
Bar H Ranch,Ranch,PO Box 297,,checked,Driggs,ID,83422; Tel. 354-2906. Working cattle ranch. Limited accommodation for guests. ,,,,,,1991
Lavender Visions,Publications,PO Box 321,checked,checked,Zionsville,IN,46077. $8.00 per year. A Lesbian Newsletter that's FULL of local resource information. ,,,,,,1991
Womansource,Organizations and Groups,PO Box 335,checked,checked,Ashland,OR,Tel. 482-2026 or 488-0167. Also see: 'Lavender Network' & 'Just Out'. ,,,,,,1991
Southern California Women For Understanding,Special Interest Groups,PO Box 356,,checked,Encinitas,CA,92024; Tel. (619) 942-3451. ,,,,,,1991
Napualani O'hana (The Heavenly Flowers of Hana),Guest Houses,PO Box 378,,checked,Hana,HI,"Tel. (808) 248-8935; Or write for brochure: Frank Crouse, PO Box 378, Hana, Maui, HI 96713. 4 acres of exotic flowers/ocean view/spacious deluxe suites/private baths/kitchens/living rooms/decks/TV/seclusion. rates: $60-$70.00 a day. ",,,,,,1991
