"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","year","publication","country","geocode.value","lon","lat","geoAddress"
"Retreat","Bars","1030 West 4th Street","","Mansfield","OH","Tel.529-2428.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Mansfield, OH, United States",-82.5154471,40.75839,"mansfield, oh, usa"
"Oberlin Gay Union","Groups","Wilder Hall, Oberlin College, 44074","","Oberlin","OH","Tel. 529-2428.","*","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Oberlin, OH, United States",-82.2173786,41.2939386,"oberlin, oh 44074, usa"
"Gentleman's Pub","Bars","1104 South Main Street","","Akron","OH","Tel.(216) 253-0328","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"Tiny's","Bars","346 South High Street","","Columbus","OH","Tel.(614) 221-1521.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Hayloft","Bars","77 North Adams Street","","Akron","OH","Tel.434-9794.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"Coventry Books","Feminist Bookstore"," 1824 Coventry Rd Cleveland Heights, 44118","","Cleveland","OH","Tel. (216) 932-8111.","-","","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Mail Box","Bars","401 South Ludlow.","","Dayton","OH","Tel.(513) 226-9572.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Saloon","Bars","531 West State","","Fremont","OH","Tel.354-9340.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Fremont, OH, United States",-83.1218634,41.3503303,"fremont, oh 43420, usa"
"Lesbian Activist Bureau Inc","Organisation and Services","Box 1485, 45201","checked","Cincinnati","OH","Tel. (513) 541-5132. Contact then when new in Cincinnatti.","**","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Kismet Lounge","Bars","232 North 3rd","","Columbus","OH","Tel.(614) 225-9460.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Phoenix Lounge","Bars","142 Franklin,S.W..","","Warren","OH","","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Warren, OH, United States",-80.8184166,41.2375569,"warren, oh, usa"
" Club 21","Bars","2121 South Avenue","","Youngstown","OH","Tel. 764-9109.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Youngstown, OH, United States",-80.6495194,41.0997803,"youngstown, oh, usa"
"Hal’s Corner","Bars","1432 West Tuscarawas","","Akron","OH","Tel.453-5524.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"High Gear","Publications","P.O. Box 6177, 44101.","checked","Cleveland","OH","Tel. (216) 621-3380. Ohio—Statewide gay newspaper. Good source of reference information.","-","","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Women Helping Women","Organisation and Services","9th & Walnut Streets, 45202","","Cincinnati","OH","Tel.(513)381-5610.","****(*)","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Logan’s Off Broadway Lounge","Bars","2210 Summit Street, 43201","","Columbus","OH","Tel. 261-9634","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Metropolitan Community Church","Religious Groups","P.O. Box 562, 44309 ","checked","Akron","OH","Tel. (216) 836-3930. Services Sundays at 3300 Morewood Road. Counseling, rap groups, social activities, gay weddings, etc.","-","","",NA,"",1981,"Gaia's Guide","United States","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"Hershkoff & Holland","Attorneys","1001 Euclid Avenue","","Cleveland","OH","Tel.(216)241-1350","-","","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Chez Joy","Bars","4951 Hamilton","","Hamilton","OH","Tel.868-9179-","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Hamilton, OH, United States",-84.5613355,39.3995008,"hamilton, oh, usa"
"Labyris Bookstore","Feminist Bookstore","Box 6302","checked","Cincinnati","OH","","-","","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Front Runners","Outdoor Group","","checked","Portland","OR","Tel. 231-1271. Alternate phone number: 283-5926 or see NEW FOUNTAIN for details.","-","","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Hamburger Mary’s","Restaurants","—corner of South West 9th/Taylor","","Portland","OR","highly recommended good, gay restaurant.","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Dahl & Penne's","Bars","604 S.W. 2nd (at Adler)","","Portland","OR","Tel.228-7469.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Jonah's","Restaurants","7425 South West Barbur","","Portland","OR","Tel.245-2188.","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Zoo Zoo's","Bars","5th & Blair","","Eugene","OR","Tel.343-8130","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Riviera Room","Bars","39-41 West 10th Street","","Eugene","OR","Tel.344-4022/0434.","**(**)","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Cassady's","Bars","-in the Eugene Hotel, 222 East Broadway","","Eugene","OR","Tel.344-1461.Huge disco + quiet area for conversation. The sign over the front door says: ""This is a Gay Bar. All Gay People and Their Friends Gladly Served.""—Mixed drinks/mixed gay clientel. Weekends are best for women but all times are good.
Recommended.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"The Book and Tea","Restaurants","1646 East 19th Street","","Eugene","OR","Tel.344-3422.","-","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"N.W. Fountain","Publications","P.O. Box 417, 97207","checked","Portland","OR","Tel.248-1990.Gay
monthly with bar guide and some good news but mostly male ( oriented. $6.00 per year or free in bars, etc.","-","","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Home-Fried Truckshop","Restaurants","780 East 14th & alder","","Eugene","OR","Tel.344-
3422.","-","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Kachina's","Bars","1131 South West Stark","","Portland","OR","""Mixed drinks/pool
table/pin-ball — good music and excellent food.""","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"The Embers","Restaurants","739 S.W. Park","","Portland","OR","Tel.223-8620.","MGM*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Klamath Gay Union","Groups","428 South Ninth Street, 97601","","Klamath Fall","OR","","*","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Klamath Fall, OR, United States",-121.7816704,42.224867,"klamath falls, or, usa"
"Pearl Street Station","Bars","412 Pearl","","Eugene","OR","Tel.485-4606.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Rainbow's End","Personal Contacts/Travel Clubs","P.O. Box 13042, 97213","checked","Portland","OR","Just gay men?","-","","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Wildes Oscar's","Restaurants","318 S.W. 3rd Avenue, 97201","","Portland","OR","Tel. 223-8620.Open air theater plus women’s groups.","**","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Eugene Crises Hotline","Services","","checked","Eugene","OR","Tel.(503) 485-1075.Information service. Thursdays and Saturdays-8pm-midnight.","-","Hotels, Motels, Services","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"The Wooden Shoe Tavern","Bars","1391 Broadway(Hood Street)","","Salem","OR","Tel. 585-2221.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Salem, OR, United States",-123.0350963,44.9428975,"salem, or, usa"
"Portland Town Council","Organisation and Services","320 S.W. Stark, 97204","","Portland","OR","Tel. (503) 277-2765. The emphasis is on the political: gay civil rights/military and veterans rights included. Their publiction is OREGON GAY RIGHTS REPORT Membership 1s $20.00 per year or just $5.00 for the publication.","***(**)","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Wild Iris","Restaurants","1161 Lincoln","","Eugene","OR","Tel.343-0366.Homemade food. Sunday brunches. Open:Mon-Sat-9am-6pm/Sunday brunch: 10am-3pm. Recommended.","**","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Metropolitan Community Church","Religious Groups","663 Madison Street, 97402","","Eugene","OR","Tel.(503)485-3665-Serving the Willamette Valley area, the Gay and Lesbian Community Counselling Services have emerged through this M.C.C. effort.","-","","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Aaron's Place","Bar/Restaurant","South East 35th Place and Division","","Portland","OR","Tel. 232-7839. Lunch/dlnner/fireplace and pool tables. Disco 9pm- 2:30am. Gay women and men. Recommended. After hours dancing and","**","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Women's Place & Resource Centre","Organisation and Services","1915 N.E. Everett, 97323","","Portland","OR","Tel.(503)234-7044.","****","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Genesis Juice Bar","Restaurants","—5th Street Market","","Eugene","OR","Juice bar. Open Tues.-Sat:8am-6pm & Sundays: llam-5pm. Closed Mondays.","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Roxy Heart's","Restaurants","1121 South West Stark","","Portland","OR","A highly recommended good, gay restaurant.","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Book Stall","Bookstore","Creamery Annexe. 97838","","Hermiston","OR","","","","",NA,"",1981,"Gaia's Guide","United States","Hermiston, OR, United States",-119.2894605,45.8404101,"hermiston, or, usa"
"Metropolitan Community Church/Portland","Groups","N.E. 24th & Broadway, 97232","","Portland","OR","Tel.(503)281-8868.The Christian Church with an outreach to the gay community. Social activities as well as religious counseling and referrals. Their publications is: THE CHALICE and they sell GAIA'S GUIDE. ","-","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Rafter’s","Bars","-corner Park/Yamhill","","Portland","OR","Gay disco + EMBERS Bar & Lounge","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Women in Transition","Women's Centers","Southern Oregon State College, 97520","","Ashland","OR","Information services and newsletter.","****","","",NA,"",1981,"Gaia's Guide","United States","Ashland, OR, United States",-122.7094767,42.1945758,"ashland, or 97520, usa"
"A Woman’s Place Bookstore","Feminist Bookstore","1300 South West Washington, 97205","","Portland","OR","Tel. (503)226-0848. Books plus periodicals, buttons, posters, records. Community referral center with bulletin board and free lending library. A good place to go when new to the scene in Portland. They sell GAIA’S GUIDE.","-","","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Mildred's Palace","Bars","918 South West Yamhill","","Portland","OR","An after hours disco for under 21s.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Brian Thomas Books","Bookstore","921 South West Morrison, 97205","","Portland","OR","Tel.222-2934.General bookstore with a separate section for
women’s books and one for gay books. Gallery on the second floor. Open Mon-Sat. 9am-lOprajSun. nocn-opm. Also mail order service.","-","","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Metropolis","Bar/Restaurant","One, Southwest Third, 92709","","Portland","OR","Tel.(503)223- 3438.The only gay place in Portland where gay people under 21 are allowed to go.""Many lesbian mothers come here with their teenage children."" Disco +special lounge section selling beer & wine for 21s & over. They sell GAIA'S GUIDE and are highly recommended.","***","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"OwlFarm","Retreat","","checked","Eugene","OR","Tel.689-6691.""A beautiful piece of land . women to spend time on."" Telephone:Zarod: 689-6691 for full details","-","","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Son of Koobdooga","Bookstore","651 East 13th","","Eugene","OR","Tel. 343-3551. Gay titles/feminist titles","-","","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Rhondee’s","Restaurants","1014 South West Stark","","Portland","OR"," Tel.223-8620.","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"The Book and Tea Shop","Feminist Bookstore","1646 East 19th Street","","Eugene","OR","Tel.342-3422","-","","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"""OWN"", -Older Women’s Network","Rural Community","3502 Coyote Creek Road, 97497","","Wolf Creek","OR","A support system in the process of establishing a rural
living community.","-","","",NA,"",1981,"Gaia's Guide","United States","Wolf Creek, OR, United States",-123.3953424,42.6953954,"wolf creek, or 97497, usa"
"Magic Garden","Bars","217 N.W. 4th Avenue","","Portland","OR","Tel.(503)234-7044.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"GAYouth","Groups","","checked","Eugene","OR","Tel.343-8130.Or contact Mother Kali's (505)343-4864","-","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Commodore Hotel","Hotel","1609 South West Morrison","","Portland","OR","Tel. 223-1686. Daily and weekly rates also PLENTY GOOD GRILLE IN BAR
breakfast, lunch dinner and full salad bar.","-","Hotels, Motels, Services","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"214 Tavern","Bars","214 Burnside","","Portland","OR","Tel. 224-8111. Pizza, beer, wine and over 6000 original antique postcards for sale. ""Everyone Welcome!""","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
