"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","Last.Modified","Notes.2","year","publication","country","geocode.value","lon","lat","geoAddress"
"Arcos Blancos","Hotel/Motel","10 Carrion Court","","San Juan","PR","Tel. 723 6343/9825. 103 ft from renowned Caribbean Beach. Oasis Bar serves superb Caribbean cocktails. Swimming pool. Clientele:
gay women and men. Very highly recommended. Garden Restaurant. More lesbians than last
year frequenting bar. Say that GAJA sent you.","","","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"Camelot","Bars","251 Calle Cruz","","San Juan","PR","No Phone Listing. A very friendly place with dramatic decor tapestries etc. Dancing.","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"La Boheme","Bars","79 Dorrance at Weybosset","","Providence","RI","Tel. 621 8681. Piano lounge. No food is served.
Clientele mostly gay men and a few gay women. Open noon-lam. Fri and Sat noon-2am.","MGM**","Bars, Clubs, Coffeehouses","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"Gay Helpline","Service","","checked","Providence","RI","Tel. 751 3322.","","","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"Raffles","Bars","3 Farewell St","","Newport","RI","Tel. 847 9663. A very pleasant and friendly place. Nice decor -
mirrored walls in dancing area. OJ. Clientele: gay women and men. Winter: open 7am-1am
during the week and 7am-2am during the weekends. Summer: 4pm-2am nightly.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Newport, RI, United States",-71.3128285,41.4901024,"newport, ri, usa"
"Old Cabana","Bars","681 Valley St","","Providence","RI","Tel. 331 8355. Pool table. Small dance floor (DJ). Open
7pm-1am. Clientele basically gay women.","***","Bars, Clubs, Coffeehouses","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"Dorrwar Bookstore","Bookstores","107½ Hope St","checked","Providence","RI","Tel. 521 3230. Gay and Feminist titles/
posters/records/jewelry/T shirts/buttons/used books/priodicals/postcards/greetings cards.
Children's section, Spanish language books. Bulletin board and free films on women's and gay
issues. Newsletter/book reviews and local events calendars. They sell GAIA'S GUIDE and are
open Mon-Sat 1 Oam-6pm and open to 8.30pm on Thurs nights.","","","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"Women's Growth Center","Service","97 Knowles St","","Pawtucket","RI","Tel. 728 6023 (call for appointment).
This s a lesbian owned business offering a variety of social services and support groups
utilising a feminist approach.","","","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Pawtucket, RI, United States",-71.3825558,41.878711,"pawtucket, ri, usa"
"The Gallery","Bars","194 Richmond St","","Providence","RI","Tel. 274 3895. Disco pub (DJ). Women's T dance
Sunday afternoons.","**(**)","Bars, Clubs, Coffeehouses","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"Metropolitan Communitiy Church","Religious Groups","5 Junction St","","Providence","RI","Tel. 272
9247. Worship space: 134 Mathewson St. The Christian church with an outreach to gay
people.","","","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"The Inn at Castle Hill","Restaurant","Ocean Drive","checked","Providence","RI","Tel. 849 3800. 10 rooms, 1 suite, restaurant open
April thru November. Lounge open all year round. $40.00-$75.00 in winter, $65.00-$120.00 in
summer.","*","Restaurants","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"28 Prospect Hill","Bars","28 Prospect Hill","checked","Newport","RI","Tel. 847 9698. DJ on weekends.
Neighborhood gay bar atmosphere. 25% gay women.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Newport, RI, United States",-71.3128285,41.4901024,"newport, ri, usa"
"Marty's","Bars","176 Railroad St","","Providence","RI","Tel. 728 5460. Tel. 7285460.","***","Bars, Clubs, Coffeehouses","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"Dobees","Bars","674 Dexter St","","Providence","RI","Tel. 7284170. Relaxed atmosphere. Games,
pool table, sandwiches. Gay clientele, 50% women. Located hall an hour from Providence.","**","Bars, Clubs, Coffeehouses","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"Sarah Doyle Women's Center","Centers","185 Meeting Street","","Providence","RI","Tel. 863 2189 daily(varying
hours) Mailing address: Box 1B29 Brown University; 02912. Political and social activities,
counselling and referrals. Switchboard service. Very active gay women's group (Brown
Lesbian Collective). Say hi from GAIA.","****(*)","Organizations","","","","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"The Loft","Bars","Farnum Pike","checked","Smithfield","RI","Tel. 231 1180. Dance bar, DJ. Cover charge some nights. Swimming
pool. Open 6pm-1 am 7 days a week. Clientele: mostly gay men and a small percentage of gay
women.","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Smithfield, RI, United States",-71.5495101,41.9220496,"smithfield, ri, usa"
"King Street Garden and Gun Club","Bars","14 Mayne","","Charlestown","SC","Tel. 577 0800. Wildest club.
Dynamite on Saturday night. Between 1000-2000 people come here.' Clientele: black, white,
straight, gay.","*","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Charlestown, SC, United States",-79.9319664,32.7833163,"charleston, sc, usa"
"Fortress Club","Bars","3134 Two Notch Rd","","Columbia","SC","Tel. 754 9848","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Columbia, SC, United States",-81.0348144,34.0007104,"columbia, sc, usa"
"The White House","Bars","","checked","Myrtle Beach","SC","","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Myrtle Beach, SC, United States",-78.8802094,33.6954218,"myrtle beach, sc, usa"
"Streetcar","Bars","336 King St","","Charlestown","SC","Tel. 722 2181. Better for women in the afternoons. Closed Sun.","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Charlestown, SC, United States",-79.9319664,32.7833163,"charleston, sc, usa"
"Les Jardins","Bars","36 North Market St","","Charlestown","SC","Tel. 723 9362. Private club. Disco. Non-members
must call in advance to be admitted. Clientele includes about 30% gay women. Opens
1 Oam-2am Tuesday thru Sunday","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Charlestown, SC, United States",-79.9319664,32.7833163,"charleston, sc, usa"
"Our Place","Bars","1232 Assembly St","","Columbia","SC","Tel. 7996252. 'Cruisy down town beer bar-open till late.'","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Columbia, SC, United States",-81.0348144,34.0007104,"columbia, sc, usa"
"Stone Castle","Bars","200 N Pleasantburg Drive","","Greenville","SC","Tel. 235 9949. This bar has a large disco dance
floor, main bar and tables and chairs next to the fireplace and TV lounge, pool tables and video
games. Very cosy private club. Out of towners must show out of state ID. Food is served.
Open Bpm-2am 7 days a week.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Greenville, SC, United States",-82.3940104,34.8526176,"greenville, sc, usa"
"Tango Club","Bars","81 Society St","","Columbia","SC","Tel. 722 0220.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Columbia, SC, United States",-81.0348144,34.0007104,"columbia, sc, usa"
"Rhapsody ","Bars","321 South Lincoln","","Sioux Falls","SD","Tel. 332 9348. Under new management and
now, 50% gay women. Community-minded bar. Open Bpm-1a m/Fri-Sat 7pm-2am.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Sioux Falls, SD, United States",-96.731265,43.5460223,"sioux falls, sd, usa"
"Gay Support Group","Service","","checked","Sioux Falls","SD","Tel. 332 4599 (but- busy, busy, busy). 6pm-midnight.","","","","","","",NA,1983,"Gaia's Guide","United States","Sioux Falls, SD, United States",-96.731265,43.5460223,"sioux falls, sd, usa"
"Sioux Empire Gay and Lesbian Coalition ","Organization","","checked","","SD","No Phone Listing. Their publication: TOGETHER. $15.00 annual membership dues include subscription,
or $4.50 pay for TOGETHER, only.","","","","","PO Box 220 Sioux Falls South Dakota
57101. ","",NA,1983,"Gaia's Guide","United States",", SD, United States",NA,NA,NA
"Metropolitan Community Church of Sioux Empire","Religious Groups","","checked","Sioux Falls","SD","Tel. 335 8396/5978. Religious services on Sundays at 1 p.m. at 1901-1903 W 25th St. Side entrance on south.","","","","","PO Box 1552","",NA,1983,"Gaia's Guide","United States","Sioux Falls, SD, United States",-96.731265,43.5460223,"sioux falls, sd, usa"
"Psyche Out","Religious Groups","571 Marshall","","Memphis","TN"," Tel. 523 1940. Disco/show bar/patio. Open 8pm-3am Closed
Monday-Thursdla","****","Organizations","","","","",NA,1983,"Gaia's Guide","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa"
"Slippo's ","Bars","2106 A 8th Avenue South ","","Nashville","TN","Tel. 2699150.","***","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Nashville, TN, United States",-86.7816016,36.1626638,"nashville, tn, usa"
"East Tennessee Alliance of Lesbian Activists","Group","","checked","Knoxville","TN","Tel. 992 8423. Umbrella organisation for women's discussion groups, other activities
both political and social and TENNESSEE LESBIAN ARCHIVES.","","","","","Okra Farm Rte 2 Box 252 Luttrell 37779","",NA,1983,"Gaia's Guide","United States","Knoxville, TN, United States",-83.9207392,35.9606384,"knoxville, tn, usa"
"MCC ","Religious Groups","672 South McClean ","","Memphis","TN","Tel. 2781091. Meets Sunday eves 11am.","","","","","","",NA,1983,"Gaia's Guide","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa"
"Eleanor House","Personal Contacts/Housing","1127 Eleanor St","","Knoxville","TN","No Phone Listing. A guest house for lesbians and gays.","","","","","","",NA,1983,"Gaia's Guide","United States","Knoxville, TN, United States",-83.9207392,35.9606384,"knoxville, tn, usa"
"Gay Switchboard","Organization","","checked","Memphis","TN","Tel. 726 4299 726  Gay but: busy, busy, busy).7 pm-1am nightly.","**","Organizations","","","","",NA,1983,"Gaia's Guide","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa"
"P W Bumps","Religious Groups","238 N Cleveland","","Memphis","TN","Tel. 7269953. Pizzas, shuffleboard,d raft beer, pinball.( Is it true
that PW stands for Pussy Whip?)","**","Organizations","","","","",NA,1983,"Gaia's Guide","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa"
"Gaze","Publication","","checked","","TN","Tel. (901) 274 0431. $8.00 per year.","","","","","Box 3038, Memphis, 38103","",NA,1983,"Gaia's Guide","United States",", TN, United States",-86.5804473,35.5174913,"tennessee, usa"
"The Parlor","Bars","2110 8th Ave S","","Nashville","TN","Tel. 292 9177. 'Pool table, electronic
games, a juke box and small dance floor. The women are friendly. It's the best lesbian haunt in
town.'
","****","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Nashville, TN, United States",-86.7816016,36.1626638,"nashville, tn, usa"
"George's","Gay Complex","600 Marshall St ","","Memphis","TN","Tel. 5261038.Disco/show bar/boutique/gameroom/restaurant/
patio bar. The only gay liquor bar in Memphis. It's on 3 levels and open 8pm-3am. Clientele:
50% gay men, 50% gay women. Recommended","","","","","","",NA,1983,"Gaia's Guide","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa"
"Alan Gold's","Bar/Restuarant","35 Patten Parkway","","Chatanooga","TN","Tel. 756 6868.' Very attractive decor, good disco music.
Dress is casual and the clientele is more gay men than women and a few straight couples.'
Recommended. Hours: Weds-Sat 8pm-3am and Sundays 5pm-3am. More recent comment:
'Also serves food on the second floor. Good mixture of gay men and women and it's one of the
nicest bars I've been to anywhere.'","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Chatanooga, TN, United States",-85.3093995,35.0457984,"chattanooga, tn, usa"
"Warehouse","Bars","2529 Franklin Rd","","Nashville","TN","Tel. 385 9689. Popular disco with special women's
nights. Sunday shows and buffet. No cover charge during the week, but $2.00 Fri/$3.00 Sat &
Sun. Highly recommend!ld.","**(**)","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Nashville, TN, United States",-86.7816016,36.1626638,"nashville, tn, usa"
"J Wags","Restaurant","1268 Madison","","Memphis","TN","Tel. 725 4670. BAR/Restaurant after hours. Most gay people go
thereafter the other bars close.","*","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa"
"The Connection","Show Bar","W Walnut St","checked","Johnson City","TN","Tel. 928 9925","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Johnson City, TN, United States",-82.3534727,36.3134397,"johnson city, tn, usa"
"P&H Poor and Hungry","Restaurant","1528 Madison Ave","","Memphis","TN","Tel. 274 5522. Short orders/light lunches, etc. Opens 1 am. Closed Sundays","*","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa"
"R M Mills Bookstore","Bookstores","1817 21st Ave South","","Nashville","TN","Tel. 383 5520. General bookstore gay titles.","","","","","","",NA,1983,"Gaia's Guide","United States","Nashville, TN, United States",-86.7816016,36.1626638,"nashville, tn, usa"
"Walker Street Expresso","Restaurant","3547 Walk St","","Memphis","TN","Tel. 454 9248. Vegetarian ","*","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa"
"The Cabaret","Bars","1711 Hayes St","","Nashville","TN","Tel. '820 7082. Dance bar/game room/ shows and recommended.'
","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Nashville, TN, United States",-86.7816016,36.1626638,"nashville, tn, usa"
"Metro Times","Publication","","checked","Dallas","TX","Tel. 528 9944 (taped message).","","","","","PO Box 225914","",NA,1983,"Gaia's Guide","United States","Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa"
"Gayline","Service","","checked","Dallas","TX","Tel. 748 6790 7.30pm-12am 7 days. Serves Dallas and Fort Worth.","","","","","","",NA,1983,"Gaia's Guide","United States","Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa"
"El Rancho Vista","Hotel/Motel","","checked","Glenrose","TX","Tel. 897 4982/8974 972.","","","","","PO Box 245 76043","",NA,1983,"Gaia's Guide","United States","Glenrose, TX, United States",-97.7554986,32.2346721,"glen rose, tx, usa"
