"title","description","type","city","state","country","publication","year","notes","geocode.value","lon","lat","geoAddress"
"Stud","(Patio) (Some B, OC, SM)","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Stud","(Hip aging flower children to punk-New Wave)","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Studio One","(Disco)(E in 'Backlot')(L.A.'s 'top' super bar)(Cabaret - several bars)","Bars/Clubs,Restaurant","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Studio One","(Disco) betw. Santa Monica & Melrose","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Studio West","(Unisex)(Disco)(WE*)","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Study","(open days)","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Study","(open days)","Restaurant","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Stumptown Annie's Pizza","","Restaurant","Guerneville","CA","United States","Bob Damron's Address Book",1983,"","Guerneville, CA, United States",-122.9961102,38.5018575,"guerneville, ca 95446, usa"
"Stun Dog Saloon","","Bars/Clubs","Guerneville","CA","United States","Bob Damron's Address Book",1983,"","Guerneville, CA, United States",-122.9961102,38.5018575,"guerneville, ca 95446, usa"
"Sukker's Likkers","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sukker's Likkers","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Summerland Beach","","Cruising Areas","Santa Barbara","CA","United States","Bob Damron's Address Book",1981,"","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa"
"Summerland Beach","","Cruising Areas","Santa Barbara","CA","United States","Bob Damron's Address Book",1983,"","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa"
"Sunbeam Inn","","Hotel","Palm Springs","CA","United States","Bob Damron's Address Book",1983,"","Palm Springs, CA, United States",-116.5452921,33.8302961,"palm springs, ca, usa"
"Sundance","(Mechanical bull)(Liquor)(Looks promising)","Bars/Clubs","Palm Springs","CA","United States","Bob Damron's Address Book",1983,"","Palm Springs, CA, United States",-116.5452921,33.8302961,"palm springs, ca, usa"
"Sundance Saloon","(Some drags, RT)","Bars/Clubs","Long Beach","CA","United States","Bob Damron's Address Book",1983,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Sunrise","(Disco)","","San Jose","CA","United States","Bob Damron's Address Book",1981,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"Sunrise Limousine Service","(408) 257-1113 or (415) 968-2314 (See ad p. 64)","Business","San Jose","CA","United States","Bob Damron's Address Book",1981,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"Sunrise Limousine Service","(415) 968-2314 or (408) 257-1113","Business","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sunset Blvd.","-'Hitch-hikers' W. of Highland","Cruising Areas","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sunset Point Resort","(Bunkhouse)(Beer & wine bar)(Campground, hot tubs, etc.)(See ad p. 22)","Bars/Clubs,Hotel","Clearlake","CA","United States","Bob Damron's Address Book",1981,"","Clearlake, CA, United States",-122.6263728,38.9582307,"clearlake, ca, usa"
"Sunset Point Resort","(Bunkhouse) (Beer & wine bar) (R - Brunch WE) (P.O. Box 455), Clear Lake Oaks, CA 95423 (707) 998-1451","Restaurant,Hotel","Clearlake","CA","United States","Bob Damron's Address Book",1983,"","Clearlake, CA, United States",-122.6263728,38.9582307,"clearlake, ca, usa"
"Sushi Fune","(Japanese R)","Restaurant","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sushi Man","(Japanese)","Restaurant","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sutro Bath House","(Both sexes)(Sun. Women only - Tues. Men only)","Bathhouses","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sutro Bath House","(Both sexes)","Bathhouses","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sutter Medical Group","(Walk -in emergency and general medical clinic - VD treatment & check-ups)(Open 10am - 10pm daily) Tel: 441-6930","Health Clinic","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sutter Medical Group","(Walk-in emergency and general medical clinic - VD treatment & check-ups)","Health Clinic","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sutter Medical Group","(Walk-in emergency and general medical clinic - VD treatment & check-ups) at Noe","Health Clinic","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sutter's Mill","(Good days - closes at 10pm)","Restaurant","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sutter's Mill","(Good days - closes at 10 pm)","Restaurant","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Swap Meat","('Wild back room')","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sweet Lips Saloon","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sweet Water","(Good days)(cruisy)(Liquor)","Bars/Clubs,Cruising Areas","Long Beach","CA","United States","Bob Damron's Address Book",1983,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Swingers Books","","Book Store","Chico","CA","United States","Bob Damron's Address Book",1983,"","Chico, CA, United States",-121.8374777,39.7284944,"chico, ca, usa"
"Tap Room","(Entrance next door to R) Coast Inn","Bars/Clubs","Laguna Beach","CA","United States","Bob Damron's Address Book",1981,"","Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"Tap Room","(WE*) (Entrance next door to R) Coast Inn","Bars/Clubs","Laguna Beach","CA","United States","Bob Damron's Address Book",1983,"","Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"Tara","","Hotel","Palm Springs","CA","United States","Bob Damron's Address Book",1981,"","Palm Springs, CA, United States",-116.5452921,33.8302961,"palm springs, ca, usa"
"Tara","","Hotel","Palm Springs","CA","United States","Bob Damron's Address Book",1983,"","Palm Springs, CA, United States",-116.5452921,33.8302961,"palm springs, ca, usa"
"Taste of Leather","(Leather & erotica) Upstairs at Febe's","Erotic Shop","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Taylor of S.F.","(Leather & erotica)","Erotic Shop","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Taylor of S.F.","(Leather & erotica) & shop at the Ramrod","Erotic Shop","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Taylor's","","Restaurant","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Tea Room Theatre","","Theatre","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Tea Room Theatre","","Theatre","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Tee Cee's","(Liquor) nr. Atlantic","Bars/Clubs,Restaurant","Long Beach","CA","United States","Bob Damron's Address Book",1983,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Tender Trap","","Bars/Clubs","Pomona","CA","United States","Bob Damron's Address Book",1981,"","Pomona, CA, United States",-117.7499909,34.055103,"pomona, ca, usa"
"Tender Trap","(S - WE)","Bars/Clubs","Pomona","CA","United States","Bob Damron's Address Book",1983,"","Pomona, CA, United States",-117.7499909,34.055103,"pomona, ca, usa"
"Texaco Truck STop","I-10, E. of I-15 E.","Cruising Areas","San Bernardino","CA","United States","Bob Damron's Address Book",1981,"","San Bernardino, CA, United States",-117.2897652,34.1083449,"san bernardino, ca, usa"
"Texaco Truck Stop","E. of I-15 E.","Cruising Areas","San Bernardino","CA","United States","Bob Damron's Address Book",1983,"","San Bernardino, CA, United States",-117.2897652,34.1083449,"san bernardino, ca, usa"
"The 21st Street Baths","","Bathhouses","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The 21st Street Baths","","Bathhouses","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Advocate","(Publication) Suite 225","Publication","San Mateo","CA","United States","Bob Damron's Address Book",1983,"","San Mateo, CA, United States",-122.3255254,37.5629917,"san mateo, ca, usa"
"The Arms","(Looks Promising)","Restaurant","Fresno","CA","United States","Bob Damron's Address Book",1981,"","Fresno, CA, United States",-119.7871247,36.7377981,"fresno, ca, usa"
"The Bluffs","#NAME?","Cruising Areas","Long Beach","CA","United States","Bob Damron's Address Book",1981,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"The Bookstore","(Cruisy eves *)","Book Store,Cruising Areas","Salinas","CA","United States","Bob Damron's Address Book",1983,"","Salinas, CA, United States",-121.6555013,36.6777372,"salinas, ca, usa"
"The Company","(Disco)","Bars/Clubs","Davis","CA","United States","Bob Damron's Address Book",1981,"","Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa"
"The Company","(Disco)","Bars/Clubs","Davis","CA","United States","Bob Damron's Address Book",1983,"","Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa"
"The Company","(Disco)","Bars/Clubs","Davis","CA","United States","Bob Damron's Address Book",1983,"","Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa"
"The Corner","(Some L)","Bars/Clubs","Paramount","CA","United States","Bob Damron's Address Book",1983,"","Paramount, CA, United States",-118.1597911,33.8894598,"paramount, ca, usa"
"The Horse","('Picking up')","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"The Inn","'- Tahoe (Resort)(jacuzzi & beach) Tel: (916) 546-2444 (See ad p. 105)","Hotel","Lake Tahoe","CA","United States","Bob Damron's Address Book",1981,"","Lake Tahoe, CA, United States",NA,NA,NA
"The Inn San Francisco","","Hotel","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Inn San Francisco","","Hotel","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Jack's","","Restaurant","Nevada City","CA","United States","Bob Damron's Address Book",1981,"","Nevada City, CA, United States",-121.0160594,39.2615606,"nevada city, ca 95959, usa"
"The Jack's","","Restaurant","Nevada City","CA","United States","Bob Damron's Address Book",1983,"","Nevada City, CA, United States",-121.0160594,39.2615606,"nevada city, ca 95959, usa"
"The Leathermaker","(Clothes, etc)","Erotic Shop","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"The Palms","(L-late)","Restaurant","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"The Palms","(L - only)","Restaurant","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"The Paperback","(Books)","Book Store","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Paperback","(Books)","Book Store","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Pier","(Late afternoons)","Cruising Areas","Ventura","CA","United States","Bob Damron's Address Book",1981,"","Ventura, CA, United States",-119.2945199,34.2804923,"ventura, ca, usa"
"The Pier","(Late afternoons)","Cruising Areas","Ventura","CA","United States","Bob Damron's Address Book",1983,"","Ventura, CA, United States",-119.2945199,34.2804923,"ventura, ca, usa"
"The Toilet","(Telephone club) (415) 826-8072","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Toilet","(Telephone club)(415) 826-8072","Hotline","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Tubs","(Baths)","Bathhouses","Palo Alto","CA","United States","Bob Damron's Address Book",1981,"","Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa"
"The Voice","(Publication)","Publication","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
