"X","title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","...1","ID","amenityfeatures","Year"
NA,"Gaspipe","(Head shop)","Bars/Clubs","9195 Forest Lane","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7428673,32.9092389,NA,77986,"5361",NA,1988
NA,"Hidden Door",NA,"Bars/Clubs","5025 Bowser at Mahanna","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8185996,32.8242977,NA,77989,"5364","(SM),(W),(*)",1988
NA,"Hideaway","(Patio)","Bars/Clubs","4144 Buena Vista","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7948927,32.8168739,NA,77990,"5365","(OC),(E)",1988
NA,"High Country",NA,"Bars/Clubs","3121 Inwood","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8306206,32.8263339,NA,77991,"5366","(L),(C&W),(D)",1988
NA,"Hunky's","(Burgers)","Restaurant","4000 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8111322,32.8111293,NA,77992,"5367","(R),(*)",1988
NA,"J.R's","(R-Hamburgers)(Chic Castro-like cruise
bar)","Restaurant","3923 Cedar Springs at Throckmorton","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7969879,32.7766642,NA,77993,"5368","(*),(R),(YC)",1988
NA,"Jug's","(Diesels)","Bars/Clubs","3414 Kings Rd.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8184777,32.8215655,NA,77994,"5369","(OC),(L),(D),(PT)",1988
NA,"La Cage","P-viewing rooms— 3 large screen
auditoriums, one L only)","Cruising Areas,Theatre","1812 W. Mockingbird","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8552862,32.8220798,NA,77995,"5370","(*),(V),(F&S),(P),(L)",1988
NA,"Lobo Book Store",NA,"Book Store","4008-C Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8112096,32.8113913,NA,77996,"5371",NA,1988
NA,"M.C.C.",NA,"Religious Institution","Dallas 2701 Reagan","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.813775,32.807854,NA,77997,"5372","(MCC)",1988
NA,"Melrose Hotel",NA,"Hotel","3015 Oak Lawn at Cedar Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8029993,32.8096731,NA,77998,"5373","(M),(H)",1988
NA,"Midtowne Spa","(Baths) (Gym)","Bathhouses,Gym","2509 Pacific","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7892098,32.7851066,NA,77999,"5374","(IGHC),(*)",1988
NA,"New Village Station","(Disco)","Bars/Clubs","3911 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8110709,32.810535,NA,78000,"5375","(D)",1988
NA,"No Name Bar","(Some OC)","Cruising Areas,Bars/Clubs","2513 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7838107,32.8123356,NA,78001,"5376","(W),(OC)",1988
NA,"North Forty Saloon",NA,"Bars/Clubs","6316 Denton Dr.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8390816,32.8287006,NA,78002,"5377","(L)",1988
NA,"Oaklawn Travel",NA,"Travel Service","4009 Lemmon","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8085907,32.8137387,NA,78003,"5378","(IGTA)",1988
NA,"Panda's","(R-Chinese)","Restaurant","3917 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8111128,32.8106643,NA,78004,"5379","(R)",1988
NA,"Patrick's","(Cabaret)","Cruising Areas,Bars/Clubs","2629 Oak Lawn","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8029993,32.8096731,NA,78005,"5380","(PE),(E),(*),(V),(D)",1988
NA,"Pirates Cove",NA,"Restaurant","3901 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8106388,32.8105405,NA,78006,"5381","(R)",1988
NA,"Reservation Desk",NA,"Travel Service","3701 Fairmount St.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8128699,32.8041125,NA,78007,"5382","(IGTA),(*)",1988
NA,"Round-Up Saloon","(Disco) (Square D- lessons)","Bars/Clubs","3914 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8103948,32.8105759,NA,78008,"5383","(*),(C&W),(D)",1988
NA,"Sparks","(New wave)","Bars/Clubs","4411 Lemmon","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8134559,32.8181643,NA,78009,"5384","(M),(V),(D),(PE)",1988
NA,"Stark Club","(Very M) (Trendy)","Bars/Clubs","703 Mckinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8090989,32.7833849,NA,78010,"5385","(M)",1988
NA,"Steak 'n' Eggs",NA,"Restaurant","3849 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8100554,32.8100874,NA,78011,"5386","(M),(R),(C)",1988
NA,"Texas Territory","(Gogoboys)(Hustlers)","Bars/Clubs","2508 N. Fitzugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7832766,32.8126361,NA,78012,"5387","(PT)",1988
NA,"Throckmorton Mining Co.","(T.M.C.) (Macho)","Cruising Areas","3014 Throckmorton","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8114048,32.8106421,NA,78013,"5388","(*),(PT)",1988
NA,"T.R. II","(High tech)(Macho)(Disco)(Sun.-E)","Bars/Clubs","5029 Lemmon Ave.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8195309,32.8230865,NA,78014,"5389","(D),(AH),(*)",1988
NA,"Tramps","(Disco)","Bars/Clubs","4117 Maple Ave.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8171293,32.8064497,NA,78015,"5390","(*),(SM),(D),(AH)",1988
NA,"Tressel",NA,"Bars/Clubs","412 S. Haskel","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.768503,32.787051,NA,78016,"5391","(SM)",1988
NA,"Union Jack","(Clothing store)","Business","3918 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8104768,32.8107667,NA,78017,"5392",NA,1988
NA,"Wok","(Chinese R)","Restaurant","4006 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8111317,32.8113417,NA,78018,"5393","(M),(R)",1988
NA,"Back Stage Deli","(Open until 4am)","Restaurant","17630 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.106891,42.420919,NA,81996,"3229","(R),(M)",1989
NA,"Back Street","(Disco) (Also pulse)","Bars/Clubs","15606 Joy at Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.199141,42.35857,NA,81997,"3230","(*),(YC)",1989
NA,"Bingo's","(Some B)","Bars/Clubs","7101 Puritan","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1428656,42.4096901,NA,81998,"3231","(S),(B)",1989
NA,"CT's","(Cock Trap) (Go go boys)","Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1970223,42.3636684,NA,81999,"3232",NA,1989
NA,"Chosen Books",NA,"Book Store","940 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.115386,42.417851,NA,82000,"3233","(*)",1989
NA,"Club 49",NA,"Restaurant","9217 E. Jefferson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.985221,42.3587269,NA,82001,"3234","(R),(E)",1989
NA,"Cruise Club","(Disco) (Inkster)","Theatre","1641 Middlebelt Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3292967,42.2980299,NA,82002,"3235","(V),(YC),(*)",1989
NA,"Cruise Magazine","(Publication)","Publication","19136 Woodward North","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0457538,42.331427,NA,82003,"3236",NA,1989
NA,"Deck","(Open 12 noon)","Bars/Clubs","14901 E. Jefferson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9394009,42.3752009,NA,82004,"3237","(E)",1989
NA,"Detroit Eagle","(Levi)","Bars/Clubs","1501 Holden","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0851869,42.3630305,NA,82005,"3238","(SM),(W),(*)",1989
NA,"Dignity",NA,"Religious Institution","P.O. Box 32874, 48232","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.045754,42.331427,NA,82006,"3239",NA,1989
NA,"Famous Door","(Disco)","Bars/Clubs","1256 Griswald","Detroit","MI",NA,"Damron's Guide",NA,"at State",NA,NA,-83.0495011,42.333382,NA,82007,"3240","(B),(YC),(*)",1989
NA,"Fifth Wheel Adult Books",NA,"Book Store","9320 Michigan Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1546612,42.3285441,NA,82008,"3241","(M)",1989
NA,"Flex Complex","(Health Club)","Health Clinic","7646 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0748773,42.3731291,NA,82009,"3242",NA,1989
NA,"Footlights","(Cabaret)","Bars/Clubs","17630 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.106891,42.420919,NA,82010,"3243","(*)",1989
NA,"Gas Station","(Fill 'er up!) (Enter thru rear parking lot)","Bars/Clubs","19106 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1146271,42.4324569,NA,82011,"3244","(D),(YC),(V),(PT),(*)",1989
NA,"Gigi's","(L-dwnstrs) (Men-upstrs) (Mon. nights*) (Rear ent.)","Bars/Clubs","16920 W. Warren","Detroit","MI",NA,"Damron's Guide",NA,"nr. Southfield",NA,NA,-83.2112586,42.3436283,NA,82013,"3246","(D),(L),(*)",1989
NA,"Glass House",NA,"Restaurant","950 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.115622,42.417889,NA,82014,"3247","(R),(AH),(B)",1989
NA,"Gold Coast","(Disco) (Go go boys)","Bars/Clubs","2971 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0725873,42.4331029,NA,82015,"3248","(*)",1989
NA,"Hayloft Saloon",NA,"Bars/Clubs","8070 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1963295,42.3520668,NA,82016,"3249","(C&W),(D),(OC),(PT)",1989
NA,"Heaven","(Disco) (No booze) (Above 'Gas Station')","Bars/Clubs","19106 1/2 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1146271,42.4324569,NA,82017,"3250","(AH),(YC),(*)",1989
NA,"Ken's",NA,"Bars/Clubs","18931 N. Warren","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0146526,42.5144566,NA,82018,"3251","(*),(N)",1989
NA,"Laura's",NA,"Bars/Clubs","19326 Conant","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0755854,42.4359017,NA,82019,"3252","(D),(L)",1989
NA,"M.O.H.R.","(Gay Info Line) (313) 537-6647","Hotline","19641 W. Seven Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2364228,42.4294452,NA,82021,"3254",NA,1989
NA,"Menjo's Uptown","(Disco)","Bars/Clubs","928 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1153867,42.4178367,NA,82022,"3255","(*),(YC)",1989
NA,"Metra","(Publication)","Publication","P.O. Box 20070","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.045754,42.331427,NA,82023,"3256",NA,1989
NA,"Motor City Business Forum",NA,"Business","17344 W. 12 Mile Rd., Suite 20, Southfield 48076","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2186986,42.5029432,NA,82024,"3257",NA,1989
NA,"New York Book Store",NA,"Book Store","17530 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1063888,42.4200818,NA,82025,"3258","(B)",1989
NA,"Off Broadway East","(Disco)","Bars/Clubs","12215 Harper Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9816507,42.3996245,NA,82026,"3259","(YC)",1989
NA,"R & R","adj/ 'Corral' (Levi)","Bars/Clubs","6918 Michigan Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1299368,42.3314542,NA,82027,"3260","(D),(W),(*)",1989
NA,"Railroad Crossing",NA,"Bars/Clubs","6640 E. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0761027,42.4470455,NA,82028,"3261","(*),(L),(D)",1989
NA,"Rhinoceros",NA,"Restaurant","265 Riopelle","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0302374,42.3335098,NA,82029,"3262","(R),(M)",1989
NA,"Rollerdome","(Gay Tue. nights - check with Cruise Mag.)","Bars/Clubs","8832 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.196645,42.3587583,NA,82030,"3263",NA,1989
NA,"Roscoe's Junktown",NA,"Bars/Clubs","5601 W. Fort St.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.095872,42.309401,NA,82031,"3264","(N)",1989
NA,"Salute","(Bar & R)","Restaurant","17546 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.106544,42.4202478,NA,82032,"3265","(R),(*)",1989
NA,"TNT Health Club","(Spa)","Bathhouses","13333 W. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3678983,42.4407732,NA,82033,"3266","(*)",1989
NA,"Taboo","(Disco) (Sun*)","Bars/Clubs","1940 Woodbridge","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0267915,42.335452,NA,82034,"3267","(*)",1989
NA,"The Other Side",NA,"Bars/Clubs","16801 Plymouth","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2109238,42.3720835,NA,82035,"3268","(N)",1989
NA,"Tiffany's","(Some W) (Crazy days Sun)","Bars/Clubs","17436 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1059363,42.4193513,NA,82036,"3269","(YC),(W),(*)",1989
NA,"Todd's Sway Lounge","(Disco) (New Wave) (B-WE)","Bars/Clubs","8139 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0216235,42.4343271,NA,82037,"3270","(YC),(B),(WE)",1989
NA,"Todd's Other Side","(Disco) (New Wave) (B-WE)","Bars/Clubs","8139 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0216235,42.4343271,NA,82038,"3271","(YC),(B),(WE)",1989
NA,"Toobes",NA,"Theatre","1028 W. 7Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0929449,42.4323269,NA,82039,"3272","(V)",1989
NA,"Trixx","(Disco) (New Wave)","Bars/Clubs","870 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1141386,42.4178614,NA,82040,"3273","(YC),(*)",1989
NA,"Ultra Tan","(Tanning Salon)","Business","24486 W. 10 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2842147,42.471911,NA,82041,"3274",NA,1989
NA,"Underground",NA,"Bars/Clubs","15535 W. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,"at Greenfield",NA,NA,-83.321484,42.4415093,NA,82042,"3275","(L),(D)",1989
NA,"Uptown Book Stores",NA,"Book Store","16549 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1053705,42.4174251,NA,82043,"3276","(*)",1989
NA,"Uptown Book Stores",NA,"Book Store","16401 W. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.321484,42.4415093,NA,82044,"3277","(*)",1989
NA,"Wood Six Twin Theater","(All Male)","Theatre","16541 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1052423,42.4173826,NA,82045,"3278",NA,1989
NA,"Woodward Cocktail Lounge","(No sign, but don't miss it!) (Rear entrance after 6pm)","Restaurant,Bars/Clubs","6426 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0721051,42.3689354,NA,82046,"3279","(*),(D),(R)",1989
NA,"AVR","(Books, etc.)","Book Store","426 S.E. Grand","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6605886,45.5196087,NA,83434,"4667",NA,1989
NA,"C.C. Slaughter's","(Cruisy) (Some YC)","Restaurant,Bars/Clubs,Cruising Areas","1014 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.681617,45.522011,NA,83437,"4670","(*),(YC),(R),(D)",1989
NA,"Club 927","(Disco)","Bars/Clubs","927 S.E. Morrison","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6562575,45.5174509,NA,83438,"4671","(L)",1989
NA,"Club Portland","(Spa) (A Continental Club Bath)","Hotel,Bathhouses","303 S.W. 12th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6834309,45.5227888,NA,83439,"4672","(*),(IGHC),(H),(YC)",1989
NA,"Darcelle XV Tavern","(Drag-S) (Some L) (Tourist)","Restaurant","208 N.W. 3rd St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.7873187,45.5986823,NA,83440,"4673","(S),(L),(R)",1989
NA,"Dignity",NA,"Religious Institution","P.O. Box 5427, 97228","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.678385,45.515232,NA,83441,"4674",NA,1989
NA,"Dirty Duck Tavern",NA,"Bars/Clubs","439 N.W. 3rd","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6737859,45.5264011,NA,83442,"4675","(N)",1989
NA,"Dugan's",NA,"Restaurant","1441 N.E. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6506526,45.5351772,NA,83443,"4676","(R),(M)",1989
NA,"Embers","(The Avenue Disco)","Restaurant","110 N.W. Broadway","Portland","OR",NA,"Damron's Guide",NA,"at Couch",NA,NA,-122.6772242,45.5239836,NA,83444,"4677","(*),(YC),(L),(E),(R),(AH)",1989
NA,"Fish Grotto","(Disco) (Bar&R)","Restaurant","1035 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6818283,45.5223861,NA,83445,"4678","(R),(*)",1989
NA,"Flossie's","(Hustlers)","Bars/Clubs","1217 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.67463,45.5204767,NA,83446,"4679","(RT),(PT),(*)",1989
NA,"Hamburger Mary's",NA,"Restaurant","840 S.W. Park","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6806815,45.5184889,NA,83448,"4681","(*),(R),(M)",1989
NA,"Hard Times","(Books)","Book Store","311 N.W. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.677814,45.5254385,NA,83449,"4682",NA,1989
NA,"Hobo's Inn",NA,"Restaurant","120 N.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6732813,45.5242541,NA,83450,"4683","(R),(E),(*)",1989
NA,"Joq's",NA,"Bars/Clubs","1422 N.E. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6509477,45.5348404,NA,83451,"4684","(PT)",1989
NA,"Just Out","(Publication)","Publication","P.O. Box 15117, 97215","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.678385,45.515232,NA,83452,"4685",NA,1989
NA,"Leatherworks","(Clothes, etc.)","Business","2908 S.E. Belmont","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6358713,45.516256,NA,83453,"4686",NA,1989
NA,"Oregon Gay News","(503)222-0017","Book Store","P.O. Box 2206, 97208","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.678709,45.528707,NA,83454,"4687",NA,1989
NA,"Old Wives Tale",NA,"Restaurant","1300 E. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6523974,45.5226528,NA,83456,"4689","(R),(L),(M)",1989
NA,"Olympic Steam Bath","Downtown (10am-11pm)","Bathhouses","509 S.W. 4th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.676226,45.519704,NA,83457,"4690",NA,1989
NA,"Olympic Steam Bath","Uptown (Open 24hrs.) (Massages)","Bathhouses","531 S.W. 12th St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.683909,45.5214564,NA,83458,"4691",NA,1989
NA,"Primary Domain","(Disco)","Bars/Clubs","1033 N.W. 16th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6876963,45.5305504,NA,83459,"4692","(L),(*)",1989
NA,"Ray's Ordinary Bar & Grille",NA,"Restaurant","317 N.W. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6778385,45.5255129,NA,83460,"4693","(N),(E),(PT),(R),(*)",1989
NA,"Roxy Hearts",NA,"Restaurant","1121 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6824975,45.5225977,NA,83461,"4694","(R),(E),(M)",1989
NA,"Sin City Adult Books",NA,"Book Store","838 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.675973,45.517006,NA,83464,"4697",NA,1989
NA,"Starky's",NA,"Restaurant","2913 S.E. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6356422,45.5195418,NA,83465,"4698","(R),(*)",1989
NA,"The Store","(Cards & gifts)","Book Store","804 S.W. 10th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6823797,45.5190677,NA,83467,"4700",NA,1989
NA,"Twenty-Third Ave. Books",NA,"Book Store","1015 N.W. 23rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6987429,45.5300973,NA,83468,"4701",NA,1989
NA,"Woman's Place Bookstore",NA,"Book Store","1431 N.E. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6508324,45.5351931,NA,83469,"4702","(L)",1989
NA,"Arena","(Cruisy) (Patio)","Bars/Clubs,Cruising Areas","4025 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8168123,32.8060897,NA,83974,"5207","(*),(D)",1989
NA,"Big Daddies","(Disco) (Cruisy)","Bars/Clubs,Cruising Areas","3913 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8110754,32.8107397,NA,83976,"5209",NA,1989
NA,"Blue Mill",NA,"Restaurant","3909 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8110319,32.8107056,NA,83977,"5210","(R),(E),(*)",1989
NA,"Buddie's","(Some L)","Bars/Clubs","3514 Mahanna","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8195288,32.8242021,NA,83978,"5211","(L)",1989
NA,"Ciao",NA,"Restaurant","3921 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8112555,32.8103325,NA,83979,"5212","(R)",1989
NA,"Circuit",NA,"Bars/Clubs","4020 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7969879,32.7766642,NA,83980,"5213","(N)",1989
NA,"Club Body Center","(Spa)","Bathhouses","2616 Swiss","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7880611,32.7867706,NA,83981,"5214","(*),(IGHC)",1989
NA,"Club Clearview","(Very M) (Disco) (Sun. only)","Bars/Clubs","2806 Elm","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.783315,32.784486,NA,83982,"5215","(M),(YC),(*)",1989
NA,"Crews Inn","(Levi) (Cruisy) (Patio)","Bars/Clubs,Cruising Areas","3215 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7934028,32.8165762,NA,83983,"5216","(*),(D),(PT)",1989
NA,"Crossroads Market","(Books, gifts, etc.)","Book Store","3930 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8107444,32.8110753,NA,83984,"5217",NA,1989
NA,"Dallas Voice","(Publication) (214)251-3239","Publication","2525 Wycliff","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8191479,32.8110156,NA,83986,"5219",NA,1989
NA,"Eagle Creek",NA,"Bars/Clubs","2515 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7838891,32.8124282,NA,83987,"5220","(N),(W)",1989
NA,"Eagles Nest","(Levi)","Bars/Clubs","5727 Nash","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.831045,32.8267499,NA,83988,"5221",NA,1989
NA,"Eight Day","(Hustlers)","Bars/Clubs","2509 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7837218,32.8122391,NA,83989,"5222","(RT)",1989
NA,"Fitness Gym",NA,"Gym","2525 Inwood","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.836395,32.8220943,NA,83990,"5223","(M),(*)",1989
NA,"Golden Unicorn","(Disco)","Bars/Clubs","2615 Inwood","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8351209,32.822799,NA,83992,"5225","(L)",1989
NA,"Hidden Door","(Levi)","Bars/Clubs","5025 Bowser","Dallas","TX",NA,"Damron's Guide",NA,"at Mahanna",NA,NA,-96.818834,32.8246522,NA,83993,"5226","(*),(W)",1989
NA,"Hideaway",NA,"Bars/Clubs","4144 Buena Vista","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7948927,32.8168739,NA,83994,"5227","(OC),(E)",1989
NA,"High Country",NA,"Bars/Clubs","3121 Inwood","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8306206,32.8263339,NA,83995,"5228","(L),(C&W),(D)",1989
NA,"Hunky's","(Burgers)","Restaurant","4000 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8111322,32.8111293,NA,83996,"5229","(R),(*)",1989
NA,"J.R.'s","(Cruisy) (Preppie) (Fun)","Bars/Clubs,Cruising Areas","3923 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,"at Throckmorton",NA,NA,-96.8112868,32.8108039,NA,83997,"5230","(*),(YC)",1989
NA,"John L's","(Cabaret)","Bars/Clubs","2525 Wycliff","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8191479,32.8110156,NA,83998,"5231",NA,1989
NA,"Jug's","(Diesels)","Bars/Clubs","3414 Kings Rd.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8184777,32.8215655,NA,83999,"5232","(PT),(D),(L),(OC)",1989
NA,"La Cage","(Videos) (Mags) (Peeps) (Cruisy)","Bars/Clubs,Cruising Areas","1812 W. Mockingbird","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8552862,32.8220798,NA,84000,"5233","(*)",1989
