"title","description","type","city","state","country","publication","year","notes"
"Trosper Park","","Cruising Areas","Oklahoma City","OK","United States","Bob Damron's Address Book",1983,""
"Troubadour Lounge","(Disco)(Also Down/Under - basement some SM, W)(Opens 3:30 daily, 9pm Sundays)","Bars/Clubs","Youngstown","OH","United States","Bob Damron's Address Book",1981,""
"Troubadour Lounge","(Macho)(Disco)(Cruisy) (Use side door off Indianola)","Bars/Clubs,Cruising Areas","Youngstown","OH","United States","Bob Damron's Address Book",1983,""
"Truck Stop","Exit 31","Cruising Areas","Pine Grove","PA","United States","Bob Damron's Address Book",1981,""
"Truck Stop","Exit 31","Cruising Areas","Pine Grove","PA","United States","Bob Damron's Address Book",1983,""
"Truck Stop","(Some YC, W, SM)(Disco) 2 mi. from Overpass on old Baton
Rouge Hwy.","Bars/Clubs","Alexandria","LA","United States","Bob Damron's Address Book",1983,""
"Truck Stops of America","","Cruising Areas","Spartanburg","SC","United States","Bob Damron's Address Book",1983,""
"Trucks","(Cruise bar)","Bars/Clubs,Cruising Areas","Boston","MA","United States","Bob Damron's Address Book",1983,""
"Truth Chapel","M.C.C.","Religious Institution","Tuscon","AZ","United States","Bob Damron's Address Book",1981,""
"Tuam & S. Main","","Cruising Areas","Houston","TX","United States","Bob Damron's Address Book",1981,""
"Tucker's Tavern","(Cruisy)","Bars/Clubs,Cruising Areas","Charleston","SC","United States","Bob Damron's Address Book",1981,""
"Tuey's","(Disco) (No sign - enter thru back door in rear) at Jefferson","Restaurant,Bars/Clubs","Savannah","GA","United States","Bob Damron's Address Book",1981,""
"Tug's Belltown Tavern","","Bars/Clubs","Seattle","WA","United States","Bob Damron's Address Book",1981,""
"Tug's Tavern","(Looking better)","Bars/Clubs","Seattle","WA","United States","Bob Damron's Address Book",1983,""
"Tulane U.","Student Union T-Rooms","Cruising Areas","New Orleans","LA","United States","Bob Damron's Address Book",1981,""
"Tulane U.","Library T-Rooms","Cruising Areas","New Orleans","LA","United States","Bob Damron's Address Book",1981,""
"Tulane U.","Cafeteria T-Rooms","Cruising Areas","New Orleans","LA","United States","Bob Damron's Address Book",1981,""
"Tulane U.","(T-Rooms) (Cafeteria)","Cruising Areas","New Orleans","LA","United States","Bob Damron's Address Book",1983,""
"Tulane U.","(T-Rooms) (Student Union)","Cruising Areas","New Orleans","LA","United States","Bob Damron's Address Book",1983,""
"Tulane U.","(T-Rooms) (Library)","Cruising Areas","New Orleans","LA","United States","Bob Damron's Address Book",1983,""
"Tulsa Mining Co.","(Beer only)","Bars/Clubs","Tulsa","OK","United States","Bob Damron's Address Book",1983,""
"Turkish Baths","(Some OC)","Bathhouses","Baltimore","MD","United States","Bob Damron's Address Book",1983,""
"Turner St. betw. 9th & 10th","","Cruising Areas","Allentown","PA","United States","Bob Damron's Address Book",1983,""
"Turquoise Club","(Disco)(WE*)(Opens 6am)","Bars/Clubs","Pueblo","CO","United States","Bob Damron's Address Book",1981,""
"Turquoise Club","","Bars/Clubs","Pueblo","CO","United States","Bob Damron's Address Book",1983,""
"Tush","","Bars/Clubs","New Orleans","LA","United States","Bob Damron's Address Book",1981,""
"Twelve-Seventy Club","(3 floors)(Disco)","Bars/Clubs","Boston","MA","United States","Bob Damron's Address Book",1981,""
"Twelve-Seventy Club","(Some Hip, YC, L)(3 floors)(Disco)","Bars/Clubs","Boston","MA","United States","Bob Damron's Address Book",1983,""
"Twin Cities News","(Books) Twin Cities Shopping Plaza,","Book Store","Berlin","VT","United States","Bob Damron's Address Book",1981,""
"Twin Cities News","(Books) Twin Cities Shopping Plaza","Book Store","Berlin","VT","United States","Bob Damron's Address Book",1983,""
"Twin City Mall Shopping Center","(Sat. afternoons)","Cruising Areas","Monroe","LA","United States","Bob Damron's Address Book",1983,""
"Twins","(Disco)","Bars/Clubs","Houston","TX","United States","Bob Damron's Address Book",1983,""
"Two-Forty-Seven Bar","(Cruisy)(Good afternoons)","Bars/Clubs,Cruising Areas","Philadelphia","PA","United States","Bob Damron's Address Book",1981,""
"Two-Forty-Seven Bar","(Cruisy)(Good afternoons)","Bars/Clubs,Cruising Areas","Philadelphia","PA","United States","Bob Damron's Address Book",1983,""
"Two-One-Eight Club","(Disco)(Supposedly opening in spring of '80)","Bars/Clubs","Austin","TX","United States","Bob Damron's Address Book",1981,""
"Twy-Light","(Some L)(S - WE*) 2467 Cleveland","Bars/Clubs","Columbus","OH","United States","Bob Damron's Address Book",1981,""
"Twy-Light","(Some L)","Bars/Clubs","Columbus","OH","United States","Bob Damron's Address Book",1983,""
"Tycoon's","(Some B)","Bars/Clubs","Murpheesboro","TN","United States","Bob Damron's Address Book",1983,""
"Tyson Place","(Can enter thru rear of Leon's)","Restaurant","Baltimore","MD","United States","Bob Damron's Address Book",1981,""
"Tyson Place","(Can enter thru rear of Leon's)","Restaurant","Baltimore","MD","United States","Bob Damron's Address Book",1983,""
"U .N .O .","(T-Room) (Biz. Admin. Bldg.)","Cruising Areas","New Orleans","LA","United States","Bob Damron's Address Book",1983,""
"U .N .O .","(Library)","Cruising Areas","New Orleans","LA","United States","Bob Damron's Address Book",1983,""
"U of H","(George Hall)","Cruising Areas","Honolulu","HI","United States","Bob Damron's Address Book",1983,""
"U. o f Nebraska","T-Room (Library)","Cruising Areas","Lincoln","NE","United States","Bob Damron's Address Book",1983,""
"U. of Alabama at Tuscaloosa","Ferguson Center","Cruising Areas","Tuscaloosa","AL","United States","Bob Damron's Address Book",1981,""
"U. of Alabama at Tuscaloosa","Library T-Rooms","Cruising Areas","Tuscaloosa","AL","United States","Bob Damron's Address Book",1981,""
"U. of Alabama at Tuscaloosa","(T-Rooms) (Library)","Cruising Areas","Tuscaloosa","AL","United States","Bob Damron's Address Book",1983,""
"U. of Alabama at Tuscaloosa","(Ferguson Center)","Cruising Areas","Tuscaloosa","AL","United States","Bob Damron's Address Book",1983,""
"U. of Alabama at Tuscaloosa","(2nd floor T-Room) (Old Union Bldg.)","Cruising Areas","Tuscaloosa","AL","United States","Bob Damron's Address Book",1983,""
"U. of Alaska","Wood Ctr.","Cruising Areas","Fairbanks","AK","United States","Bob Damron's Address Book",1981,""
"U. of Alaska","Gym","Cruising Areas","Fairbanks","AK","United States","Bob Damron's Address Book",1981,""
"U. of Alaska","(Library)","Cruising Areas","Fairbanks","AK","United States","Bob Damron's Address Book",1983,""
"U. of Alaska,","","Cruising Areas","Fairbanks","AK","United States","Bob Damron's Address Book",1981,""
"U. of Alaska, Library","","Cruising Areas","Fairbanks","AK","United States","Bob Damron's Address Book",1981,""
"U. of Arizona","- Econ. Bld. - 1st floor T-Room","Cruising Areas","Tucson","AZ","United States","Bob Damron's Address Book",1981,""
"U. of Arizona","(Library)","Cruising Areas","Tucson","AZ","United States","Bob Damron's Address Book",1983,""
"U. of Arizona","(1st floor T-Room) (Econ. Bldg)","Cruising Areas","Tucson","AZ","United States","Bob Damron's Address Book",1983,""
"U. of Arkansas","- Old Main Hall 'T-Room'","Cruising Areas","Fayetteville","AR","United States","Bob Damron's Address Book",1981,""
"U. of Arkansas","(T-Room) (Old Main Hall)","Cruising Areas","Fayetteville","AR","United States","Bob Damron's Address Book",1983,""
"U. of C.","Teachers College Bldg. T-Room","Cruising Areas","Cincinnati","OH","United States","Bob Damron's Address Book",1981,""
"U. of C.","(T-Room) (Teachers College Bldg.)","Cruising Areas","Cincinnati","OH","United States","Bob Damron's Address Book",1983,""
"U. of Ga.","Main Library, (5th, 6th & 8th floor T-Rooms)","Cruising Areas","Athens","GA","United States","Bob Damron's Address Book",1981,""
"U. of Ga.","Stegeman Hall","Cruising Areas","Athens","GA","United States","Bob Damron's Address Book",1981,""
"U. of Ga.","Gym Steam Room","Cruising Areas","Athens","GA","United States","Bob Damron's Address Book",1981,""
"U. of Ga.","Peabody Hall Basement T-Room","Cruising Areas","Athens","GA","United States","Bob Damron's Address Book",1981,""
"U. of Ga.","(Gym Steam Room) (Stegeman Hall)","Cruising Areas","Albany","GA","United States","Bob Damron's Address Book",1983,""
"U. of Ga.","(Basement T-Room) (Peabody Hall)","Cruising Areas","Athens","GA","United States","Bob Damron's Address Book",1983,""
"U. of Ga.","(T-Rooms) (Science Library Main floor)","Cruising Areas","Albany","GA","United States","Bob Damron's Address Book",1983,""
"U. of Ga.","(5th, & 6th floor T-Rooms) (Main Library)","Cruising Areas","Albany","GA","United States","Bob Damron's Address Book",1983,""
"U. of Hawaii","(Hilo Art Bldg.)","Cruising Areas","Hilo","HI","United States","Bob Damron's Address Book",1983,""
"U. of Idaho","Classroom Center T-Room","Cruising Areas","Moscow","ID","United States","Bob Damron's Address Book",1981,""
"U. of Idaho","(T-Room) (Classroom Center)","Cruising Areas","Moscow","ID","United States","Bob Damron's Address Book",1983,""
"U. of Indiana","Student Union Bldg.-T-Rooms","Cruising Areas","Bloomington","IN","United States","Bob Damron's Address Book",1981,""
"U. of Indiana","(T-Rooms) (Student Union Bldg.)","Cruising Areas","Bloomington","IN","United States","Bob Damron's Address Book",1983,""
"U. of Iowa","Main Library 2nd & 3rd floor T-Rooms","Cruising Areas","Iowa City","IA","United States","Bob Damron's Address Book",1981,""
"U. of Iowa","(2nd & 3rd floor T-Rooms) (Main Library)","Cruising Areas","Iowa City","IA","United States","Bob Damron's Address Book",1983,""
"U. of KY","Fine Arts Bldg. - T-Room","Cruising Areas","Lexington","KY","United States","Bob Damron's Address Book",1981,""
"U. of KY","(T-Room) (Fine Arts Bldg.)","Cruising Areas","Lexington","KY","United States","Bob Damron's Address Book",1983,""
"U. of Mass.","Downstairs T-room","Cruising Areas","Amherst","MA","United States","Bob Damron's Address Book",1981,""
"U. of Mass.","(Old Library) Downstairs T-room","Cruising Areas","Amherst","MA","United States","Bob Damron's Address Book",1983,""
"U. of Md.","Student Union Bldg. Basement T-room","Cruising Areas","College Park","MD","United States","Bob Damron's Address Book",1981,""
"U. of Md.","(T-Rooms) (Chemistry Bldg.)","Cruising Areas","College Park","MD","United States","Bob Damron's Address Book",1983,""
"U. of Md.","(T-Rooms) (Cole Field House)","Cruising Areas","College Park","MD","United States","Bob Damron's Address Book",1983,""
"U. of Md.","(T-Rooms) (Library & Armory)","Cruising Areas","College Park","MD","United States","Bob Damron's Address Book",1983,""
"U. of Md.","(T-Rooms) (Student Union Bldg.)","Cruising Areas","College Park","MD","United States","Bob Damron's Address Book",1983,""
"U. of Md. - Chemistry Building","(T-Rooms) (Chemistry Bldg.)","Cruising Areas","College Park","MD","United States","Bob Damron's Address Book",1983,""
"U. of Md. - Cole Field House","(T-Rooms) (Cole Field House)","Cruising Areas","College Park","MD","United States","Bob Damron's Address Book",1983,""
"U. of Md. - Library","(T-Rooms) (Library & Armory)","Cruising Areas","College Park","MD","United States","Bob Damron's Address Book",1983,""
"U. of Md. - Student Union Building","(T-Rooms) (Student Union Bldg.)","Cruising Areas","College Park","MD","United States","Bob Damron's Address Book",1983,""
"U. of Michigan","Student Union T-Rooms","Cruising Areas","Ann Arbor","MI","United States","Bob Damron's Address Book",1981,""
"U. of Michigan","Mason Hall T-Rooms","Cruising Areas","Belleville","MI","United States","Bob Damron's Address Book",1981,""
"U. of Michigan","(T-Rooms) (Student Union)","Cruising Areas","Ann Arbor","MI","United States","Bob Damron's Address Book",1983,""
"U. of Michigan","(T-Rooms) (Mason Hall)","Cruising Areas","Ann Arbor","MI","United States","Bob Damron's Address Book",1983,""
"U. of Minnesota","Lesbian & Gay Committee (Coffmann Mem . Union)","Cruising Areas","Minneapolis","MN","United States","Bob Damron's Address Book",1981,""
"U. of Minnesota","(Coffmann Mem . Union) (Lesbian & Gay Community Center)","Cruising Areas","Minneapolis","MN","United States","Bob Damron's Address Book",1983,""
"U. of Miss.","(Basement) (Main Library)","Cruising Areas","Oxford","MS","United States","Bob Damron's Address Book",1983,""
"U. of Miss.","(1st & 4th floor) ('T-Rooms') (Student Union)","Cruising Areas","Oxford","MS","United States","Bob Damron's Address Book",1983,""
"U. of Miss.","(Pool & Lockers) (P.E. Bldg.)","Cruising Areas","Oxford","MS","United States","Bob Damron's Address Book",1983,"P.E. building was Martindale, now serves as Student Services building since '97: https://catalog.olemiss.edu/2014/spring/university/buildings.pdf"
"U. of Mo.","Mem. Union T-Rooms","Cruising Areas","Columbia","MO","United States","Bob Damron's Address Book",1981,""
"U. of Mo.","Jesse Hall T-Rooms","Cruising Areas","Columbia","MO","United States","Bob Damron's Address Book",1981,""
"U. of Mo.","(T-Rooms) (Mem. Union)","Cruising Areas","Columbia","MO","United States","Bob Damron's Address Book",1983,""
"U. of Mo.","(T-Rooms) (Jesse Hall)","Cruising Areas","Columbia","MO","United States","Bob Damron's Address Book",1983,""
"U. of N. Colorado","Top floor T-Rooms","Cruising Areas","Greeley","CO","United States","Bob Damron's Address Book",1981,""
"U. of N. Colorado","Top floor T-Rooms","Cruising Areas","Greeley","CO","United States","Bob Damron's Address Book",1983,""
"U. of N.M.","Electrical Bldg. T-Room","Cruising Areas","Albuquerque","NM","United States","Bob Damron's Address Book",1981,""
"U. of N.M.","gym (north showers)","Cruising Areas","Albuquerque","NM","United States","Bob Damron's Address Book",1981,""
"U. of N.M.","Geology Bldg. T-Room","Cruising Areas","Albuquerque","NM","United States","Bob Damron's Address Book",1981,""
"U. of N.M. Electrical Bldg.","T-Room & gym (north showers)","Cruising Areas","Albuquerque","NM","United States","Bob Damron's Address Book",1983,""
"U. of N.M. Geology Bldg.","T-Room","Cruising Areas","Albuquerque","NM","United States","Bob Damron's Address Book",1983,""
"U. of OK.","Student Union T-Rooms","Cruising Areas","Norman","OK","United States","Bob Damron's Address Book",1981,""
"U. of OK.","McFarland Library- basement T-Rooms","Cruising Areas","Norman","OK","United States","Bob Damron's Address Book",1981,""
"U. of OK.","(T-Rooms) (Student Union)","Cruising Areas","Norman","OK","United States","Bob Damron's Address Book",1983,""
"U. of OK.","(T-Rooms) (McFarland Library basement)","Cruising Areas","Norman","OK","United States","Bob Damron's Address Book",1983,""
"U. of Oregon","Library - (1st floor)","Cruising Areas","Eugene","OR","United States","Bob Damron's Address Book",1981,""
"U. of Oregon","Student Union (T-Rooms)","Cruising Areas","Eugene","OR","United States","Bob Damron's Address Book",1981,""
"U. of Oregon","(1st floor) (Library)","Cruising Areas","Eugene","OR","United States","Bob Damron's Address Book",1983,""
"U. of PA","(2nd & 3rd floor T-Rooms) (Cathedral of Learning)","Cruising Areas","Pittsburgh","PA","United States","Bob Damron's Address Book",1983,""
"U. of Pa.","Houston Hall - basement T-Room","Cruising Areas","Philadelphia","PA","United States","Bob Damron's Address Book",1981,""
