"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Sun Tavern","Bars","702 West 2nd ","Salt Lake City","UT","-Tel. 531-0833. Mixed private club.","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Helpline","Service","","Salt Lake City","UT","-Tel. 533-0927","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Salt Lake City Resurrection Metropolitan Community Church ","Religious Groups","","Salt Lake City","UT","Tel. 561-1496","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Eider","Open Lesbian Land","PO Box 213","Kanab","UT","c/o Shemaya Laurel, P.O. Box 213; 84 7 41. Open lesbian land for womyn with
environmental illness. Camping space. Write in advance, no phone","","","",1989,"TRUE","FALSE","FALSE","TRUE","manual"
"Puss & Boots (P & B)","Bars","9996 South Redwood Road","Salt Lake City","UT","-Tel. 972-9730","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Journal ","Bars","1600 Wall","Ogden","UT","-Tel. 621-9939","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Deerhunter","Bars","636 South 300 West","Salt Lake City","UT","-Tel. 532-9399","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Shirley's ","Bar / Restaurants","811 Colley Ave","Norfolk","VA","-Tel. 625-8828","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Information Line","Service","","Norfolk","VA","Tel. 423-0933","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"First Friday","Lesbian Group","PO Box 3337","Roanoke","VA","write: Box 3337. Roanoke: 24015. -Tel. 345-4647. Lesbian social/
support groups, meets first Friday of each month. Say 'hi' from GAIA. (o. k. for 1989)","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Richmond Womenbooks","Feminist Bookstore","2132 West Main St","Richmond","VA","-Tel. 644-3451 or 788-1607 or 355-5919. Open noon-4pm Sat. & Sun. only","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Helpline of Lynchburgh","Service","","Lynchburg","VA","-Tel. 847-5242.
Sun./ Mon/ Fri. 7pm-10pm","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Alexander's","Bars","3129 West Cary","Richmond","VA","(near Belmont) ·Tel. 359-5104.","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Richmond Lesbian Feminists","Special Interest Groups","","Richmond","VA","-Tel. 646-3451","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Books, Strings and Things","Bookstores","214 Draper Road","","VA","214 Draper Road; 24060-mail to: p. o. Box 179;
24061 -Tel. 552-5633. Lesbian titles/ women's studies. There's a bulletin board for assistance with local information. Say 'hi' from GAIA.","","","Does not specify city; not clear from Maps where in Virginia this is",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church ","Religious Groups","4500 Kensington Avenue","Richmond","VA","(Friends Meeting House) •Tel. 353-9477.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Cue","Bars","4601 Killam Ave","Norfolk","VA","-Tel. 489-9740","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Babe's","Bars","3166 West Cary Street","Richmond","VA","-Tel. 355.933","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Mary Campbell ","Medical Practitioners--Including Alternative","5555 Columbia Pike","Arlington","VA","22204 -Tel. (703)671-8890
ans: 893-4222. Gynecology","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Hershee Bar","Bars","6117 Sewell's Point Road","Norfolk","VA","Tel. 853-9842.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Scandals","Bars","2001 East Franklin","Richmond","VA","-Tel. 648-1868","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay / Lesbian Alcoholics Anonymous","A.A.","700 West Franklin","Richmond","VA","(Pace Memorial
Church) -Tel. 644-9578.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Stella Street","Bars","6425 Tidewater Drive","Norfolk","VA","-Tel. 857-6610","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Bogey's Lounge","Bars","3615 Tidewater","Norfolk","VA","-Tel. 625-8965.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Cary Towne Inn","Bars","3028 West Cary Street","Richmond","VA","·Tel. 355.9953","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Information Line","Service","","Richmond","VA","-Tel. 353-3626, 24 hour tape.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Park","Bars","615 Salem Avenue","Roanoke","VA","S. W.: -Tel. (703)342-0946. Mail to: p. o. Box 1061, Roanoke; 24005. A private club-bar/ restaurant, all-gay and welcoming non-members with a copy of GAIA'SGUIDE. Open Weds/Fri/Sat. /Sun. from 9 pm till late .. Closed Mon/ Tues/ Thurs. A great old-timer still going strong, say 'hi' from GAIA.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Vermont Women's Health Center","Health Center","336 North Ave","Burlington","VT","05401 -Tel. 863-1386. Routine gynecological, alternative insemination, support of lesbian parents, lesbian practitioners.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Out in the Mountains","Publications","PO Box 177","Burlington","VT","PO Box 177, Burlington, VT; 05402. National and
local news, & 'Vermont Area Resources' list. Pick up your copy at MAVERICK
BOOKS in Burlington.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Commonwoman","Publications","PO Box 242,","Winooski","VT","PO Box 242, Winooski; 05404. Feminist newspaper. Events
calendar, classified ads.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Country Cousins","Guest Houses","PO Box 212","Shaftesbury","VT","Rte. 1-B, Box 212, Old Depot Road; 05262-Tel. 375-6985","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Common Ground","Coffeehouse","25 Elliot Street","Brattleboro","VT","-Tel. 257-0855. Your best bet for current local info
in Vermont.","*","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Pearl's","Bar / Restaurants","135 Pearl St","Burlington","VT","-Tel 863-2343","*(***)","Bars, Clubs, Coffeehouses","Unusual star code--not listed in ""How to Read the Stars""",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Women's Organization and Referral Center","Centers","University of Vermont, Billings Center","Burlington","VT","University ol Vermont.
Billings Center;","****","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Colors","Bars","20 Elliot Street","Brattleboro","VT","-Tel. 254-8646. Disco / entertainment / food service.","*","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Amelia Earhart","Lesbian Group","PO Box 746","Lebanon","VT","P.O. Box 746; 03766","**","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Greenhope Farms","Women's Retreat","PO Box 2260","Walden","VT","R. F. D. 1-Box 2260. Walden, VT; 05836. -Tel. 533-7772. 'We
are a small, working farm for women only. Open year-round. 4 guest rooms. one shared
bath. Gourmet vegetarian meals in a truly marvelous rustic environment. Rooms are
$40. 00 per night, including full country breakfast. Say 'hi' to Sallie & Sashie from GAIA.
Lots of letters recommending this place as a welcome retreat from too much bar life.
They have 2 cats & a dog, no other pets allowed","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Howl","Women's Land Trust","PO Box 242","Winooksi","VT","write: PO Box 242; 05404. 100 acres/ woods / farmland / primitive camping
space. Write in advance, no drop-ins","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Everyone's Books","Progressive Bookstore","71 Elliot Street","Brattleboro","VT","05301 -Tel. (802)254-8160. 'We carry the
best locally available selection of feminist/ gay and lesbian titles· & buttons and T-shirts/ non-sexist children's titles / they serve tea and coffee, have reading tables and author's nights, etc. & are an excellent first stop for more local info in the area. They sell GAY COMMUNITY NEWS & GAIA'S GUIDE. say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Kendrick & Anne","Women's Land","PO Box 1058","Putney","VT","RO 3 Box 1058, 05346; -Tel. 387-4367. 'We especially
welcome lesbians needing time and space in which to heal. ' Phone or write in
advance. No drop-ins.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Maverick Books","Alternative Bookstore","209 College Street","Burlington","VT","-Tel. 658-2523-Tu /Weds/ Th / Sat.
10am-5pm & till 11 pm on Fridays Very well stocked bookstore. lesbian titles, women's
studies. GAIA'S GUIDE?","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Yvonne Ogden","Massage","PO Box 16484","Seattle","WA","PO Box 16484: 98116-Tel. 935-9313. Counselor-hypnotherapist/ massage therapy.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Tracy Brown","Attorneys & Legal Aid, etc.","4th & Seneca","Seattle","WA","4th & Seneca: -Tel. 292-9988","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Wildrose Tavern","Bar / Restaurants","1021 East Pike","Seattle","WA","98122 -Tel 324-9210. Very highly
recommended tavern-restaurant with dancing / entertainment (women's music, jazz, comedy, erotica, regular Saturday night shows) & excellent food. Pool tables & no-smoking areas. Good reports, say 'hi' from GAIA. Open M-Thurs. 12-11am-midnight / Fri. 11.00am-2am / Sat. 11am-12 midnight & Sun. 11am-11pm. Pool tables and non-smoking areas, beer and wine only","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Aradia Women's Health Center","Health Center","112 East Boylston Ave","Seattle","WA","E. Seattle; -Tel.
323-9388 (89)","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Item","Publications","PO Box 9472","Spokane","WA","From B. B. T. Inc , PO Box 9472; 99209-9472","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Womantrek","Women's Holiday and Travel Agency","1411 East Olive Way","Seattle","WA","-Tel. 325-4772. Dozens of letters each year recommend this great old-timer. Adventure holidays for women, say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"R. Place","Bars","706 East Pike Street","Seattle","WA","-Tel. 322-8828. Monday it's free pool for women.
Open 1 pm-2am I Fri. & Sat. 1 pm-4am.","**(**)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"733 Club","Bars","733 Commerce Street","Tacoma","WA","-Tel. 627-0733, disco downstairs/ restaurant and
quiet bar.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Tacoma Sounds","Publications","2209 South 72nd Street","Tacoma","WA","98409. New magazine. mainly for gay men, but with some lesbian info. contact them about the 'Lesbians Can be Friends· group-over 45""s.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Hombres","Bars","1413 14th Ave","Seattle","WA","Tel 323-2158 Friendly neighborhood type place,
·women welcome'","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Beyond the Closet Bookstore","Gay / Lesbian Bookstore","1501 Belmont Avenue","Seattle","WA","(at East Pike Street); 98122 -Tel. (206)322-4609. Seattle's exclusively lesbian and gay bookstore, carrying fiction, non-fiction, poetry, humor, games, magazines, erotica and videos. Also: readings. and autographings. OPEN EVERY DAY! call for hours. They sell GAIA 'S GUIDE, say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Crystal Moon","Accommodation","PO Box 2080","Cle Elum","WA","'-HC 61, Box 2080, Cle Elum, WA; 98922-Tel. (Seattle)·
(509)964-2038. A mountain lodge catering to women, & featuring private and
shared accommodations, hot tub, massage & privacy on 23 forested acres.
Welcoming women and men one week of each month beginning the second
Wednesday of each month; open exclusively to women the remainder of the
month. Please call directory assistance for new phone number.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Golden Crown Restaurant and Lounge","Show-Bar","1608 Times Square Alley","Seattle","WA","-Tel 622-5304. Reservations recommended if you want to see the shows","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Goddess Rising","Occult Supplies","4006 First Ave","Seattle","WA","Dianic Wicca Shoppe, 4006 First Ave .. N E .. Tel. 632-3829
Closed, Sundays and Mon.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Imprints Bookstore","Feminist Bookstore","917 North 2nd","Tacoma","WA","98403 -Tel. 383-6322. Lesbian titles/ women's studies/ music/ jewelry/ posters/ non-sexist children's books. Ticket sales, MAIL ORDER SERVICE, bulletin board and local information. They sell GAIA""S GUIDE, be sure and say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church ","Religious Groups","","Spokane","WA","-Tel. 325-1252","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"24th Street Tavern","Bars","2405 Pacific Ave","Tacoma","WA","'-Tel. 572-3748 (89)","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Signatures","Bars","W. 321 Boone","Spokane","WA","99201 -Tel. 327-9571. Lounge/ disco/ cafe / show room / piano bar/ community events. Beer/ cocktails and excellent food, mostly gay women on the weekends. Pool table and video games, open for lunch, too. 'Classy. •","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Janice Pickard","Counseling and Therapy","1628 31st Avenue","Seattle","WA","98122 -Tel. 325-3001 Psychotherapist.
Sliding scale.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Tacoma Lesbians Concerned ","Group","","Tacoma","WA","-Tel. 475-7859. Write PO Box 947; 98401","**","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Red and Black Books","Alternative and General Bookstores","430 15th Ave","Seattle","WA","East (at Republican); 98112 -Tel 322-READ (7323). Lesbian titles/ women's studies/ related periodicals They have authors' nights (many lesbian writers & poets)and sell GAIA'S GUIDE, & T-shirts/ posters/ buttons/ cards/ women's music. Lots of publications, say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Stonewall Recovery Services","Counseling and Therapy","","Seattle","WA","-Tel. 461-4546. Alcoholism/ drug addiction/ counseling for the lesbian and gay community.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Walt's (Mr. Z's)","Bars","415 Sprague","Spokane","WA","-Tel. 455-887 4. Lounge/ restaurant/ disco/ video games. Older crowd-50-50.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Glo's Broiler","Restaurants and Cafes","1621 East Olive Way","Seattle","WA","-Tel 322-4401","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Tin Earring","Bars","321 West Sprague","Spokane","WA","-Tel. 456-7826","**(**)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Eastlake East / Off Ramp Cafe / Sappho Room","Bar / Restaurants","109 Eastlake East","Seattle","WA","-Tel. 628-0232. Women's discos Th/ Fri/ Sat. Lesbian cocktail lounge, opens 5pm 7 days a week and sounds great, say 'hi' from GAIA.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"White Swan Guest House","Hotels / Motels / Guest Houses / B&B, etc.","","Seattle","WA","near La Connor-one hour north of Seattle -Tel
(206)445-6805","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church / Seattle","Religious Groups","","Seattle","WA","-Tel. 325-2421 & see SEATTLE
GAY NEWS FOR CURRENT SCHEDULE & other religious events.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"QB","Bars","423 2nd Avenue","Seattle","WA","-Tel. 464-1014. 'Classy'.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Tacoma Alcoholics Anonymous Gay Group","Group","","Tacoma","WA","Tel. 272-0109 (Mike)","*","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Rico's Smokehouse Restaurant","Bars","E. 200 Main","Pullman","WA","E. 200 Main, Pullman, WA'99163 -Tel.
(509)334-9958. Beer/ wine I sandwiches, not a gay bar but another 'hang-out'.","*","Bars, Clubs, Coffeehouses","Pullman, WA entry among Idaho entries",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Dorian Group - Spokane","Gay / Lesbian Group","PO Box 5714","Spokane","WA","write: PO Box 5714: 99205 -Tel. 489-2266","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Studio 33","Hairdressers","1900 East Aloha","Seattle","WA","98112 -Tel. 329-3333","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Shafer Mansion","Hotels / Motels / Guest Houses / B&B, etc.","907 14th Avenue","Seattle","WA","East: 98102 -Tel. 329-4628.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Tug's Belltown Tavern ","Bars","2207 First Ave","Seattle","WA","at Blanchard -Tel. 441-GA YS(4297). A great old-timer still going strong for lesbians In the Seattle area. Thursday night is strictly women only-including an all-lesbian staff/ big screen video and frenzied dancing-a real Institution in it's 5th year, They sell GAIA'S GUIDE, be sure and say 'hi' from GAIA.","**(**)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Norma Wigutoff, MSW","Counseling and Therapy","","Seattle","WA","'-Tel. (206)329-5553. psychotherapist.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Enchanted Blue Wave","Hotel","PO Box 147","Seaview","WA","-write: PO Box 147; Seaview; 98644 -Tel.
642-4900. 'A spacious 5 bedroom oceanfront home on 2 1 / 2 acres of land In
Seaview, WA. -on the Long Beach Peninsula. Full breakfast/ ocean view rooms
I outdoor spa/ hot tub/ fitness room/ games room I pool tables/ color Iv. Also
available for retreats I seminars/ concerts/ etc. -doubles from $50. 00 per
night. No pets allowed. Say 'hi' from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Lesbian Resource Center","Centers / Organizations / Groups","1208 East Pine","Seattle","WA","-Tel. 322-6697. Home of many lesbian groups and happenings. Lesbians over 40 rap group, Tues. 7pm. phone up for their current drop in hours ..","*****","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
