"","title","description","type","amenityfeatures","city","state","Year","notes","publication","country"
"9119","Lost World Resort","(Disco)(Some YC)","Hotel,Restaurant","(*),(H),(R),(D),(YC)","Rancho Mirage","CA",1983,"","Bob Damron's Address Book","United States"
"9120","Love Inn","(Disco)(Best Sundays) (Liquor)","Bars/Clubs,Hotel","(YC),(L),(D)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9121","Lutecia's","(Mexican R)(Looks promising)","Restaurant","(R)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9122","Lyric Book Store","","Book Store","(*)","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"9123","M.B. Club II","(Wild back room)","Bars/Clubs","(P)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9124","M.C.C.","","Religious Institution","MCC","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9125","M.C.C.","","Religious Institution","MCC","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9126","M.C.C.","(Downtown)","Religious Institution","MCC","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9127","M.C.C.","(Above Journey's)","Religious Institution","MCC","San Luis Obispo","CA",1981,"","Bob Damron's Address Book","United States"
"9128","M.C.C.","","Religious Institution","MCC","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9129","M.C.C.","","Religious Institution","MCC","Santa Ana","CA",1981,"","Bob Damron's Address Book","United States"
"9130","M.C.C.","Church","Religious Institution","MCC","Palm Springs","CA",1981,"","Bob Damron's Address Book","United States"
"9131","M.C.C.","","Religious Institution","MCC","Sacramento","CA",1981,"","Bob Damron's Address Book","United States"
"9132","M.C.C.","","Religious Institution","MCC","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"9133","M.C.C.","","Religious Institution","MCC","Oceanside","CA",1981,"","Bob Damron's Address Book","United States"
"9134","M.C.C.","","Religious Institution","MCC","Costa Mesa","CA",1981,"","Bob Damron's Address Book","United States"
"9135","M.C.C.","(Office)","Religious Institution","MCC","Palm Springs","CA",1981,"","Bob Damron's Address Book","United States"
"9136","M.C.C.","","Religious Institution","MCC","San Jose","CA",1981,"","Bob Damron's Address Book","United States"
"9137","M.C.C.","18th & Arizona","Religious Institution","MCC","Venice","CA",1981,"","Bob Damron's Address Book","United States"
"9138","M.C.C.","","Religious Institution","(MCC)","Santa Ana","CA",1983,"","Bob Damron's Address Book","United States"
"9139","M.C.C.","(2nd floor)","Religious Institution","(MCC)","San Jose","CA",1983,"","Bob Damron's Address Book","United States"
"9140","M.C.C.","(Downtown)","Religious Institution","(MCC)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9141","M.C.C.","","Religious Institution","(MCC)","Costa Mesa","CA",1983,"","Bob Damron's Address Book","United States"
"9142","M.C.C.","(Unitarian Church)","Religious Institution","(MCC)","Fresno","CA",1983,"","Bob Damron's Address Book","United States"
"9143","M.C.C.","","Religious Institution","(MCC)","Palm Springs","CA",1983,"","Bob Damron's Address Book","United States"
"9144","M.C.C.","","Religious Institution","(MCC)","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"9145","M.C.C.","","Religious Institution","(MCC)","San Diego","CA",1983,"","Bob Damron's Address Book","United States"
"9146","M.C.C.","","Religious Institution","(MCC)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9147","M.C.C.","","Religious Institution","(MCC)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9148","M.C.C.","","Religious Institution","(MCC)","Santa Barbara","CA",1983,"","Bob Damron's Address Book","United States"
"9149","M.C.C.","","Religious Institution","(MCC)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9150","Mac's","(Some OC, RT)","Bars/Clubs","(OC),(RT)","San Jose","CA",1981,"","Bob Damron's Address Book","United States"
"9151","Mac's","(Baths)","Bathhouses","(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9152","Mac's","(Some OC, RT)","Bars/Clubs","(OC),(RT)","San Jose","CA",1983,"","Bob Damron's Address Book","United States"
"9153","Mackerel Flats","","Restaurant","(M),(R)","Balboa","CA",1981,"","Bob Damron's Address Book","United States"
"9154","Mag","","Bars/Clubs","(*),(W)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9155","Mag","","Bars/Clubs","(W),(PT)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9156","Magic Holiday Travel","","Travel Service","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9157","Magic Holiday Travel","","Travel Service","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9158","Magnolia Park","","Cruising Areas","Cruisy Area,(AYOR)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9159","Magnolia Park","","Cruising Areas","Cruisy Area,(AYOR)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9160","Main Spring","(Some RT)","Bars/Clubs","(RT)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9161","Main St. 'Hustlers'","","Cruising Areas","Cruisy Area","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9162","Main Street","(Piano bar)","Bars/Clubs","(*),(E)","Laguna Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9163","Main Street","(Piano bar)","Bars/Clubs","(E),(*)","Laguna Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9164","Mama Billie's","(Fun neighborhood cruise bar*) nr. Polk","Bars/Clubs","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9165","Mammy's","","Bars/Clubs","","Hayward","CA",1981,"","Bob Damron's Address Book","United States"
"9166","Man's Country","(Disco)(Liquor)('Tops in area)","Bars/Clubs","(YC)","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9167","Manhandler","","Restaurant","(PT),(R),(AH),(WE)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9168","Manhandler","","Bars/Clubs","(PT)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9169","Manhattan","","Restaurant","(R)","Santa Monica","CA",1983,"","Bob Damron's Address Book","United States"
"9170","Manhole","(C-AH-WE)","Restaurant","(C),(AH),(WE)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9171","Manspace","(Baths)(Some SM)","Bathhouses","(P),(SM),(FFA)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9172","Manspace","(Baths)(Some SM)","Bathhouses","(P),(SM),(FFA)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9173","Manspace","","Bars/Clubs","(P),(SM),(FFA),(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9174","Mar Mesa Beach","","Cruising Areas","Cruisy Area","Santa Barbara","CA",1981,"","Bob Damron's Address Book","United States"
"9175","Mar Mesa Beach","","Cruising Areas","Cruisy Area","Santa Barbara","CA",1983,"","Bob Damron's Address Book","United States"
"9176","Maria's","(Italian R)","Restaurant","(M),(R)","Palm Springs","CA",1981,"","Bob Damron's Address Book","United States"
"9177","Maria's","(Italian R)","Restaurant","(M),(R)","Palm Springs","CA",1983,"","Bob Damron's Address Book","United States"
"9178","Marine Stadium","T-Room","Cruising Areas","Cruisy Area,(AYOR)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9179","Mark Tours","(Travel agency)","Travel Service","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9180","Mark Tours","(Travel agency)","Travel Service","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9181","Marvin's Garden","(Breakfast & lunch)","Restaurant","(M),(R)","Russian River","CA",1983,"","Bob Damron's Address Book","United States"
"9182","Mary's","","Bars/Clubs","","Vallejo","CA",1983,"","Bob Damron's Address Book","United States"
"9183","Mary's Place","","Restaurant","(R),(AH)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9184","Masque","(Looks promising)","Bars/Clubs","","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9185","Matador","","Bars/Clubs","(D),(*)","Pacific Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9186","Matador","","Bars/Clubs","(D),(*)","Pacific Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9187","Maud's","","Bars/Clubs","(L),(D),(PT),(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9188","Maud's","","Bars/Clubs","(L),(D),(PT),(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9189","Mayfair ('Gayfair') Market","","Cruising Areas","Cruisy Area","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"9190","Mayfair ('Gayfair') Market","(Open 24 hrs.)","Cruising Areas","Cruisy Area","San Diego","CA",1983,"","Bob Damron's Address Book","United States"
"9191","Maze Stone Country Park","4 1/2 mi. W. on Hwy. 74","Cruising Areas","Cruisy Area","Hemet","CA",1983,"Hemet Maze Stone: a prehistoric petroglyph https://www.atlasobscura.com/places/hemet-maze-stone","Bob Damron's Address Book","United States"
"9192","Maze Stone County Park","","Cruising Areas","Cruisy Area","Hemet","CA",1981,"","Bob Damron's Address Book","United States"
"9193","MB Club","(No booze - 'wild back room'","Bars/Clubs","(P)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9194","MB Club","(No booze - 'wild back room')","Bars/Clubs","(P)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9195","Meat Rack","('Wild back room')(No booze)","Bars/Clubs","(P),(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9196","Meat Rack","('Wild back room' *)(No booze)","Bars/Clubs","(P),(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9197","Melrose Ave around Drake Theatre","","Cruising Areas,Theatre","Cruisy Area","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9198","Melrose Ave.","around Drake Theatre","Cruising Areas","Cruisy Area,(AYOR)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9199","Melrose Baths","(Some OC, chubby chasers)","Bathhouses","(OC)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9200","Melrose Baths","(Some OC, chubby chasers)","Bathhouses","(*),(OC)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9201","Memorial Park","","Cruising Areas","Cruisy Area","Pasadena","CA",1981,"","Bob Damron's Address Book","United States"
"9202","Men's Room","at Noe","Bars/Clubs","","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9203","Mercantile Saloon","(Cruisy)","Bars/Clubs,Cruising Areas","(*)","Sacramento","CA",1981,"","Bob Damron's Address Book","United States"
"9204","Mercantile Saloon","(Liquor)","Bars/Clubs","(*)","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"9205","Mercantile Saloon","(Liquor)","Bars/Clubs","(*)","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"9206","Mi Wey","","Bars/Clubs","(L)","Culver City","CA",1983,"","Bob Damron's Address Book","United States"
"9207","Midnight Sun","(Cruisy)","Bars/Clubs,Cruising Areas","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9208","Midnight Sun","(Video)","Bars/Clubs","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9209","Midtowne Spa","(Baths)","Bathhouses","(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9210","Midtowne Spa","(Baths)","Bathhouses","(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9211","Mike's Corral","","Bars/Clubs","(SM),(W),(*)","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9212","Mike's Corral","(Wed & WE*)","Bars/Clubs","(SM),(WE),(W),(*)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9213","Miller Park","T-Rooms","Cruising Areas","Cruisy Area","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"9214","Mineshaft","","Bars/Clubs","(PT)","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9215","Mineshaft","(Cruisy) (Liquor)","Bars/Clubs,Cruising Areas","(W),(*),(PT)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9216","Mint","","Restaurant,Bars/Clubs","(R),(E),(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9217","Mint","","Restaurant","(R),(E),(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9218","Mission Valley SHopping Center","","Cruising Areas","Cruisy Area","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"9219","Mission Valley Shopping Center","","Cruising Areas","Cruisy Area","San Diego","CA",1983,"","Bob Damron's Address Book","United States"
"9220","Miz Brown's","","Restaurant","(M),(R)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9221","Moby Dick's","nr. Castro","Bars/Clubs","(PT),(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9222","Moby Dick's","nr. Castro","Bars/Clubs","(PT),(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9223","Modern Times","(Books)","Book Store","(L)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9224","Mom...Guess What","(Publication)","Publication","","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"9225","Mommy Fortuna's","","Restaurant","(Hip),(R)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9226","Mona's Gorilla Lounge","(Cruisy)(WE*)","Bars/Clubs,Cruising Areas","(PT),(WE),(D),(*)","Santa Cruz","CA",1981,"","Bob Damron's Address Book","United States"
"9227","Monaco Motel","Stateline & Pine (916) 544-4300 (S. Lake Tahoe)","Hotel","(M),(H),(*)","Lake Tahoe","CA",1983,"","Bob Damron's Address Book","United States"
"9228","Monterey Peninsula Steam & Sauna","(Baths)","Bathhouses","","Monterey","CA",1981,"","Bob Damron's Address Book","United States"
"9229","Monterey Peninsula Steam & Sauna","(Baths)(Fri. & Sat. nites only)","Bathhouses","","Monterey","CA",1983,"","Bob Damron's Address Book","United States"
"9230","Montgomery Ward's","","Cruising Areas","Cruisy Area","Stockton","CA",1981,"","Bob Damron's Address Book","United States"
"9231","Montgomery Ward's","Pacific Ave.","Cruising Areas","Cruisy Area","Stockton","CA",1983,"Notes that Montgomery Ward was in the Sherwood Mall: https://en.wikipedia.org/wiki/Sherwood_Mall","Bob Damron's Address Book","United States"
"9232","Morro Rock","T-Room (Late)","Cruising Areas","Cruisy Area","Morro Bay","CA",1983,"","Bob Damron's Address Book","United States"
"9233","Mother Lode","(Cruisy)","Bars/Clubs,Cruising Areas","(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9234","Mother Lode","(Cruisy)","Bars/Clubs,Cruising Areas","(PT),(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9235","Mother's Noodle","(Disco)(Was closed - may be reopening)  2 1/2 mi. S. of Garden Grove","Bars/Clubs","","Santa Ana","CA",1981,"","Bob Damron's Address Book","United States"
"9236","Mountian Beach","& steps by Coast Inn (Nites AYOR)","Cruising Areas","Cruisy Area,(AYOR)","Laguna Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9237","Mr. Dillon's","(Disco)(WE*)","Bars/Clubs","(YC),(D),(PT),(WE),(*)","San Diego","CA",1983,"","Bob Damron's Address Book","United States"
"9238","Mr. M's (Disco)","","Bars/Clubs","(YC),(D)","Covina","CA",1981,"","Bob Damron's Address Book","United States"
"9239","Mr. Mike's","","Bars/Clubs","(E)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9240","Mr. Mike's","","Bars/Clubs","(E),(OC)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9241","Mr. R's Adult Book Store","(Rock-Book, Inc. & Discount showroom)","Bars/Clubs,Book Store","","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9242","Mr. R's Adult Book Store","(Rock-Book, Inc. & Discount showroom)","Book Store,Erotic Shop","(*)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9243","Mr. S","(Leather, clothing, etc)","Erotic Shop","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
